country,year,canonical_name,category,amount_local,currency,unit,item_type,source_kind,source_file,page_number,line_description_en,series_notes,traceability_status
Denmark,1985,Copenhagen Business School (CBS),higher_education,177020000.0,DKK,krone,verified_override,original_pdf,1985 19841_L1_som_vedtaget.pdf,0,Verified against original Denmark budget file,manual override from original Denmark budget file,verified_against_original_file
Denmark,1986,Copenhagen Business School (CBS),higher_education,188803400.0,DKK,krone,verified_override,original_pdf,1986 19851_L1_som_vedtaget.pdf,0,Verified against original Denmark budget file,manual override from original Denmark budget file,verified_against_original_file
Denmark,1987,Copenhagen Business School (CBS),higher_education,209992300.0,DKK,krone,verified_override,original_pdf,1987 19861_L1_som_vedtaget.pdf,138,Verified against original Denmark budget file,manual override from original Denmark budget file,verified_against_original_file
Denmark,1988,Copenhagen Business School (CBS),higher_education,233282600.0,DKK,krone,verified_override,original_pdf,1988 19871_L1_som_vedtaget.pdf,156,Verified against original Denmark budget file,manual override from original Denmark budget file,verified_against_original_file
Denmark,1989,Copenhagen Business School (CBS),higher_education,263080000.0,DKK,krone,verified_override,original_pdf,1989 19881_L1_som_vedtaget.pdf,138,Verified against original Denmark budget file,gap: no matching rows in this year; manual override from original Denmark budget file,verified_against_original_file
Denmark,1990,Copenhagen Business School (CBS),higher_education,226626000.0,DKK,krone,verified_override,original_pdf,1990 19891_L1_som_vedtaget.pdf,122,Verified against original Denmark budget file,manual override from original Denmark budget file,verified_against_original_file
Denmark,1991,Copenhagen Business School (CBS),higher_education,245700000.0,DKK,krone,verified_override,original_pdf,1991 19902_L1_som_vedtaget.pdf,0,Verified against original Denmark budget file,gap: no matching rows in this year; manual override from original Denmark budget file,verified_against_original_file
Denmark,1992,Copenhagen Business School (CBS),higher_education,255800000.0,DKK,krone,verified_override,original_pdf,1992 19911_L1_som_vedtaget.pdf,0,Verified against original Denmark budget file,manual override from original Denmark budget file,verified_against_original_file
Denmark,1993,Copenhagen Business School (CBS),higher_education,268600000.0,DKK,krone,verified_override,original_pdf,1993 19921_L1_som_vedtaget.pdf,0,Verified against original Denmark budget file,gap: no matching rows in this year; manual override from original Denmark budget file,verified_against_original_file
Denmark,1994,Copenhagen Business School (CBS),higher_education,144400000.0,DKK,krone,verified_override,original_pdf,1994 19931_L1_som_vedtaget.pdf,0,Verified against original Denmark budget file,manual override from original Denmark budget file,verified_against_original_file
