country,year,canonical_name,category,gap_type,diagnosis,raw_row_match,raw_row_amount,raw_row_file,action,series_amount,prev_amount,next_amount
New Zealand,1975,DSIR (New Zealand),science_agency,missing,Year has 1 parsed files but agency not found. May be in a non-table section or different document.,no,,,reextract,,,
New Zealand,1976,DSIR (New Zealand),science_agency,missing,Year has 1 parsed files but agency not found. May be in a non-table section or different document.,no,,,reextract,,,
New Zealand,1977,DSIR (New Zealand),science_agency,missing,Year has 1 parsed files but agency not found. May be in a non-table section or different document.,no,,,reextract,,,
New Zealand,1978,DSIR (New Zealand),science_agency,missing,Year has 1 parsed files but agency not found. May be in a non-table section or different document.,no,,,reextract,,,
New Zealand,1979,DSIR (New Zealand),science_agency,missing,Year has 1 parsed files but agency not found. May be in a non-table section or different document.,no,,,reextract,,,
New Zealand,1980,DSIR (New Zealand),science_agency,missing,Year has 1 parsed files but agency not found. May be in a non-table section or different document.,no,,,reextract,,,
New Zealand,1981,DSIR (New Zealand),science_agency,missing,Year has 1 parsed files but agency not found. May be in a non-table section or different document.,no,,,reextract,,,
New Zealand,1982,DSIR (New Zealand),science_agency,missing,Year has 1 parsed files but agency not found. May be in a non-table section or different document.,no,,,reextract,,,
New Zealand,1983,DSIR (New Zealand),science_agency,missing,Year has 1 parsed files but agency not found. May be in a non-table section or different document.,no,,,reextract,,,
New Zealand,1984,DSIR (New Zealand),science_agency,missing,Year has 1 parsed files but agency not found. May be in a non-table section or different document.,no,,,reextract,,,
New Zealand,1985,DSIR (New Zealand),science_agency,missing,Year has 1 parsed files but agency not found. May be in a non-table section or different document.,no,,,reextract,,,
New Zealand,1986,DSIR (New Zealand),science_agency,missing,Year has 1 parsed files but agency not found. May be in a non-table section or different document.,no,,,reextract,,,
New Zealand,1987,DSIR (New Zealand),science_agency,missing,Year has 1 parsed files but agency not found. May be in a non-table section or different document.,no,,,reextract,,,
New Zealand,1989,DSIR (New Zealand),science_agency,missing,Year has 2 parsed files but agency not found. May be in a non-table section or different document.,no,,,reextract,,,
New Zealand,1990,DSIR (New Zealand),science_agency,missing,Year has 2 parsed files but agency not found. May be in a non-table section or different document.,no,,,reextract,,,
New Zealand,1990,"Foundation for Research, Science and Technology (New Zealand)",science_agency,missing,Year has 2 parsed files but agency not found. May be in a non-table section or different document.,no,,,reextract,,,
New Zealand,1996,"Foundation for Research, Science and Technology (New Zealand)",science_agency,missing,Year has 1 parsed files but agency not found. May be in a non-table section or different document.,no,,,reextract,,,
New Zealand,1997,"Foundation for Research, Science and Technology (New Zealand)",science_agency,missing,Year has 1 parsed files but agency not found. May be in a non-table section or different document.,no,,,reextract,,,
New Zealand,1998,"Foundation for Research, Science and Technology (New Zealand)",science_agency,missing,Year has 1 parsed files but agency not found. May be in a non-table section or different document.,no,,,reextract,,,
New Zealand,1999,"Foundation for Research, Science and Technology (New Zealand)",science_agency,missing,Year has 1 parsed files but agency not found. May be in a non-table section or different document.,no,,,reextract,,,
New Zealand,2002,"Foundation for Research, Science and Technology (New Zealand)",science_agency,missing,Year has 1 parsed files but agency not found. May be in a non-table section or different document.,no,,,reextract,,,
New Zealand,1996,Crown Research Institutes (New Zealand),science_agency,missing,Year has 1 parsed files but agency not found. May be in a non-table section or different document.,no,,,reextract,,,
New Zealand,1997,Crown Research Institutes (New Zealand),science_agency,missing,Year has 1 parsed files but agency not found. May be in a non-table section or different document.,no,,,reextract,,,
New Zealand,1998,Crown Research Institutes (New Zealand),science_agency,missing,Year has 1 parsed files but agency not found. May be in a non-table section or different document.,no,,,reextract,,,
New Zealand,1999,Crown Research Institutes (New Zealand),science_agency,missing,Year has 1 parsed files but agency not found. May be in a non-table section or different document.,no,,,reextract,,,
New Zealand,2002,Crown Research Institutes (New Zealand),science_agency,missing,Year has 1 parsed files but agency not found. May be in a non-table section or different document.,no,,,reextract,,,
New Zealand,1996,Marsden Fund (New Zealand),science_agency,missing,Year has 1 parsed files but agency not found. May be in a non-table section or different document.,no,,,reextract,,,
New Zealand,1997,Marsden Fund (New Zealand),science_agency,missing,Year has 1 parsed files but agency not found. May be in a non-table section or different document.,no,,,reextract,,,
New Zealand,1998,Marsden Fund (New Zealand),science_agency,missing,Year has 1 parsed files but agency not found. May be in a non-table section or different document.,no,,,reextract,,,
New Zealand,1999,Marsden Fund (New Zealand),science_agency,missing,Year has 1 parsed files but agency not found. May be in a non-table section or different document.,no,,,reextract,,,
New Zealand,2002,Marsden Fund (New Zealand),science_agency,missing,Year has 1 parsed files but agency not found. May be in a non-table section or different document.,no,,,reextract,,,
