country,year,section_code,section_name_en,program_code,program_description,line_description,amount_local,currency,rd_category,pillar,decision,confidence,source_file,page_number
Denmark,1975,§9,Ministry for Greenland,62.02,"Til fritidsundervisning, L 143 1972","62.02 Til fritidsundervisning, L 143 1972",2200000,DKK,possible_rd,Ambiguous,review,0.7,1975 19742_L1_som_vedtaget.pdf,33
Denmark,1980,§20,Ministry of Education,51.08,"Lokaler til fritidsundervisning for voksne, LB 383 1975 § 69","51.08 Lokaler til fritidsundervisning for voksne, LB 383 1975 § 69",2200000,DKK,possible_rd,Ambiguous,review,0.7,1980 19792_L1_som_vedtaget.pdf,99
Denmark,1978,§27,Ministry of the Environment,2.08,Miljøstyrelsens havforureningslaboratorium,2.08 Miljøstyrelsens havforureningslaboratorium,2041800,DKK,possible_rd,Ambiguous,review,0.8,1978 19771_L101_som_vedtaget.pdf,138
Denmark,1975,§20,Ministry of Education,63.01,Folkeskolens forsøgsråd 63.02. Undervisning på astmahjem,63.01 Folkeskolens forsøgsråd 63.02. Undervisning på astmahjem,2000000,DKK,possible_rd,Ambiguous,review,0.7,1975 19742_L1_som_vedtaget.pdf,113
Denmark,1976,§20,Ministry of Education,53.01,Folkeskolens forsøgsråd 53.02. Undervisning på astmahjem,53.01 Folkeskolens forsøgsråd 53.02. Undervisning på astmahjem,2000000,DKK,possible_rd,Ambiguous,review,0.7,1976 19751_L100_som_vedtaget.pdf,111
Denmark,1978,§17,Ministry of Trade,51.01,Danmarks tilskud til den internationale Atomenergi-,51.01 Danmarks tilskud til den internationale Atomenergi-,2000000,DKK,possible_rd,Ambiguous,review,0.85,1978 19771_L101_som_vedtaget.pdf,83
Denmark,1979,§17,Ministry of Trade,20.04,Undervisning vedrørende søfarten,20.04 Undervisning vedrørende søfarten,2000000,DKK,possible_rd,Ambiguous,review,0.7,1979 9781_L1_som_vedtaget.pdf,85
Denmark,1979,§20,Ministry of Education,51.08,"Lokaler til fritidsundervisning for voksne, LB 383 1975 § 69","51.08 Lokaler til fritidsundervisning for voksne, LB 383 1975 § 69",2000000,DKK,possible_rd,Ambiguous,review,0.7,1979 9781_L1_som_vedtaget.pdf,99
Denmark,1977,§17,Ministry of Trade,51.01,Danmarks tilskud til Den internationale Atomenergiorgani-,51.01 Danmarks tilskud til Den internationale Atomenergiorgani-,1900000,DKK,possible_rd,Ambiguous,review,0.8,1977 19762_L1_som_vedtaget.pdf,90
Denmark,1984,§20,Ministry of Education,03.88,Undervisning af svært handicappede elever,03.88 Undervisning af svært handicappede elever,1900000,DKK,possible_rd,Ambiguous,review,0.8,1984 19832_L1_som_vedtaget.pdf,122
Denmark,1984,§20,Ministry of Education,04.11,Fritidsundervisning m.v,04.11 Fritidsundervisning m.v,1900000,DKK,possible_rd,Ambiguous,review,0.8,1984 19832_L1_som_vedtaget.pdf,123
Denmark,1980,§10,Ministry of Foreign Affairs,53.27,Bidrag til dansk undervisning i islandsk radio og TV . . . . . . .  l,53.27 Bidrag til dansk undervisning i islandsk radio og TV . . . . . . .  l,1800000,DKK,possible_rd,Ambiguous,review,0.7,1980 19792_L1_som_vedtaget.pdf,35
Denmark,1981,§13,Ministry of Interior,52.04,"Kursus i samfundsmedicin (embedslægekursus), L 381 1973","52.04 Kursus i samfundsmedicin (embedslægekursus), L 381 1973",1800000,DKK,possible_rd,Ambiguous,review,0.8,1981 19801_L1_som_vedtaget.pdf,63
Denmark,1976,§17,Ministry of Trade,51.01,Danmarks tilskud til Den internationale Atomenergiorgani-,51.01 Danmarks tilskud til Den internationale Atomenergiorgani-,1700000,DKK,possible_rd,Ambiguous,review,0.85,1976 19751_L100_som_vedtaget.pdf,93
Denmark,1984,§11,Ministry of Agriculture,70.05,Statens veterinære Serumlaboratorium,70.05 Statens veterinære Serumlaboratorium,1700000,DKK,possible_rd,Ambiguous,review,0.7,1984 19832_L1_som_vedtaget.pdf,55
Denmark,1984,§17,Ministry of Trade,53.06,"Det europæiske løfteraketprojekt, Arianeprogrammet","53.06 Det europæiske løfteraketprojekt, Arianeprogrammet",1700000,DKK,possible_rd,Ambiguous,review,0.7,1984 19832_L1_som_vedtaget.pdf,100
Denmark,1982,§20,Ministry of Education,04.11,Fritidsundervisning m.v,04.11 Fritidsundervisning m.v,1552700,DKK,possible_rd,Ambiguous,review,0.8,1982 19812_L1_som_vedtaget.pdf,99
Denmark,1978,§20,Ministry of Education,53.01,Tilskud til dækning af undervisningsafgifter :홢,53.01 Tilskud til dækning af undervisningsafgifter :홢,1500000,DKK,possible_rd,Ambiguous,review,0.7,1978 19771_L101_som_vedtaget.pdf,95
Denmark,1981,§20,Ministry of Education,03.88,Undervisning af svært handicappede elever,03.88 Undervisning af svært handicappede elever,1470000,DKK,possible_rd,Ambiguous,review,0.8,1981 19801_L1_som_vedtaget.pdf,105
Denmark,1981,§20,Ministry of Education,04.11,Fritidsundervisning m.v,04.11 Fritidsundervisning m.v,1470000,DKK,possible_rd,Ambiguous,review,0.8,1981 19801_L1_som_vedtaget.pdf,106
Denmark,1983,§12,Ministry of Fisheries,53.04,Det internationale havundersøgelsesråd 53.10. Færøernes fiskerilaboratorium,53.04 Det internationale havundersøgelsesråd 53.10. Færøernes fiskerilaboratorium,1315000,DKK,possible_rd,Ambiguous,review,0.75,1983 19821_L1_som_vedtaget.pdf,49
Denmark,1983,§20,Ministry of Education,53.01,"Det europæiske Universitetsinstitut, Firenze -02.21. De Forenede Nationers Organisation for Undervisning, Videnskab og","53.01 Det europæiske Universitetsinstitut, Firenze -02.21. De Forenede Nationers Organisation for Undervisning, Videnskab og",1307700,DKK,possible_rd,Ambiguous,review,0.8,1983 19821_L1_som_vedtaget.pdf,99
Denmark,1982,§12,Ministry of Fisheries,53.04,Det internationale havundersøgelsesråd 53.10. Færøernes fiskerilaboratorium,53.04 Det internationale havundersøgelsesråd 53.10. Færøernes fiskerilaboratorium,1239200,DKK,possible_rd,Ambiguous,review,0.75,1982 19812_L1_som_vedtaget.pdf,49
Denmark,1977,§20,Ministry of Education,53.03,Landsudvalget for skoleidræt 4. Ungdomsundervisning og folkeoplysende arbejde.,53.03 Landsudvalget for skoleidræt 4. Ungdomsundervisning og folkeoplysende arbejde.,1200000,DKK,possible_rd,Ambiguous,review,0.8,1977 19762_L1_som_vedtaget.pdf,107
Denmark,1977,§20,Ministry of Education,4.11,Fritidsundervisning m. v,4.11 Fritidsundervisning m. v,1200000,DKK,possible_rd,Ambiguous,review,0.8,1977 19762_L1_som_vedtaget.pdf,107
Denmark,1983,§20,Ministry of Education,53.39,Udslusningsforanstaltninger m.v 53.40. Udvikling m.v. af KVUuddannelser,53.39 Udslusningsforanstaltninger m.v 53.40. Udvikling m.v. af KVUuddannelser,1200000,DKK,possible_rd,Ambiguous,review,0.7,1983 19821_L1_som_vedtaget.pdf,98
Denmark,1982,§20,Ministry of Education,02.21,"De Forenede Nationers Organisation for Undervisning, Videnskab og","02.21 De Forenede Nationers Organisation for Undervisning, Videnskab og",1178200,DKK,possible_rd,Ambiguous,review,0.8,1982 19812_L1_som_vedtaget.pdf,97
Denmark,1980,§20,Ministry of Education,53.02,"Historisk-Arkæologisk forsøgscenter, Lejre 04. Ungdomsundervisning og folkeoplysende arbejde","53.02 Historisk-Arkæologisk forsøgscenter, Lejre 04. Ungdomsundervisning og folkeoplysende arbejde",1135000,DKK,possible_rd,Ambiguous,review,0.8,1980 19792_L1_som_vedtaget.pdf,98
Denmark,1980,§20,Ministry of Education,04.11,Fritidsundervisning m.v,04.11 Fritidsundervisning m.v,1135000,DKK,possible_rd,Ambiguous,review,0.8,1980 19792_L1_som_vedtaget.pdf,99
Denmark,1975,§20,Ministry of Education,4.01,Fritidsundervisning m.v,4.01 Fritidsundervisning m.v,1100000,DKK,possible_rd,Ambiguous,review,0.8,1975 19742_L1_som_vedtaget.pdf,116
Denmark,1976,§17,Ministry of Trade,53.08,"Dansk Management Center 53.09 Det europæiske løfteraketprojekt, Ariane-programmet","53.08 Dansk Management Center 53.09 Det europæiske løfteraketprojekt, Ariane-programmet",1100000,DKK,possible_rd,Ambiguous,review,0.7,1976 19751_L100_som_vedtaget.pdf,92
Denmark,1976,§20,Ministry of Education,53.02,"Historisk-arkæologisk forsøgscenter, Lejre 4. Ungdomsundervisning og folkeoplysende arbejde.","53.02 Historisk-arkæologisk forsøgscenter, Lejre 4. Ungdomsundervisning og folkeoplysende arbejde.",1100000,DKK,possible_rd,Ambiguous,review,0.8,1976 19751_L100_som_vedtaget.pdf,112
Denmark,1976,§20,Ministry of Education,4.11,Fritidsundervisning m. v,4.11 Fritidsundervisning m. v,1100000,DKK,possible_rd,Ambiguous,review,0.8,1976 19751_L100_som_vedtaget.pdf,113
Denmark,1978,§17,Ministry of Trade,53.05,"Dansk Management Center 53.06. Det europæiske løfteraketprojekt, Arianeprogrammet....","53.05 Dansk Management Center 53.06. Det europæiske løfteraketprojekt, Arianeprogrammet....",1100000,DKK,possible_rd,Ambiguous,review,0.7,1978 19771_L101_som_vedtaget.pdf,79
Denmark,1979,§17,Ministry of Trade,53.05,"Dansk Management Center 53.06. Det europæiske løfteraketprojekt, Arianeprogrammet","53.05 Dansk Management Center 53.06. Det europæiske løfteraketprojekt, Arianeprogrammet",1100000,DKK,possible_rd,Ambiguous,review,0.7,1979 9781_L1_som_vedtaget.pdf,80
Denmark,1980,§20,Ministry of Education,70.06,Landscentralen for undervisningsmidler Ejendomserhvervelser m.v.,70.06 Landscentralen for undervisningsmidler Ejendomserhvervelser m.v.,1100000,DKK,possible_rd,Ambiguous,review,0.7,1980 19792_L1_som_vedtaget.pdf,113
Denmark,1980,§20,Ministry of Education,02.21,"De Forenede Nationers Organisation for Undervisning, Videnskab og","02.21 De Forenede Nationers Organisation for Undervisning, Videnskab og",1096500,DKK,possible_rd,Ambiguous,review,0.8,1980 19792_L1_som_vedtaget.pdf,97
Denmark,1984,§20,Ministry of Education,51.08,"Lokaler til fritidsundervisning for voksne, LB 316 1'980 § 69","51.08 Lokaler til fritidsundervisning for voksne, LB 316 1'980 § 69",1050000,DKK,possible_rd,Ambiguous,review,0.7,1984 19832_L1_som_vedtaget.pdf,123
Denmark,1984,§17,Ministry of Trade,53.06,"Det europæiske løfteraketprojekt, Arianeprogrammet","53.06 Det europæiske løfteraketprojekt, Arianeprogrammet",1022000,DKK,possible_rd,Ambiguous,review,0.7,1984 19832_L1_som_vedtaget.pdf,100
Denmark,1981,§20,Ministry of Education,02.21,"De Forenede Nationers Organisation for Undervisning, Videnskab og","02.21 De Forenede Nationers Organisation for Undervisning, Videnskab og",1009600,DKK,possible_rd,Ambiguous,review,0.8,1981 19801_L1_som_vedtaget.pdf,104
Denmark,1975,§20,Ministry of Education,63.01,Fripladstilskud til elever i den undervisningspligtige alder,63.01 Fripladstilskud til elever i den undervisningspligtige alder,1000000,DKK,possible_rd,Ambiguous,review,0.7,1975 19742_L1_som_vedtaget.pdf,114
Denmark,1976,§20,Ministry of Education,53.01,Fripladstilskud til elever i den undervisningspligtige alder,53.01 Fripladstilskud til elever i den undervisningspligtige alder,1000000,DKK,possible_rd,Ambiguous,review,0.7,1976 19751_L100_som_vedtaget.pdf,112
Denmark,1977,§20,Ministry of Education,53.01,Fripladstilskud til elever i den undervisningspligtige alder,53.01 Fripladstilskud til elever i den undervisningspligtige alder,1000000,DKK,possible_rd,Ambiguous,review,0.7,1977 19762_L1_som_vedtaget.pdf,107
Denmark,1978,§20,Ministry of Education,52.01,"Til fripladser for elever i den undervisningspligtige alder,","52.01 Til fripladser for elever i den undervisningspligtige alder,",1000000,DKK,possible_rd,Ambiguous,review,0.7,1978 19771_L101_som_vedtaget.pdf,96
Denmark,1980,§17,Ministry of Trade,53.05,"Dansk Management Center 53.06. Det europæiske løfteraketprojekt, Arianeprogrammet . . , . . . .","53.05 Dansk Management Center 53.06. Det europæiske løfteraketprojekt, Arianeprogrammet . . , . . . .",1000000,DKK,possible_rd,Ambiguous,review,0.7,1980 19792_L1_som_vedtaget.pdf,80
Denmark,1983,§11,Ministry of Agriculture,70.05,Statens veterinære Serumlaboratorium 70.06. Bygningsvedligeholdelsesarbejder.........................,70.05 Statens veterinære Serumlaboratorium 70.06. Bygningsvedligeholdelsesarbejder.........................,1000000,DKK,possible_rd,Ambiguous,review,0.75,1983 19821_L1_som_vedtaget.pdf,46
Denmark,1983,§17,Ministry of Trade,70.01,Telefoncentral til direktoratet for patent- og varemærkevæse-,70.01 Telefoncentral til direktoratet for patent- og varemærkevæse-,1000000,DKK,possible_rd,Innovation,review,0.7,1983 19821_L1_som_vedtaget.pdf,87
Denmark,1976,§27,Ministry of the Environment,2.08,Miljøstyrelsens havforureningslaboratorium,2.08 Miljøstyrelsens havforureningslaboratorium,996000,DKK,possible_rd,Ambiguous,review,0.8,1976 19751_L100_som_vedtaget.pdf,160
Denmark,1979,§20,Ministry of Education,53.02,"Historisk-Arkæologisk forsøgscenter, Lejre 04. Ungdomsundervisning og folkeoplysende arbejde","53.02 Historisk-Arkæologisk forsøgscenter, Lejre 04. Ungdomsundervisning og folkeoplysende arbejde",970000,DKK,possible_rd,Ambiguous,review,0.8,1979 9781_L1_som_vedtaget.pdf,98
Denmark,1979,§20,Ministry of Education,04.11,Fritidsundervisning m.v,04.11 Fritidsundervisning m.v,970000,DKK,possible_rd,Ambiguous,review,0.8,1979 9781_L1_som_vedtaget.pdf,99
Denmark,1979,§20,Ministry of Education,53.03,Til dækning af undervisningsafgifter 05.12. Statens studenterkursus,53.03 Til dækning af undervisningsafgifter 05.12. Statens studenterkursus,948000,DKK,possible_rd,Ambiguous,review,0.7,1979 9781_L1_som_vedtaget.pdf,100
Denmark,1983,§18,Ministry of Justice,53.02,"Politiets Idrætsforeninger "" 53.04. Sprogundervisning og studierejser","53.02 Politiets Idrætsforeninger "" 53.04. Sprogundervisning og studierejser",890000,DKK,possible_rd,Ambiguous,review,0.7,1983 19821_L1_som_vedtaget.pdf,91
Denmark,1979,§20,Ministry of Education,02.21,"De Forenede Nationers Organisation for Undervisning, Videnskab og","02.21 De Forenede Nationers Organisation for Undervisning, Videnskab og",888900,DKK,possible_rd,Ambiguous,review,0.8,1979 9781_L1_som_vedtaget.pdf,96
Denmark,1984,§20,Ministry of Education,53.02,Andre tilskud til nordisk samarbejde om undervisning og,53.02 Andre tilskud til nordisk samarbejde om undervisning og,864000,DKK,possible_rd,Ambiguous,review,0.65,1984 19832_L1_som_vedtaget.pdf,120
Denmark,1976,§20,Ministry of Education,2.21,"De Forenede Nationers Organisation for Undervisning, Videnskab og","2.21 De Forenede Nationers Organisation for Undervisning, Videnskab og",848000,DKK,possible_rd,Ambiguous,review,0.8,1976 19751_L100_som_vedtaget.pdf,110
Denmark,1976,§14,Ministry of Housing,70.02,Instrumenter og udstyr til SBIs laboratorium,70.02 Instrumenter og udstyr til SBIs laboratorium,800000,DKK,possible_rd,Ambiguous,review,0.75,1976 19751_L100_som_vedtaget.pdf,66
Denmark,1977,§14,Ministry of Housing,70.02,Instrumenter og udstyr til SBI's laboratorium,70.02 Instrumenter og udstyr til SBI's laboratorium,800000,DKK,possible_rd,Ambiguous,review,0.75,1977 19762_L1_som_vedtaget.pdf,65
Denmark,1979,§14,Ministry of Housing,70.02,Instrumenter og udstyr til SBI's laboratorium,70.02 Instrumenter og udstyr til SBI's laboratorium,800000,DKK,possible_rd,Ambiguous,review,0.75,1979 9781_L1_som_vedtaget.pdf,61
Denmark,1981,§17,Ministry of Trade,53.05,"Dansk Management Center 53.06. Det europæiske løfteraketprojekt, Arianeprogrammet","53.05 Dansk Management Center 53.06. Det europæiske løfteraketprojekt, Arianeprogrammet",800000,DKK,possible_rd,Ambiguous,review,0.7,1981 19801_L1_som_vedtaget.pdf,88
Denmark,1982,§20,Ministry of Education,53.02,Andre tilskud til nordisk samarbejde om undervisning og,53.02 Andre tilskud til nordisk samarbejde om undervisning og,776500,DKK,possible_rd,Ambiguous,review,0.65,1982 19812_L1_som_vedtaget.pdf,96
Denmark,1983,§20,Ministry of Education,53.02,Andre tilskud til nordisk samarbejde om undervisning og,53.02 Andre tilskud til nordisk samarbejde om undervisning og,775000,DKK,possible_rd,Ambiguous,review,0.65,1983 19821_L1_som_vedtaget.pdf,99
Denmark,1977,§20,Ministry of Education,2.21,"De Forenede Nationers Organisation for Undervisning, Videnskab og","2.21 De Forenede Nationers Organisation for Undervisning, Videnskab og",761000,DKK,possible_rd,Ambiguous,review,0.8,1977 19762_L1_som_vedtaget.pdf,105
Denmark,1982,§14,Ministry of Housing,70.02,Instrumenter og udstyr til SBI's laboratorium,70.02 Instrumenter og udstyr til SBI's laboratorium,740000,DKK,possible_rd,Ambiguous,review,0.75,1982 19812_L1_som_vedtaget.pdf,61
Denmark,1982,§20,Ministry of Education,53.04,2 seniorstipendier 53.05. Vikarudgifter for lærere der underviser svært handicappede,53.04 2 seniorstipendier 53.05. Vikarudgifter for lærere der underviser svært handicappede,730000,DKK,possible_rd,Ambiguous,review,0.7,1982 19812_L1_som_vedtaget.pdf,109
Denmark,1981,§14,Ministry of Housing,70.02,Instrumenter og udstyr til SBI's laboratorium,70.02 Instrumenter og udstyr til SBI's laboratorium,725000,DKK,possible_rd,Ambiguous,review,0.75,1981 19801_L1_som_vedtaget.pdf,71
Denmark,1983,§20,Ministry of Education,53.04,4 seniorstipendier 53.05. Vikarudgifter for lærere der underviser svært handicappede,53.04 4 seniorstipendier 53.05. Vikarudgifter for lærere der underviser svært handicappede,723500,DKK,possible_rd,Ambiguous,review,0.7,1983 19821_L1_som_vedtaget.pdf,112
Denmark,1983,§20,Ministry of Education,53.15,"Historisk-arkæoligisk forsøgscenter, Lejre 53.16. Dansk folkeoplysnings Samråd","53.15 Historisk-arkæoligisk forsøgscenter, Lejre 53.16. Dansk folkeoplysnings Samråd",718100,DKK,possible_rd,Ambiguous,review,0.7,1983 19821_L1_som_vedtaget.pdf,102
Denmark,1980,§20,Ministry of Education,08.06,Forsøgsorganisationen for koordinering og samarbejde om videregåen-,08.06 Forsøgsorganisationen for koordinering og samarbejde om videregåen-,713500,DKK,possible_rd,Ambiguous,review,0.8,1980 19792_L1_som_vedtaget.pdf,106
Denmark,1980,§20,Ministry of Education,53.02,Andre tilskud til nordisk samarbejde om undervisning og,53.02 Andre tilskud til nordisk samarbejde om undervisning og,712700,DKK,possible_rd,Ambiguous,review,0.65,1980 19792_L1_som_vedtaget.pdf,96
Denmark,1976,§20,Ministry of Education,53.04,"Pædagogisk information og instruktion 53.05. Sygehusundervisning af grønlandske børn, LB 272 1972, L 313","53.04 Pædagogisk information og instruktion 53.05. Sygehusundervisning af grønlandske børn, LB 272 1972, L 313",700000,DKK,possible_rd,Ambiguous,review,0.7,1976 19751_L100_som_vedtaget.pdf,111
Denmark,1983,§14,Ministry of Housing,70.02,Instrumenter og udstyr til SBIs laboratorium,70.02 Instrumenter og udstyr til SBIs laboratorium,700000,DKK,possible_rd,Ambiguous,review,0.75,1983 19821_L1_som_vedtaget.pdf,63
Denmark,1980,§14,Ministry of Housing,70.02,Instrumenter og udstyr til SBI's laboratorium,70.02 Instrumenter og udstyr til SBI's laboratorium,699200,DKK,possible_rd,Ambiguous,review,0.75,1980 19792_L1_som_vedtaget.pdf,62
Denmark,1984,§24,Ministry of Taxation,30.05,Undervisningsministeriets fond (andre ungdomsformål),30.05 Undervisningsministeriets fond (andre ungdomsformål),686000,DKK,possible_rd,Ambiguous,review,0.8,1984 19832_L1_som_vedtaget.pdf,171
Denmark,1978,§20,Ministry of Education,2.21,"De Forenede Nationers Organisation for undervisning, videnskab og","2.21 De Forenede Nationers Organisation for undervisning, videnskab og",680600,DKK,possible_rd,Ambiguous,review,0.8,1978 19771_L101_som_vedtaget.pdf,94
Denmark,1981,§20,Ministry of Education,53.02,Andre tilskud til nordisk samarbejde om undervisning og,53.02 Andre tilskud til nordisk samarbejde om undervisning og,677100,DKK,possible_rd,Ambiguous,review,0.65,1981 19801_L1_som_vedtaget.pdf,103
Denmark,1978,§14,Ministry of Housing,70.02,Instrumenter og udstyr til SBIs laboratorium,70.02 Instrumenter og udstyr til SBIs laboratorium,675000,DKK,possible_rd,Ambiguous,review,0.75,1978 19771_L101_som_vedtaget.pdf,62
Denmark,1980,§20,Ministry of Education,53.03,Ekskursioner for studerende 08.06. Forsøgsorganisationen for koordinering og samarbejde om videregåen-,53.03 Ekskursioner for studerende 08.06. Forsøgsorganisationen for koordinering og samarbejde om videregåen-,650000,DKK,possible_rd,Ambiguous,review,0.7,1980 19792_L1_som_vedtaget.pdf,106
Denmark,1982,§20,Ministry of Education,53.06,"Historisk-arkæologisk forsøgscenter, Lejre 53.07. Dansk folkeoplysnings samråd","53.06 Historisk-arkæologisk forsøgscenter, Lejre 53.07. Dansk folkeoplysnings samråd",642600,DKK,possible_rd,Ambiguous,review,0.7,1982 19812_L1_som_vedtaget.pdf,100
Denmark,1975,§20,Ministry of Education,1.18,"De Forenede Nationers Organisation for Undervisning, Videnskab og","1.18 De Forenede Nationers Organisation for Undervisning, Videnskab og",626600,DKK,possible_rd,Ambiguous,review,0.8,1975 19742_L1_som_vedtaget.pdf,112
Denmark,1978,§20,Ministry of Education,4.11,Fritidsundervisning m. v,4.11 Fritidsundervisning m. v,600000,DKK,possible_rd,Ambiguous,review,0.8,1978 19771_L101_som_vedtaget.pdf,97
Denmark,1979,§4.02,Studielån (State uddannelsesstøtte),12.80,Undervisningsministeriet,12.80 Undervisningsministeriet,600000,DKK,possible_rd,Ambiguous,review,0.7,1979 9781_L1_som_vedtaget.pdf,150
Denmark,1980,§4.02,Studielån (State uddannelsesstøtte),12.80,Undervisningsministeriet,12.80 Undervisningsministeriet,600000,DKK,possible_rd,Ambiguous,review,0.7,1980 19792_L1_som_vedtaget.pdf,155
Denmark,1981,§20,Ministry of Education,53.06,"Historisk-arkæologisk forsøgscenter, Lejre 53.07. Dansk folkeoplysnings samråd","53.06 Historisk-arkæologisk forsøgscenter, Lejre 53.07. Dansk folkeoplysnings samråd",593100,DKK,possible_rd,Ambiguous,review,0.7,1981 19801_L1_som_vedtaget.pdf,107
Denmark,1981,§24,Ministry of Taxation,30.05,Undervisningsministeriets fond (andre ungdomsformål),30.05 Undervisningsministeriets fond (andre ungdomsformål),591000,DKK,possible_rd,Ambiguous,review,0.8,1981 19801_L1_som_vedtaget.pdf,143
Denmark,1982,§18,Ministry of Justice,53.02,Politiets Idrætsforeninger 53.04. Sprogundervisning og studierejser ...,53.02 Politiets Idrætsforeninger 53.04. Sprogundervisning og studierejser ...,590000,DKK,possible_rd,Ambiguous,review,0.7,1982 19812_L1_som_vedtaget.pdf,89
Denmark,1982,§17,Ministry of Trade,53.05,"Dansk Management Center 53.06. Det europæiske løfteraketprojekt, Arianeprogrammet","53.05 Dansk Management Center 53.06. Det europæiske løfteraketprojekt, Arianeprogrammet",585000,DKK,possible_rd,Ambiguous,review,0.7,1982 19812_L1_som_vedtaget.pdf,80
Denmark,1976,§12,Ministry of Fisheries,2.02,Fiskeriministeriets forsøgslaboratorium,2.02 Fiskeriministeriets forsøgslaboratorium,582300,DKK,possible_rd,Ambiguous,review,0.7,1976 19751_L100_som_vedtaget.pdf,54
Denmark,1981,§20,Ministry of Education,53.03,Ekskursioner for studerende 08.06. Forsøgsorganisationen for koordinering og samarbejde om videregåen-,53.03 Ekskursioner for studerende 08.06. Forsøgsorganisationen for koordinering og samarbejde om videregåen-,570000,DKK,possible_rd,Ambiguous,review,0.7,1981 19801_L1_som_vedtaget.pdf,114
Denmark,1980,§20,Ministry of Education,53.02,"Historisk-Arkæologisk forsøgscenter, Lejre 04. Ungdomsundervisning og folkeoplysende arbejde","53.02 Historisk-Arkæologisk forsøgscenter, Lejre 04. Ungdomsundervisning og folkeoplysende arbejde",552000,DKK,possible_rd,Ambiguous,review,0.7,1980 19792_L1_som_vedtaget.pdf,98
Denmark,1975,§20,Ministry of Education,63.04,"Pædagogisk information og instruktion 63.05. Sygehusundervisning af grønlandske børn, LB 272 1972 ..","63.04 Pædagogisk information og instruktion 63.05. Sygehusundervisning af grønlandske børn, LB 272 1972 ..",550000,DKK,possible_rd,Ambiguous,review,0.7,1975 19742_L1_som_vedtaget.pdf,113
Denmark,1977,§4.60,Studielån (State uddannelsesstøtte),12.80,Undervisningsministeriet,12.80 Undervisningsministeriet,550000,DKK,possible_rd,Ambiguous,review,0.7,1977 19762_L1_som_vedtaget.pdf,172
Denmark,1984,§24,Ministry of Taxation,30.05,Undervisningsministeriets fond (andre ungdomsformål),30.05 Undervisningsministeriets fond (andre ungdomsformål),546000,DKK,possible_rd,Ambiguous,review,0.8,1984 19832_L1_som_vedtaget.pdf,171
Denmark,1979,§20,Ministry of Education,53.02,"Historisk-Arkæologisk forsøgscenter, Lejre 04. Ungdomsundervisning og folkeoplysende arbejde","53.02 Historisk-Arkæologisk forsøgscenter, Lejre 04. Ungdomsundervisning og folkeoplysende arbejde",525000,DKK,possible_rd,Ambiguous,review,0.7,1979 9781_L1_som_vedtaget.pdf,98
Denmark,1975,§27,Ministry of the Environment,2.08,Miljøstyrelsens havforureningslaboratorium,2.08 Miljøstyrelsens havforureningslaboratorium,513700,DKK,possible_rd,Ambiguous,review,0.8,1975 19742_L1_som_vedtaget.pdf,163
Denmark,1976,§18,Ministry of Justice,53.02,Politiets idrætsforening 53.04. Sprogundervisning og studierejser,53.02 Politiets idrætsforening 53.04. Sprogundervisning og studierejser,510000,DKK,possible_rd,Ambiguous,review,0.7,1976 19751_L100_som_vedtaget.pdf,102
Denmark,1977,§18,Ministry of Justice,53.02,"Politiets idrætsforening 53.04. Sprogundervisning og studierejser,","53.02 Politiets idrætsforening 53.04. Sprogundervisning og studierejser,",510000,DKK,possible_rd,Ambiguous,review,0.7,1977 19762_L1_som_vedtaget.pdf,97
Denmark,1979,§18,Ministry of Justice,53.02,Politiets Idrætsforeninger 53.04. Sprogundervisning og studierejser,53.02 Politiets Idrætsforeninger 53.04. Sprogundervisning og studierejser,510000,DKK,possible_rd,Ambiguous,review,0.7,1979 9781_L1_som_vedtaget.pdf,89
Denmark,1980,§18,Ministry of Justice,53.02,Politiets Idrætsforeninger 53.04. Sprogundervisning og studierejser,53.02 Politiets Idrætsforeninger 53.04. Sprogundervisning og studierejser,510000,DKK,possible_rd,Ambiguous,review,0.7,1980 19792_L1_som_vedtaget.pdf,89
Denmark,1981,§18,Ministry of Justice,53.02,Politiets Idrætsforeninger 53.04. Sprogundervisning og studierejser,53.02 Politiets Idrætsforeninger 53.04. Sprogundervisning og studierejser,510000,DKK,possible_rd,Ambiguous,review,0.7,1981 19801_L1_som_vedtaget.pdf,96
Denmark,1983,§17,Ministry of Trade,53.06,"Det europæiske løfteraketprojekt, Arianeprogrammet 53.09. Medlemsbidrag til internationale organisationer","53.06 Det europæiske løfteraketprojekt, Arianeprogrammet 53.09. Medlemsbidrag til internationale organisationer",500000,DKK,possible_rd,Ambiguous,review,0.7,1983 19821_L1_som_vedtaget.pdf,82
Denmark,1981,§24,Ministry of Taxation,30.05,Undervisningsministeriets fond (andre ungdomsformål),30.05 Undervisningsministeriets fond (andre ungdomsformål),470000,DKK,possible_rd,Ambiguous,review,0.8,1981 19801_L1_som_vedtaget.pdf,143
Denmark,1983,§12,Ministry of Fisheries,53.10,Færøernes fiskerilaboratorium 53.12. Fangst og udsætning af fiskeyngel m.v,53.10 Færøernes fiskerilaboratorium 53.12. Fangst og udsætning af fiskeyngel m.v,470000,DKK,possible_rd,Ambiguous,review,0.75,1983 19821_L1_som_vedtaget.pdf,49
Denmark,1980,§24,Ministry of Taxation,30.05,Undervisningsministeriets fond (andre ungdomsformål),30.05 Undervisningsministeriets fond (andre ungdomsformål),466000,DKK,possible_rd,Ambiguous,review,0.8,1980 19792_L1_som_vedtaget.pdf,135
