country,year,section_code,section_name_en,program_code,program_description,line_description,amount_local,currency,rd_category,pillar,decision,confidence,source_file,page_number
Denmark,1975,§20,Ministry of Education,70.30,Forskningscentret ved Hørsholm 70.35. Atomenergikommissionen,70.30 Forskningscentret ved Hørsholm 70.35. Atomenergikommissionen,3000000,DKK,direct_rd,Direct R&D,review,0.99,1975 19742_L1_som_vedtaget.pdf,126
Denmark,1978,§20,Ministry of Education,53.21,OECD's center for uddannelsesforskning og udvikling,53.21 OECD's center for uddannelsesforskning og udvikling,88000,DKK,direct_rd,Direct R&D,include,0.99,1978 19771_L101_som_vedtaget.pdf,95
Denmark,1979,§20,Ministry of Education,53.21,O.E.C.D.'s center for uddannelsesforskning og udvikling,53.21 O.E.C.D.'s center for uddannelsesforskning og udvikling,88000,DKK,direct_rd,Direct R&D,include,0.99,1979 9781_L1_som_vedtaget.pdf,97
Denmark,1977,§20,Ministry of Education,53.21,O.E.C.D.'s center for uddannelsesforskning og udvikling,53.21 O.E.C.D.'s center for uddannelsesforskning og udvikling,83000,DKK,direct_rd,Direct R&D,include,0.99,1977 19762_L1_som_vedtaget.pdf,106
Denmark,1984,§20,Ministry of Education,52.02,"Psykiatrisk grundforskning, Set. Hans Hospital, L 328 1975 §","52.02 Psykiatrisk grundforskning, Set. Hans Hospital, L 328 1975 §",779460000,DKK,direct_rd,Direct R&D,include,0.99,1984 19832_L1_som_vedtaget.pdf,141
Denmark,1984,§20,Ministry of Education,52.02,"Psykiatrisk grundforskning, Set. Hans Hospital, L 328 1975 §","52.02 Psykiatrisk grundforskning, Set. Hans Hospital, L 328 1975 §",70900000,DKK,direct_rd,Direct R&D,include,0.99,1984 19832_L1_som_vedtaget.pdf,141
Denmark,1984,§20,Ministry of Education,09.89,Forskellige tilskud,09.89 Forskellige tilskud,16894700,DKK,direct_rd,Direct R&D,review,0.99,1984 19832_L1_som_vedtaget.pdf,140
Denmark,1984,§20,Ministry of Education,52.01,"Psykiatrisk grundforskning, Psykiatrisk Hospital, Århus, L","52.01 Psykiatrisk grundforskning, Psykiatrisk Hospital, Århus, L",12375300,DKK,direct_rd,Direct R&D,review,0.99,1984 19832_L1_som_vedtaget.pdf,140
Denmark,1983,§20,Ministry of Education,09.89,Forskellige tilskud,09.89 Forskellige tilskud,11914900,DKK,direct_rd,Direct R&D,review,0.99,1983 19821_L1_som_vedtaget.pdf,115
Denmark,1983,§20,Ministry of Education,52.01,"Psykiatrisk grundforskning. L 328 1975, § 6","52.01 Psykiatrisk grundforskning. L 328 1975, § 6",11239000,DKK,direct_rd,Direct R&D,include,0.99,1983 19821_L1_som_vedtaget.pdf,115
Denmark,1982,§20,Ministry of Education,09.89,Forskellige tilskud,09.89 Forskellige tilskud,10589200,DKK,direct_rd,Direct R&D,review,0.99,1982 19812_L1_som_vedtaget.pdf,112
Denmark,1981,§20,Ministry of Education,09.89,Forskellige tilskud,09.89 Forskellige tilskud,10110200,DKK,direct_rd,Direct R&D,review,0.99,1981 19801_L1_som_vedtaget.pdf,119
Denmark,1982,§20,Ministry of Education,52.01,"Psykiatrisk grundforskning. L 328 1975, § 6","52.01 Psykiatrisk grundforskning. L 328 1975, § 6",10041500,DKK,direct_rd,Direct R&D,include,0.99,1982 19812_L1_som_vedtaget.pdf,112
Denmark,1984,§20,Ministry of Education,52.02,"Psykiatrisk grundforskning, Set. Hans Hospital, L 328 1975 §","52.02 Psykiatrisk grundforskning, Set. Hans Hospital, L 328 1975 §",9792000,DKK,direct_rd,Direct R&D,include,0.99,1984 19832_L1_som_vedtaget.pdf,141
Denmark,1981,§20,Ministry of Education,52.01,"Psykiatrisk grundforskning. L 328 1975, § 6","52.01 Psykiatrisk grundforskning. L 328 1975, § 6",9510200,DKK,direct_rd,Direct R&D,include,0.99,1981 19801_L1_som_vedtaget.pdf,119
Denmark,1980,§20,Ministry of Education,09.89,Forskellige tilskud,09.89 Forskellige tilskud,9140100,DKK,direct_rd,Direct R&D,review,0.99,1980 19792_L1_som_vedtaget.pdf,112
Denmark,1980,§20,Ministry of Education,52.01,"Psykiatrisk grundforskning. L 328 1975, § 6","52.01 Psykiatrisk grundforskning. L 328 1975, § 6",8807300,DKK,direct_rd,Direct R&D,include,0.99,1980 19792_L1_som_vedtaget.pdf,112
Denmark,1979,§20,Ministry of Education,09.89,Forskellige tilskud,09.89 Forskellige tilskud,8631000,DKK,direct_rd,Direct R&D,review,0.99,1979 9781_L1_som_vedtaget.pdf,110
Denmark,1979,§20,Ministry of Education,52.01,"Psykiatrisk grundforskning. L 328 1975, § 6","52.01 Psykiatrisk grundforskning. L 328 1975, § 6",8238000,DKK,direct_rd,Direct R&D,include,0.99,1979 9781_L1_som_vedtaget.pdf,110
Denmark,1977,§20,Ministry of Education,9.89,Forskellige tilskud,9.89 Forskellige tilskud,8199700,DKK,direct_rd,Direct R&D,review,0.99,1977 19762_L1_som_vedtaget.pdf,118
Denmark,1977,§20,Ministry of Education,52.01,"Tilskud til psykiatrisk grundforskning, L 328 1975, § 6","52.01 Tilskud til psykiatrisk grundforskning, L 328 1975, § 6",7666200,DKK,direct_rd,Direct R&D,include,0.99,1977 19762_L1_som_vedtaget.pdf,118
Denmark,1978,§20,Ministry of Education,9.89,Forskellige tilskud,9.89 Forskellige tilskud,6364500,DKK,direct_rd,Direct R&D,review,0.99,1978 19771_L101_som_vedtaget.pdf,108
Denmark,1978,§20,Ministry of Education,52.01,"Tilskud til psykiatrisk grundforskning, L 328 1975, § 6","52.01 Tilskud til psykiatrisk grundforskning, L 328 1975, § 6",6022100,DKK,direct_rd,Direct R&D,include,0.99,1978 19771_L101_som_vedtaget.pdf,108
Denmark,1984,§20,Ministry of Education,52.02,"Psykiatrisk grundforskning, Set. Hans Hospital, L 328 1975 §","52.02 Psykiatrisk grundforskning, Set. Hans Hospital, L 328 1975 §",677200,DKK,direct_rd,Direct R&D,review,0.99,1984 19832_L1_som_vedtaget.pdf,140
Denmark,1979,§20,Ministry of Education,53.12,Driften af det danske hus for studerende i Paris,53.12 Driften af det danske hus for studerende i Paris,182000,DKK,direct_rd,Direct R&D,review,0.99,1979 9781_L1_som_vedtaget.pdf,97
Denmark,1977,§20,Ministry of Education,53.12,Driften af det danske hus for studerende i Paris,53.12 Driften af det danske hus for studerende i Paris,165000,DKK,direct_rd,Direct R&D,review,0.99,1977 19762_L1_som_vedtaget.pdf,106
Denmark,1976,§20,Ministry of Education,53.12,Driften af det danske hus for studerende i Paris,53.12 Driften af det danske hus for studerende i Paris,158000,DKK,direct_rd,Direct R&D,review,0.99,1976 19751_L100_som_vedtaget.pdf,110
Denmark,1978,§20,Ministry of Education,53.12,Driften af det danske hus for studerende i Paris,53.12 Driften af det danske hus for studerende i Paris,136500,DKK,direct_rd,Direct R&D,review,0.99,1978 19771_L101_som_vedtaget.pdf,95
Denmark,1975,§24,Ministry of Taxation,2.01,Departementet,2.01 Departementet,95000,DKK,direct_rd,Direct R&D,review,0.99,1975 19742_L1_som_vedtaget.pdf,155
Denmark,1975,§24,Ministry of Taxation,63.02,Medlemsbidrag til Nordisk skattevidenskabeligt Forskningsråd,63.02 Medlemsbidrag til Nordisk skattevidenskabeligt Forskningsråd,95000,DKK,direct_rd,Direct R&D,include,0.99,1975 19742_L1_som_vedtaget.pdf,155
Denmark,1984,§20,Ministry of Education,53.02,Medlemsbidrag til ikke-obligatoriske programmer under den,53.02 Medlemsbidrag til ikke-obligatoriske programmer under den,39360000,DKK,direct_rd,Direct R&D,include,0.99,1984 19832_L1_som_vedtaget.pdf,140
Denmark,1983,§20,Ministry of Education,53.02,Medlemsbidrag til ikke-obligatoriske programmer under den,53.02 Medlemsbidrag til ikke-obligatoriske programmer under den,35680000,DKK,direct_rd,Direct R&D,include,0.99,1983 19821_L1_som_vedtaget.pdf,114
Denmark,1982,§20,Ministry of Education,53.02,Medlemsbidrag til ikke-obligatoriske programmer under den,53.02 Medlemsbidrag til ikke-obligatoriske programmer under den,27700000,DKK,direct_rd,Direct R&D,include,0.99,1982 19812_L1_som_vedtaget.pdf,112
Denmark,1979,§20,Ministry of Education,53.02,Medlemsbidrag til ikke-obligatoriske programmer under Den,53.02 Medlemsbidrag til ikke-obligatoriske programmer under Den,26600000,DKK,direct_rd,Direct R&D,review,0.99,1979 9781_L1_som_vedtaget.pdf,110
Denmark,1981,§20,Ministry of Education,53.02,Medlemsbidrag til ikke-obligatoriske programmer under den,53.02 Medlemsbidrag til ikke-obligatoriske programmer under den,24500000,DKK,direct_rd,Direct R&D,include,0.99,1981 19801_L1_som_vedtaget.pdf,119
Denmark,1980,§20,Ministry of Education,53.02,Medlemsbidrag til ikke obligatoriske programmer under den,53.02 Medlemsbidrag til ikke obligatoriske programmer under den,20300000,DKK,direct_rd,Direct R&D,include,0.99,1980 19792_L1_som_vedtaget.pdf,112
Denmark,1984,§20,Ministry of Education,53.02,Rejseunderstøttelse til universitetets lærere og videnskabs-,53.02 Rejseunderstøttelse til universitetets lærere og videnskabs-,1775600,DKK,direct_rd,Direct R&D,review,0.99,1984 19832_L1_som_vedtaget.pdf,132
Denmark,1984,§20,Ministry of Education,53.02,Rejseunderstøttelse til universitetets lærere og videnskabs-,53.02 Rejseunderstøttelse til universitetets lærere og videnskabs-,86500,DKK,direct_rd,Direct R&D,review,0.99,1984 19832_L1_som_vedtaget.pdf,132
Denmark,1984,§20,Ministry of Education,53.02,Rejseunderstøttelse til universitetets lærere og videnskabs-,53.02 Rejseunderstøttelse til universitetets lærere og videnskabs-,77500,DKK,direct_rd,Direct R&D,review,0.99,1984 19832_L1_som_vedtaget.pdf,132
Denmark,1984,§20,Ministry of Education,08.02,Århus Universitet,08.02 Århus Universitet,75000,DKK,direct_rd,Direct R&D,review,0.99,1984 19832_L1_som_vedtaget.pdf,132
Denmark,1980,§20,Ministry of Education,53.02,Prisopgaver 53.03. Rejseunderstøttelse til universitetets lærere og videnskabs-,53.02 Prisopgaver 53.03. Rejseunderstøttelse til universitetets lærere og videnskabs-,60000,DKK,direct_rd,Direct R&D,review,0.99,1980 19792_L1_som_vedtaget.pdf,106
Denmark,1981,§20,Ministry of Education,53.01,Prisopgaver 53.02. Rejseunderstøttelse til universitetets lærere og videnskabs-,53.01 Prisopgaver 53.02. Rejseunderstøttelse til universitetets lærere og videnskabs-,60000,DKK,direct_rd,Direct R&D,review,0.99,1981 19801_L1_som_vedtaget.pdf,113
Denmark,1984,§20,Ministry of Education,53.02,Rejseunderstøttelse til universitetets lærere og videnskabs-,53.02 Rejseunderstøttelse til universitetets lærere og videnskabs-,50000,DKK,direct_rd,Direct R&D,review,0.99,1984 19832_L1_som_vedtaget.pdf,132
Denmark,1976,§17,Ministry of Trade,52.02,Bidrag til EF's komplementære biologiforskningsprogram,52.02 Bidrag til EF's komplementære biologiforskningsprogram,46000,DKK,direct_rd,Direct R&D,include,0.99,1976 19751_L100_som_vedtaget.pdf,93
Denmark,1984,§15,Ministry of Social Affairs,01.04,Socialforskningsrådet,01.04 Socialforskningsrådet,26000,DKK,direct_rd,Direct R&D,review,0.99,1984 19832_L1_som_vedtaget.pdf,79
Denmark,1981,§15,Ministry of Social Affairs,01.04,Socialforskningsrådet,01.04 Socialforskningsrådet,17600,DKK,direct_rd,Direct R&D,review,0.99,1981 19801_L1_som_vedtaget.pdf,73
Denmark,1980,§15,Ministry of Social Affairs,01.04,Socialforskningsrådet,01.04 Socialforskningsrådet,15900,DKK,direct_rd,Direct R&D,review,0.99,1980 19792_L1_som_vedtaget.pdf,65
Denmark,1979,§15,Ministry of Social Affairs,01.04,Socialforskningsrådet,01.04 Socialforskningsrådet,15100,DKK,direct_rd,Direct R&D,include,0.99,1979 9781_L1_som_vedtaget.pdf,64
Denmark,1984,§20,Ministry of Education,53.02,Rejseunderstøttelse til universitetets lærere og videnskabs-,53.02 Rejseunderstøttelse til universitetets lærere og videnskabs-,15000,DKK,direct_rd,Direct R&D,review,0.99,1984 19832_L1_som_vedtaget.pdf,132
Denmark,1979,§17,Ministry of Trade,03.21,Teknologirådet og Statens Tekniske Prøvenævn,03.21 Teknologirådet og Statens Tekniske Prøvenævn,298970000,DKK,innovation_system,Innovation,include,0.99,1979 9781_L1_som_vedtaget.pdf,83
Denmark,1976,§17,Ministry of Trade,3.21,Teknologirådet og Statens Tekniske Prøvenævn,3.21 Teknologirådet og Statens Tekniske Prøvenævn,151468000,DKK,innovation_system,Innovation,review,0.99,1976 19751_L100_som_vedtaget.pdf,95
Denmark,1975,§17,Ministry of Trade,3.21,Teknologirådet og Statens Tekniske Prøvenævn,3.21 Teknologirådet og Statens Tekniske Prøvenævn,138900000,DKK,innovation_system,Innovation,review,0.99,1975 19742_L1_som_vedtaget.pdf,97
Denmark,1975,§20,Ministry of Education,6.31,Atomenergikommissionen,6.31 Atomenergikommissionen,109120000,DKK,possible_rd,Ambiguous,include,0.99,1975 19742_L1_som_vedtaget.pdf,122
Denmark,1984,§20,Ministry of Education,70.09,Mindre byggearbejder ved universiteterne og de højere lære-,70.09 Mindre byggearbejder ved universiteterne og de højere lære-,50000000,DKK,possible_rd,Ambiguous,review,0.99,1984 19832_L1_som_vedtaget.pdf,143
Denmark,1983,§20,Ministry of Education,70.09,Mindre byggearbejder ved universiteterne og de højere lære-,70.09 Mindre byggearbejder ved universiteterne og de højere lære-,45100000,DKK,possible_rd,Ambiguous,review,0.99,1983 19821_L1_som_vedtaget.pdf,117
Denmark,1977,§20,Ministry of Education,70.09,Mindre byggearbejder ved universiteterne og de højere lære-,70.09 Mindre byggearbejder ved universiteterne og de højere lære-,15000000,DKK,possible_rd,Ambiguous,review,0.99,1977 19762_L1_som_vedtaget.pdf,120
Denmark,1976,§20,Ministry of Education,70.09,Mindre byggearbejder ved universiteterne og de højere lære-,70.09 Mindre byggearbejder ved universiteterne og de højere lære-,11400000,DKK,possible_rd,Ambiguous,review,0.99,1976 19751_L100_som_vedtaget.pdf,125
Denmark,1975,§20,Ministry of Education,70.09,Mindre byggearbejder ved universiteterne og de højere lærean-,70.09 Mindre byggearbejder ved universiteterne og de højere lærean-,11000000,DKK,possible_rd,Ambiguous,review,0.99,1975 19742_L1_som_vedtaget.pdf,126
Denmark,1975,§20,Ministry of Education,6.31,Atomenergikommissionen,6.31 Atomenergikommissionen,8560000,DKK,possible_rd,Ambiguous,review,0.99,1975 19742_L1_som_vedtaget.pdf,122
Denmark,1984,§20,Ministry of Education,70.08,Projektering og igangsætning af nye arbejder ved universite-,70.08 Projektering og igangsætning af nye arbejder ved universite-,6000000,DKK,possible_rd,Ambiguous,review,0.99,1984 19832_L1_som_vedtaget.pdf,143
Denmark,1977,§20,Ministry of Education,70.08,Projektering og igangsætning af nye arbejder ved univer-,70.08 Projektering og igangsætning af nye arbejder ved univer-,5000000,DKK,possible_rd,Ambiguous,review,0.99,1977 19762_L1_som_vedtaget.pdf,120
Denmark,1978,§20,Ministry of Education,70.08,Projektering og igangsætning af nye arbejder ved univer-,70.08 Projektering og igangsætning af nye arbejder ved univer-,4600000,DKK,possible_rd,Ambiguous,review,0.99,1978 19771_L101_som_vedtaget.pdf,110
Denmark,1983,§20,Ministry of Education,70.08,Projektering og igangsætning af nye arbejder ved universite-,70.08 Projektering og igangsætning af nye arbejder ved universite-,4400000,DKK,possible_rd,Ambiguous,review,0.99,1983 19821_L1_som_vedtaget.pdf,117
Denmark,1979,§20,Ministry of Education,70.05,Ålborg universitetscenter 70.08: Projektering og igangsætning af nye arbejder ved universite-,70.05 Ålborg universitetscenter 70.08: Projektering og igangsætning af nye arbejder ved universite-,4000000,DKK,possible_rd,Ambiguous,review,0.99,1979 9781_L1_som_vedtaget.pdf,112
Denmark,1982,§20,Ministry of Education,70.08,Projektering og igangsætning af nye arbejder ved universite-,70.08 Projektering og igangsætning af nye arbejder ved universite-,3980000,DKK,possible_rd,Ambiguous,review,0.99,1982 19812_L1_som_vedtaget.pdf,115
Denmark,1975,§20,Ministry of Education,70.35,Atomenergikommissionen 70.36. Anskaffelse af EDB-anlæg,70.35 Atomenergikommissionen 70.36. Anskaffelse af EDB-anlæg,3963000,DKK,possible_rd,Ambiguous,review,0.99,1975 19742_L1_som_vedtaget.pdf,126
Denmark,1980,§20,Ministry of Education,70.08,Projektering og igangsætning af nye arbejder ved universite-,70.08 Projektering og igangsætning af nye arbejder ved universite-,3500000,DKK,possible_rd,Ambiguous,review,0.99,1980 19792_L1_som_vedtaget.pdf,114
Denmark,1976,§20,Ministry of Education,70.08,Projektering og igangsætning af nye arbejder ved universite-,70.08 Projektering og igangsætning af nye arbejder ved universite-,2000000,DKK,possible_rd,Ambiguous,review,0.99,1976 19751_L100_som_vedtaget.pdf,125
Denmark,1975,§20,Ministry of Education,63.15,Tilskud til gennemførelse af undersøgelse af uddannelses-,63.15 Tilskud til gennemførelse af undersøgelse af uddannelses-,765000,DKK,possible_rd,Ambiguous,review,0.99,1975 19742_L1_som_vedtaget.pdf,122
Denmark,1975,§14,Ministry of Housing,63.03,Til forskning og forsøgsvirksomhed 63.04. Vajsenhuset i København,63.03 Til forskning og forsøgsvirksomhed 63.04. Vajsenhuset i København,550000,DKK,direct_rd,Direct R&D,review,0.99,1975 19742_L1_som_vedtaget.pdf,75
Denmark,1977,§15,Ministry of Social Affairs,53.03,Til forsknings- og forsøgsvirksomhed 53.04. Vajsenhuset i København,53.03 Til forsknings- og forsøgsvirksomhed 53.04. Vajsenhuset i København,550000,DKK,direct_rd,Direct R&D,review,0.99,1977 19762_L1_som_vedtaget.pdf,71
Denmark,1979,§15,Ministry of Social Affairs,53.03,Forsknings og forsøgsvirksomhed 53.04. Vajsenhuset i København,53.03 Forsknings og forsøgsvirksomhed 53.04. Vajsenhuset i København,550000,DKK,direct_rd,Direct R&D,review,0.99,1979 9781_L1_som_vedtaget.pdf,67
Denmark,1975,§14,Ministry of Housing,63.02,Til formål vedrørende børne- og ungdomsforsorgen,63.02 Til formål vedrørende børne- og ungdomsforsorgen,450000,DKK,direct_rd,Direct R&D,review,0.99,1975 19742_L1_som_vedtaget.pdf,75
Denmark,1976,§14,Ministry of Housing,53.02,Til formål vedrørende forsorg for børn og unge,53.02 Til formål vedrørende forsorg for børn og unge,450000,DKK,direct_rd,Direct R&D,review,0.99,1976 19751_L100_som_vedtaget.pdf,72
Denmark,1977,§15,Ministry of Social Affairs,53.02,Til formål vedrørende forsorg for børn og unge,53.02 Til formål vedrørende forsorg for børn og unge,450000,DKK,direct_rd,Direct R&D,review,0.99,1977 19762_L1_som_vedtaget.pdf,71
Denmark,1978,§15,Ministry of Social Affairs,53.03,Forsknings- og forsøgsvirksomhed 53.04. Vajsenhuset i København,53.03 Forsknings- og forsøgsvirksomhed 53.04. Vajsenhuset i København,412500,DKK,direct_rd,Direct R&D,review,0.99,1978 19771_L101_som_vedtaget.pdf,68
Denmark,1978,§15,Ministry of Social Affairs,53.02,Formål vedrørende forsörg for børn og unge,53.02 Formål vedrørende forsörg for børn og unge,337500,DKK,direct_rd,Direct R&D,review,0.99,1978 19771_L101_som_vedtaget.pdf,68
Denmark,1979,§15,Ministry of Social Affairs,53.02,Formål vedrørende forsorg for børn og unge,53.02 Formål vedrørende forsorg for børn og unge,200000,DKK,direct_rd,Direct R&D,review,0.99,1979 9781_L1_som_vedtaget.pdf,67
Denmark,1982,§24,Ministry of Taxation,02.01,fortsat,02.01 fortsat,121000,DKK,direct_rd,Direct R&D,review,0.99,1982 19812_L1_som_vedtaget.pdf,137
Denmark,1980,§24,Ministry of Taxation,02.01,fortsat,02.01 fortsat,106000,DKK,direct_rd,Direct R&D,review,0.99,1980 19792_L1_som_vedtaget.pdf,136
Denmark,1976,§24,Ministry of Taxation,2.01,Departementet,2.01 Departementet,95000,DKK,direct_rd,Direct R&D,review,0.99,1976 19751_L100_som_vedtaget.pdf,153
Denmark,1976,§24,Ministry of Taxation,52.01,Medlemsbidrag til Nordisk skatte videnskabeligt Forsknings-,52.01 Medlemsbidrag til Nordisk skatte videnskabeligt Forsknings-,95000,DKK,direct_rd,Direct R&D,include,0.99,1976 19751_L100_som_vedtaget.pdf,153
Denmark,1977,§24,Ministry of Taxation,2.01,Departementet,2.01 Departementet,95000,DKK,direct_rd,Direct R&D,review,0.99,1977 19762_L1_som_vedtaget.pdf,150
Denmark,1979,§24,Ministry of Taxation,02.01,fortsat,02.01 fortsat,95000,DKK,direct_rd,Direct R&D,review,0.99,1979 9781_L1_som_vedtaget.pdf,133
Denmark,1975,§20,Ministry of Education,63.07,Tilskud til obligatoriske laboratoriekursus for selvstuderende,63.07 Tilskud til obligatoriske laboratoriekursus for selvstuderende,2153647300,DKK,direct_rd,Direct R&D,review,0.99,1975 19742_L1_som_vedtaget.pdf,119
Denmark,1976,§20,Ministry of Education,53.01,"Tilskud til 홢Institut for grænseregionsforskning""","53.01 Tilskud til 홢Institut for grænseregionsforskning""",667973000,DKK,direct_rd,Direct R&D,include,0.99,1976 19751_L100_som_vedtaget.pdf,123
Denmark,1979,§20,Ministry of Education,53.01,Institut for grænseregionsforskning 20. Anlægs- og udlånsbevillinger,53.01 Institut for grænseregionsforskning 20. Anlægs- og udlånsbevillinger,490462000,DKK,direct_rd,Direct R&D,include,0.99,1979 9781_L1_som_vedtaget.pdf,110
Denmark,1984,§20,Ministry of Education,53.13,Datalogiske og datatekniske institutters internationale viden-,53.13 Datalogiske og datatekniske institutters internationale viden-,409448800,DKK,direct_rd,Direct R&D,review,0.99,1984 19832_L1_som_vedtaget.pdf,139
Denmark,1983,§20,Ministry of Education,53.11,Rektorkollegiets kontingent til Liaison Committee of Rectors',53.11 Rektorkollegiets kontingent til Liaison Committee of Rectors',356404900,DKK,direct_rd,Direct R&D,review,0.99,1983 19821_L1_som_vedtaget.pdf,114
Denmark,1982,§20,Ministry of Education,53.11,Rektorkollegiets kontingent til Liaison Committee of Rectors',53.11 Rektorkollegiets kontingent til Liaison Committee of Rectors',307594200,DKK,direct_rd,Direct R&D,review,0.99,1982 19812_L1_som_vedtaget.pdf,111
Denmark,1980,§20,Ministry of Education,53.11,Rektorkollegiets kontingent til Liaison Committee of Rectors',53.11 Rektorkollegiets kontingent til Liaison Committee of Rectors',257045100,DKK,direct_rd,Direct R&D,review,0.99,1980 19792_L1_som_vedtaget.pdf,111
Denmark,1979,§20,Ministry of Education,53.11,Til ministeriets disposition 09. Særlige forskningsinstitutioner. Forskningstilskud,53.11 Til ministeriets disposition 09. Særlige forskningsinstitutioner. Forskningstilskud,249396000,DKK,direct_rd,Direct R&D,include,0.99,1979 9781_L1_som_vedtaget.pdf,109
Denmark,1979,§20,Ministry of Education,53.01,Institut for grænseregionsforskning 20. Anlægs- og udlånsbevillinger,53.01 Institut for grænseregionsforskning 20. Anlægs- og udlånsbevillinger,239600000,DKK,direct_rd,Direct R&D,include,0.99,1979 9781_L1_som_vedtaget.pdf,110
Denmark,1977,§20,Ministry of Education,53.14,Til stednavneudvalget,53.14 Til stednavneudvalget,217379700,DKK,direct_rd,Direct R&D,review,0.99,1977 19762_L1_som_vedtaget.pdf,117
Denmark,1984,§20,Ministry of Education,52.01,"Tilskud til støtte af dansk forskning, L 199 1972, L 142 1973","52.01 Tilskud til støtte af dansk forskning, L 199 1972, L 142 1973",192400000,DKK,direct_rd,Direct R&D,review,0.99,1984 19832_L1_som_vedtaget.pdf,139
Denmark,1976,§20,Ministry of Education,53.14,Til stednavneudvalget,53.14 Til stednavneudvalget,185993000,DKK,direct_rd,Direct R&D,review,0.99,1976 19751_L100_som_vedtaget.pdf,122
Denmark,1983,§20,Ministry of Education,52.01,"Tilskud til støtte af dansk forskning, L 199 1972 med senere","52.01 Tilskud til støtte af dansk forskning, L 199 1972 med senere",175710000,DKK,direct_rd,Direct R&D,include,0.99,1983 19821_L1_som_vedtaget.pdf,114
Denmark,1982,§20,Ministry of Education,09.01,Forskningssekretariatet,09.01 Forskningssekretariatet,175065000,DKK,direct_rd,Direct R&D,review,0.99,1982 19812_L1_som_vedtaget.pdf,111
Denmark,1981,§20,Ministry of Education,09.01,fortsat,09.01 fortsat,157610000,DKK,direct_rd,Direct R&D,review,0.99,1981 19801_L1_som_vedtaget.pdf,119
Denmark,1980,§20,Ministry of Education,09.01,Forskningssekretariatet,09.01 Forskningssekretariatet,152265000,DKK,direct_rd,Direct R&D,review,0.99,1980 19792_L1_som_vedtaget.pdf,111
Denmark,1977,§20,Ministry of Education,53.01,"Tilskud til 홢Institut for grænseregionsforskning""","53.01 Tilskud til 홢Institut for grænseregionsforskning""",148550000,DKK,direct_rd,Direct R&D,review,0.99,1977 19762_L1_som_vedtaget.pdf,118
Denmark,1976,§20,Ministry of Education,53.01,"Tilskud til 홢Institut for grænseregionsforskning""","53.01 Tilskud til 홢Institut for grænseregionsforskning""",141500000,DKK,direct_rd,Direct R&D,review,0.99,1976 19751_L100_som_vedtaget.pdf,123
Denmark,1979,§20,Ministry of Education,09.01,Forskningssekretariatet,09.01 Forskningssekretariatet,140625000,DKK,direct_rd,Direct R&D,review,0.99,1979 9781_L1_som_vedtaget.pdf,110
Denmark,1977,§20,Ministry of Education,9.01,Forskningssekretariatet,9.01 Forskningssekretariatet,116980000,DKK,direct_rd,Direct R&D,review,0.99,1977 19762_L1_som_vedtaget.pdf,117
Denmark,1976,§20,Ministry of Education,9.01,Forskningssekretariatet,9.01 Forskningssekretariatet,105620000,DKK,direct_rd,Direct R&D,review,0.99,1976 19751_L100_som_vedtaget.pdf,123
Denmark,1975,§20,Ministry of Education,70.20,Rigshospitalet 70.30. Forskningscentret ved Hørsholm,70.20 Rigshospitalet 70.30. Forskningscentret ved Hørsholm,105000000,DKK,direct_rd,Direct R&D,review,0.99,1975 19742_L1_som_vedtaget.pdf,126
Denmark,1979,§20,Ministry of Education,53.01,Institut for grænseregionsforskning 20. Anlægs- og udlånsbevillinger,53.01 Institut for grænseregionsforskning 20. Anlægs- og udlånsbevillinger,99190000,DKK,direct_rd,Direct R&D,include,0.99,1979 9781_L1_som_vedtaget.pdf,110
Denmark,1978,§20,Ministry of Education,9.01,Forskningssekretariatet,9.01 Forskningssekretariatet,98450000,DKK,direct_rd,Direct R&D,review,0.99,1978 19771_L101_som_vedtaget.pdf,107
Denmark,1975,§20,Ministry of Education,6.33,Forskningssekretariatet,6.33 Forskningssekretariatet,87693200,DKK,direct_rd,Direct R&D,review,0.99,1975 19742_L1_som_vedtaget.pdf,123
Denmark,1978,§20,Ministry of Education,53.01,Institut for grænseregionsforskning,53.01 Institut for grænseregionsforskning,86200000,DKK,direct_rd,Direct R&D,include,0.99,1978 19771_L101_som_vedtaget.pdf,108
Denmark,1984,§20,Ministry of Education,09.03,Den europæiske organisation for atomkerneforskning (CERN),09.03 Den europæiske organisation for atomkerneforskning (CERN),75620000,DKK,direct_rd,Direct R&D,review,0.99,1984 19832_L1_som_vedtaget.pdf,140
Denmark,1977,§20,Ministry of Education,53.01,"Tilskud til 홢Institut for grænseregionsforskning""","53.01 Tilskud til 홢Institut for grænseregionsforskning""",75320000,DKK,direct_rd,Direct R&D,include,0.99,1977 19762_L1_som_vedtaget.pdf,118
Denmark,1976,§20,Ministry of Education,53.01,"Tilskud til 홢Institut for grænseregionsforskning""","53.01 Tilskud til 홢Institut for grænseregionsforskning""",70675000,DKK,direct_rd,Direct R&D,include,0.99,1976 19751_L100_som_vedtaget.pdf,123
Denmark,1983,§20,Ministry of Education,09.03,Den europæiske organisation for atomkerneforskning (CERN),09.03 Den europæiske organisation for atomkerneforskning (CERN),66700000,DKK,direct_rd,Direct R&D,review,0.99,1983 19821_L1_som_vedtaget.pdf,114
