year,canonical_name,category,amount_local,unit,currency,item_type,source_file,page_number,pdf_path,full_text_cache,line_description_en,traceability_status,trace_method,trace_excerpt,series_notes
2021,INM (Instituto Nacional de Metrología),science_agency,17523459000.0,unit,COP,section_total,pdf_a8096ec407ac__2021_Decreto_1805.txt,-1.0,,,INSTITUTO NACIONAL DE METROLOGIA - INM,covered_by_final_series,,,
2021,Instituto Nacional de Salud (Colombia),science_agency,40626242000.0,unit,COP,section_total,pdf_a8096ec407ac__2021_Decreto_1805.txt,-1.0,,,INSTITUTO NACIONAL DE SALUD (INS),covered_by_final_series,,,
2021,"MinCiencias (Ministerio de Ciencia, Tecnología e Innovación)",science_agency,410851071887.0,unit,COP,section_total,pdf_a8096ec407ac__2021_Decreto_1805.txt,-1.0,,,"MINISTERIO DE CIENCIA, TECNOLOGIA E INNOVACION",covered_by_final_series,,,Replaced COLCIENCIAS from 2019. Created by Ley 1951 de 2019.
2021,SENA — R&D and Innovation (Servicio Nacional de Aprendizaje),innovation_instruments,,,,,,,,,,covered_by_final_series,,,gap: no matching rows in this year; dropped after source audit: traceable but not a defensible final R&D appropriation
2021,iNNpulsa Colombia,innovation_instruments,,,,,,,,,,covered_by_final_series,,,gap: no matching rows in this year
2022,AGROSAVIA / CORPOICA (agricultural research),science_agency,,,,,,,,,,covered_by_final_series,,,gap: no matching rows in this year
2022,Fondo Francisco José de Caldas,science_agency,,,,,,,,,,covered_by_final_series,,,gap: no matching rows in this year
2022,ICA (Instituto Colombiano Agropecuario),science_agency,,,,,,,,,,covered_by_final_series,,,gap: no matching rows in this year
2022,"IDEAM (Instituto de Hidrología, Meteorología y Estudios Ambientales)",science_agency,,,,,,,,,,covered_by_final_series,,,gap: no matching rows in this year
2022,INM (Instituto Nacional de Metrología),science_agency,36532440712.0,unit,COP,section_total,pdf_7bed68a91292__2022_Decreto_1793.txt,-1.0,,,INSTITUTO NACIONAL DE METROLOGIA - INM,covered_by_final_series,,,
2022,Instituto Nacional de Salud (Colombia),science_agency,,,,,,,,,,covered_by_final_series,,,gap: no matching rows in this year
2022,"MinCiencias (Ministerio de Ciencia, Tecnología e Innovación)",science_agency,330519243272.0,unit,COP,section_total,pdf_7bed68a91292__2022_Decreto_1793.txt,-1.0,,,"MINISTERIO DE CIENCIA, TECNOLOGIA E INNOVACION",covered_by_final_series,,,Replaced COLCIENCIAS from 2019. Created by Ley 1951 de 2019.
2022,SENA — R&D and Innovation (Servicio Nacional de Aprendizaje),innovation_instruments,,,,,,,,,,covered_by_final_series,,,gap: no matching rows in this year; dropped after source audit: traceable but not a defensible final R&D appropriation
2022,iNNpulsa Colombia,innovation_instruments,,,,,,,,,,covered_by_final_series,,,gap: no matching rows in this year
2023,AGROSAVIA / CORPOICA (agricultural research),science_agency,,,,,,,,,,covered_by_final_series,,,gap: no matching rows in this year
2023,Fondo Francisco José de Caldas,science_agency,,,,,,,,,,covered_by_final_series,,,gap: no matching rows in this year
2023,ICA (Instituto Colombiano Agropecuario),science_agency,,,,,,,,,,covered_by_final_series,,,gap: no matching rows in this year
2023,"IDEAM (Instituto de Hidrología, Meteorología y Estudios Ambientales)",science_agency,,,,,,,,,,covered_by_final_series,,,gap: no matching rows in this year
2023,INM (Instituto Nacional de Metrología),science_agency,38891426173.0,unit,COP,section_total,pdf_762d2b56700a__2023_Decreto_2590.txt,-1.0,,,INSTITUTO NACIONAL DE METROLOGIA - INM,covered_by_final_series,,,
2023,Instituto Nacional de Salud (Colombia),science_agency,108135365626.0,unit,COP,section_total,pdf_762d2b56700a__2023_Decreto_2590.txt,-1.0,,,INSTITUTO NACIONAL DE SALUD (INS),covered_by_final_series,,,
2023,"MinCiencias (Ministerio de Ciencia, Tecnología e Innovación)",science_agency,399960584962.0,unit,COP,section_total,pdf_762d2b56700a__2023_Decreto_2590.txt,-1.0,,,"MINISTERIO DE CIENCIA, TECNOLOGIA E INNOVACION",covered_by_final_series,,,Replaced COLCIENCIAS from 2019. Created by Ley 1951 de 2019.
2023,SENA — R&D and Innovation (Servicio Nacional de Aprendizaje),innovation_instruments,,,,,,,,,,covered_by_final_series,,,gap: no matching rows in this year; dropped after source audit: traceable but not a defensible final R&D appropriation
2023,iNNpulsa Colombia,innovation_instruments,,,,,,,,,,covered_by_final_series,,,gap: no matching rows in this year
2024,AGROSAVIA / CORPOICA (agricultural research),science_agency,,,,,,,,,,covered_by_final_series,,,gap: no matching rows in this year
2024,Fondo Francisco José de Caldas,science_agency,,,,,,,,,,covered_by_final_series,,,gap: no matching rows in this year
2024,ICA (Instituto Colombiano Agropecuario),science_agency,,,,,,,,,,covered_by_final_series,,,gap: no matching rows in this year
2024,"IDEAM (Instituto de Hidrología, Meteorología y Estudios Ambientales)",science_agency,,,,,,,,,,covered_by_final_series,,,gap: no matching rows in this year
2024,INM (Instituto Nacional de Metrología),science_agency,41201998865.0,unit,COP,section_total,pdf_2f2a18b50fc2__2024_Decreto_2295.txt,-1.0,,,INSTITUTO NACIONAL DE METROLOGIA - INM,covered_by_final_series,,,
2024,Instituto Nacional de Salud (Colombia),science_agency,119702741897.0,unit,COP,section_total,pdf_2f2a18b50fc2__2024_Decreto_2295.txt,-1.0,,,INSTITUTO NACIONAL DE SALUD (INS),covered_by_final_series,,,
2024,"MinCiencias (Ministerio de Ciencia, Tecnología e Innovación)",science_agency,397675451073.0,unit,COP,section_total,pdf_2f2a18b50fc2__2024_Decreto_2295.txt,-1.0,,,"MINISTERIO DE CIENCIA, TECNOLOGIA E INNOVACION",covered_by_final_series,,,Replaced COLCIENCIAS from 2019. Created by Ley 1951 de 2019.
2024,SENA — R&D and Innovation (Servicio Nacional de Aprendizaje),innovation_instruments,,,,,,,,,,covered_by_final_series,,,gap: no matching rows in this year; dropped after source audit: traceable but not a defensible final R&D appropriation
2024,iNNpulsa Colombia,innovation_instruments,,,,,,,,,,covered_by_final_series,,,gap: no matching rows in this year
2025,AGROSAVIA / CORPOICA (agricultural research),science_agency,,,,,,,,,,covered_by_final_series,,,gap: no matching rows in this year
2025,Fondo Francisco José de Caldas,science_agency,,,,,,,,,,covered_by_final_series,,,gap: no matching rows in this year
2025,ICA (Instituto Colombiano Agropecuario),science_agency,,,,,,,,,,covered_by_final_series,,,gap: no matching rows in this year
2025,"IDEAM (Instituto de Hidrología, Meteorología y Estudios Ambientales)",science_agency,,,,,,,,,,covered_by_final_series,,,gap: no matching rows in this year
2025,INM (Instituto Nacional de Metrología),science_agency,,,,,,,,,,covered_by_final_series,,,gap: no matching rows in this year
2025,Instituto Nacional de Salud (Colombia),science_agency,,,,,,,,,,covered_by_final_series,,,gap: no matching rows in this year
2025,"MinCiencias (Ministerio de Ciencia, Tecnología e Innovación)",science_agency,266987639124.0,unit,COP,section_total,pdf_722896feb631__2025_Decreto_1523.txt,-1.0,,,"MINISTERIO DE CIENCIA, TECNOLOGIA E INNOVACION",covered_by_final_series,,,Replaced COLCIENCIAS from 2019. Created by Ley 1951 de 2019.
2025,SENA — R&D and Innovation (Servicio Nacional de Aprendizaje),innovation_instruments,,,,,,,,,,covered_by_final_series,,,gap: no matching rows in this year; dropped after source audit: traceable but not a defensible final R&D appropriation
2025,iNNpulsa Colombia,innovation_instruments,,,,,,,,,,covered_by_final_series,,,gap: no matching rows in this year
