dataset,country,year,series_name,canonical_name,category,research_role,research_role_note,observation_status,gap_type,amount_local,unit,currency,item_type,source_file,page_number,pdf_path,full_text_cache,line_description_en,traceability_status,trace_excerpt,diagnosis,action,series_notes
institutional_panel,New Zealand,1981,DSIR (New Zealand),DSIR (New Zealand),science_agency,historical_anchor,Direct historical institution anchor. Use for DSIR-era institutional research.,observed,ok,81305000.0,dollar,NZD,section_total,1981 aa19811981n133203.pdf,4.0,/Users/danielm/Desktop/oecd-work/Innovation-Policy/Data/input/finance_bills/New Zealand/1981 aa19811981n133203.pdf,/Users/danielm/Desktop/oecd-work/Innovation-Policy/Data/output/budget/full_text/New Zealand/pdf_8fc3f53f79c2__1981_aa19811981n133203.txt.gz,Total for Scientific and Industrial Research,verified_against_compiled_series,"268 | 28 | Scientific and Industrial Research | · . | · . | 81,305",,none,Dedicated science agency in the pre-CRI era.
institutional_panel,New Zealand,1982,DSIR (New Zealand),DSIR (New Zealand),science_agency,historical_anchor,Direct historical institution anchor. Use for DSIR-era institutional research.,observed,ok,98030000.0,dollar,NZD,section_total,1982 aa19821982n184203.pdf,4.0,/Users/danielm/Desktop/oecd-work/Innovation-Policy/Data/input/finance_bills/New Zealand/1982 aa19821982n184203.pdf,/Users/danielm/Desktop/oecd-work/Innovation-Policy/Data/output/budget/full_text/New Zealand/pdf_d71216824685__1982_aa19821982n184203.txt.gz,Total for Scientific and Industrial Research,verified_against_compiled_series,"289 | 29 | Scientific and Industrial Research | ... | '"" | 98,030",,none,Dedicated science agency in the pre-CRI era.
institutional_panel,New Zealand,1983,DSIR (New Zealand),DSIR (New Zealand),science_agency,historical_anchor,Direct historical institution anchor. Use for DSIR-era institutional research.,observed,ok,100915000.0,dollar,NZD,section_total,1983 aa19831983n154203.pdf,305.0,/Users/danielm/Desktop/oecd-work/Innovation-Policy/Data/input/finance_bills/New Zealand/1983 aa19831983n154203.pdf,/Users/danielm/Desktop/oecd-work/Innovation-Policy/Data/output/budget/full_text/New Zealand/pdf_17805d0cf04c__1983_aa19831983n154203.txt.gz,Total for Scientific and Industrial Research,verified_against_compiled_series,"298 | 29 | Scientific and Industrial Research | · . | · . | 100,915",,none,Dedicated science agency in the pre-CRI era.
institutional_panel,New Zealand,1984,DSIR (New Zealand),DSIR (New Zealand),science_agency,historical_anchor,Direct historical institution anchor. Use for DSIR-era institutional research.,gap,missing,,,,,,,,,,gap_in_final_series,,Year has 1 parsed files but agency not found. May be in a non-table section or different document.,reextract,Dedicated science agency in the pre-CRI era.
institutional_panel,New Zealand,1985,DSIR (New Zealand),DSIR (New Zealand),science_agency,historical_anchor,Direct historical institution anchor. Use for DSIR-era institutional research.,observed,ok,107215000.0,dollar,NZD,section_total,1985 aa19851985n58203.pdf,4.0,/Users/danielm/Desktop/oecd-work/Innovation-Policy/Data/input/finance_bills/New Zealand/1985 aa19851985n58203.pdf,/Users/danielm/Desktop/oecd-work/Innovation-Policy/Data/output/budget/full_text/New Zealand/pdf_ed3b8d2647d4__1985_aa19851985n58203.txt.gz,Total for Scientific and Industrial Research,verified_against_compiled_series,"297 | 30 | Scientific and Industrial Research | · . | · . | 107,215",,none,Dedicated science agency in the pre-CRI era.
institutional_panel,New Zealand,1986,DSIR (New Zealand),DSIR (New Zealand),science_agency,historical_anchor,Direct historical institution anchor. Use for DSIR-era institutional research.,observed,ok,147781000.0,dollar,NZD,section_total,1986 aa19861986n125203.pdf,215.0,/Users/danielm/Desktop/oecd-work/Innovation-Policy/Data/input/finance_bills/New Zealand/1986 aa19861986n125203.pdf,/Users/danielm/Desktop/oecd-work/Innovation-Policy/Data/output/budget/full_text/New Zealand/pdf_c94cd07369a3__1986_aa19861986n125203.txt.gz,Total for Scientific and Industrial Research,verified_against_compiled_series,Police | Post Office | Scientific and Industrial Research | Social Welfare | State Insurance | Tourist and Publicity,,none,Dedicated science agency in the pre-CRI era.
institutional_panel,New Zealand,1987,DSIR (New Zealand),DSIR (New Zealand),science_agency,historical_anchor,Direct historical institution anchor. Use for DSIR-era institutional research.,observed,ok,156776000.0,dollar,NZD,section_total,1987 aa19871987n198203.pdf,216.0,/Users/danielm/Desktop/oecd-work/Innovation-Policy/Data/input/finance_bills/New Zealand/1987 aa19871987n198203.pdf,/Users/danielm/Desktop/oecd-work/Innovation-Policy/Data/output/budget/full_text/New Zealand/pdf_4b4ad138990d__1987_aa19871987n198203.txt.gz,Total for Scientific and Industrial Research,verified_against_compiled_series,"210 | 35 | Scientific and Industrial Research | · . | 156,776 | 216",,none,Dedicated science agency in the pre-CRI era.
institutional_panel,New Zealand,1989,DSIR (New Zealand),DSIR (New Zealand),science_agency,historical_anchor,Direct historical institution anchor. Use for DSIR-era institutional research.,observed,ok,185558000.0,dollar,NZD,section_total,1989 aa19881988n152203.pdf,197.0,/Users/danielm/Desktop/oecd-work/Innovation-Policy/Data/input/finance_bills/New Zealand/1989 aa19881988n152203.pdf,/Users/danielm/Desktop/oecd-work/Innovation-Policy/Data/output/budget/full_text/New Zealand/pdf_12e413f68f5e__1989_aa19881988n152203.txt.gz,Total for Scientific and Industrial Research,verified_against_compiled_series,"197 | 38 | Scientific and Industrial Research | · . | 185,558 | 201",,none,Dedicated science agency in the pre-CRI era.
institutional_panel,New Zealand,1990,DSIR (New Zealand),DSIR (New Zealand),science_agency,historical_anchor,Direct historical institution anchor. Use for DSIR-era institutional research.,observed,ok,41877000.0,dollar,NZD,line_item,1990 aa19901990n38203.pdf,16.0,/Users/danielm/Desktop/oecd-work/Innovation-Policy/Data/input/finance_bills/New Zealand/1990 aa19901990n38203.pdf,/Users/danielm/Desktop/oecd-work/Innovation-Policy/Data/output/budget/full_text/New Zealand/pdf_0ad3ec780d1b__1990_aa19901990n38203.txt.gz,Scientific and Industrial Research,verified_against_compiled_series,1 | - | Scientific and Industrial Research Scientific and Industrial Research | 485-488 | - | 21,,none,Dedicated science agency in the pre-CRI era.
institutional_panel,New Zealand,2018,Endeavour Fund (New Zealand),Endeavour Fund (New Zealand),rd_fund,modern_portfolio_component,Modern portfolio component. Large contestable fund.,observed,ok,216363000.0,dollar,NZD,program_total,2018_Appropriation Estimates Act.pdf,9.0,/Users/danielm/Desktop/oecd-work/Innovation-Policy/Data/input/finance_bills/New Zealand/2018_Appropriation Estimates Act.pdf,/Users/danielm/Desktop/oecd-work/Innovation-Policy/Data/output/budget/full_text/New Zealand/pdf_396e02db9140__2018_Appropriation_Estimates_Act.txt.gz,Endeavour Fund,verified_against_compiled_series,"13,000 | Research, Science and Innovation: | Endeavour Fund | 216,363 | Research, Science and Innovation: Health | Research Fund",,none,Explicit modern contestable science fund visible in estimates acts.
institutional_panel,New Zealand,2019,Endeavour Fund (New Zealand),Endeavour Fund (New Zealand),rd_fund,modern_portfolio_component,Modern portfolio component. Large contestable fund.,observed,ok,223236000.0,dollar,NZD,program_total,2019_Appropriation Estimates Act.pdf,9.0,/Users/danielm/Desktop/oecd-work/Innovation-Policy/Data/input/finance_bills/New Zealand/2019_Appropriation Estimates Act.pdf,/Users/danielm/Desktop/oecd-work/Innovation-Policy/Data/output/budget/full_text/New Zealand/pdf_1e4f80dc63ee__2019_Appropriation_Estimates_Act.txt.gz,Endeavour Fund,verified_against_compiled_series,"8,000 | Research, Science and Innovation: | Endeavour Fund | 223,236 | Research, Science and Innovation: Health | Research Fund",,none,Explicit modern contestable science fund visible in estimates acts.
institutional_panel,New Zealand,2020,Endeavour Fund (New Zealand),Endeavour Fund (New Zealand),rd_fund,modern_portfolio_component,Modern portfolio component. Large contestable fund.,observed,ok,242712000.0,dollar,NZD,program_total,2020_Appropriation Estimates Act.pdf,8.0,/Users/danielm/Desktop/oecd-work/Innovation-Policy/Data/input/finance_bills/New Zealand/2020_Appropriation Estimates Act.pdf,/Users/danielm/Desktop/oecd-work/Innovation-Policy/Data/output/budget/full_text/New Zealand/pdf_372745993e00__2020_Appropriation_Estimates_Act.txt.gz,"Research, Science and Innovation: Endeavour Fund",verified_against_compiled_series,"Industry Governance and Market | Operations | 76,936 | Energy and Resources: Energy Efficiency | and Conservation | 33,774 | Research, Science and Innovation: | Endeavour Fund | 242,712 | Research, Science and Innovation: Health",,none,Explicit modern contestable science fund visible in estimates acts.
institutional_panel,New Zealand,2021,Endeavour Fund (New Zealand),Endeavour Fund (New Zealand),rd_fund,modern_portfolio_component,Modern portfolio component. Large contestable fund.,observed,ok,227665000.0,dollar,NZD,program_total,2021_Appropriation Estimates Act.pdf,10.0,/Users/danielm/Desktop/oecd-work/Innovation-Policy/Data/input/finance_bills/New Zealand/2021_Appropriation Estimates Act.pdf,/Users/danielm/Desktop/oecd-work/Innovation-Policy/Data/output/budget/full_text/New Zealand/pdf_50aa5a505213__2021_Appropriation_Estimates_Act.txt.gz,Endeavour Fund,verified_against_compiled_series,"51,770 | Research, Science and Innovation: | Endeavour Fund | 227,665 | Research, Science and Innovation: | Health Research Fund",,none,Explicit modern contestable science fund visible in estimates acts.
institutional_panel,New Zealand,2022,Endeavour Fund (New Zealand),Endeavour Fund (New Zealand),rd_fund,modern_portfolio_component,Modern portfolio component. Large contestable fund.,observed,ok,230257000.0,dollar,NZD,program_total,2022_Appropriation Estimates Act.pdf,9.0,/Users/danielm/Desktop/oecd-work/Innovation-Policy/Data/input/finance_bills/New Zealand/2022_Appropriation Estimates Act.pdf,/Users/danielm/Desktop/oecd-work/Innovation-Policy/Data/output/budget/full_text/New Zealand/pdf_f44accf0bd97__2022_Appropriation_Estimates_Act.txt.gz,Endeavour Fund,verified_against_compiled_series,"750 | Research, Science and Innovation: | Endeavour Fund | 230,257 | Research, Science and Innovation: | Health Research Fund",,none,Explicit modern contestable science fund visible in estimates acts.
institutional_panel,New Zealand,2023,Endeavour Fund (New Zealand),Endeavour Fund (New Zealand),rd_fund,modern_portfolio_component,Modern portfolio component. Large contestable fund.,observed,ok,243362000.0,dollar,NZD,program_total,2023_Appropriation Estimates Act.pdf,9.0,/Users/danielm/Desktop/oecd-work/Innovation-Policy/Data/input/finance_bills/New Zealand/2023_Appropriation Estimates Act.pdf,/Users/danielm/Desktop/oecd-work/Innovation-Policy/Data/output/budget/full_text/New Zealand/pdf_3313b849ac51__2023_Appropriation_Estimates_Act.txt.gz,Endeavour Fund,verified_against_compiled_series,"2,750 | Research, Science and Innovation: | Endeavour Fund | 243,362 | Research, Science and Innovation: | Founder and Startup Support",,none,Explicit modern contestable science fund visible in estimates acts.
institutional_panel,New Zealand,2024,Endeavour Fund (New Zealand),Endeavour Fund (New Zealand),rd_fund,modern_portfolio_component,Modern portfolio component. Large contestable fund.,observed,ok,246857000.0,dollar,NZD,program_total,2024_Appropriation Estimates Act.pdf,9.0,/Users/danielm/Desktop/oecd-work/Innovation-Policy/Data/input/finance_bills/New Zealand/2024_Appropriation Estimates Act.pdf,/Users/danielm/Desktop/oecd-work/Innovation-Policy/Data/output/budget/full_text/New Zealand/pdf_03fa7bcc1884__2024_Appropriation_Estimates_Act.txt.gz,Endeavour Fund,verified_against_compiled_series,"3,750 | Science, Innovation and Technology: | Endeavour Fund | 246,857 | Science, Innovation and Technology: | Founder and Startup Support",,none,Explicit modern contestable science fund visible in estimates acts.
institutional_panel,New Zealand,2025,Endeavour Fund (New Zealand),Endeavour Fund (New Zealand),rd_fund,modern_portfolio_component,Modern portfolio component. Large contestable fund.,observed,ok,245124000.0,dollar,NZD,program_total,2025_Appropriation Estimates Act.pdf,8.0,/Users/danielm/Desktop/oecd-work/Innovation-Policy/Data/input/finance_bills/New Zealand/2025_Appropriation Estimates Act.pdf,/Users/danielm/Desktop/oecd-work/Innovation-Policy/Data/output/budget/full_text/New Zealand/pdf_b985008ddcba__2025_Appropriation_Estimates_Act.txt.gz,Endeavour Fund,verified_against_compiled_series,"8,000 | Science, Innovation and Technology: | Endeavour Fund | 245,124 | Schedule 1 | Appropriation (2025/26 Estimates) Act 2025",,none,Explicit modern contestable science fund visible in estimates acts.
institutional_panel,New Zealand,2016,Health Research Fund (New Zealand),Health Research Fund (New Zealand),rd_fund,modern_portfolio_component,Modern portfolio component for health-related public research funding.,observed,ok,87175000.0,dollar,NZD,program_total,2016_Appropriation Estimates Act.pdf,8.0,/Users/danielm/Desktop/oecd-work/Innovation-Policy/Data/input/finance_bills/New Zealand/2016_Appropriation Estimates Act.pdf,/Users/danielm/Desktop/oecd-work/Innovation-Policy/Data/output/budget/full_text/New Zealand/pdf_46a192ff6d77__2016_Appropriation_Estimates_Act.txt.gz,Health Research Fund,verified_against_compiled_series,"Energy and Resources: Management of | IEA Oil Stocks | 8,000 | Science and Innovation: Contestable | Research Fund | 183,230 | Science and Innovation: Health Research | Fund | 87,175 | Science and Innovation: Marsden Fund",,none,
institutional_panel,New Zealand,2017,Health Research Fund (New Zealand),Health Research Fund (New Zealand),rd_fund,modern_portfolio_component,Modern portfolio component for health-related public research funding.,observed,ok,92986000.0,dollar,NZD,program_total,2017_Appropriation Estimates Act.pdf,8.0,/Users/danielm/Desktop/oecd-work/Innovation-Policy/Data/input/finance_bills/New Zealand/2017_Appropriation Estimates Act.pdf,/Users/danielm/Desktop/oecd-work/Innovation-Policy/Data/output/budget/full_text/New Zealand/pdf_6a346dcfa253__2017_Appropriation_Estimates_Act.txt.gz,Health Research Fund,verified_against_compiled_series,"Energy and Resources: Management of | IEA Oil Stocks | 8,000 | Science and Innovation: Contestable | Research Fund | 196,265 | Science and Innovation: Health Research | Fund | 92,986 | Science and Innovation: Marsden Fund",,none,
institutional_panel,New Zealand,2018,Health Research Fund (New Zealand),Health Research Fund (New Zealand),rd_fund,modern_portfolio_component,Modern portfolio component for health-related public research funding.,observed,ok,100641000.0,dollar,NZD,program_total,2018_Appropriation Estimates Act.pdf,9.0,/Users/danielm/Desktop/oecd-work/Innovation-Policy/Data/input/finance_bills/New Zealand/2018_Appropriation Estimates Act.pdf,/Users/danielm/Desktop/oecd-work/Innovation-Policy/Data/output/budget/full_text/New Zealand/pdf_396e02db9140__2018_Appropriation_Estimates_Act.txt.gz,Health Research Fund,verified_against_compiled_series,"Energy and Resources: Management of | IEA Oil Stocks | 13,000 | Research, Science and Innovation: | Endeavour Fund | 216,363 | Research, Science and Innovation: Health | Research Fund | 100,641 | Research, Science and Innovation:",,none,
institutional_panel,New Zealand,2019,Health Research Fund (New Zealand),Health Research Fund (New Zealand),rd_fund,modern_portfolio_component,Modern portfolio component for health-related public research funding.,observed,ok,117489000.0,dollar,NZD,program_total,2019_Appropriation Estimates Act.pdf,9.0,/Users/danielm/Desktop/oecd-work/Innovation-Policy/Data/input/finance_bills/New Zealand/2019_Appropriation Estimates Act.pdf,/Users/danielm/Desktop/oecd-work/Innovation-Policy/Data/output/budget/full_text/New Zealand/pdf_1e4f80dc63ee__2019_Appropriation_Estimates_Act.txt.gz,Health Research Fund,verified_against_compiled_series,"Energy and Resources: Management of | IEA Oil Stocks | 8,000 | Research, Science and Innovation: | Endeavour Fund | 223,236 | Research, Science and Innovation: Health | Research Fund | 117,489 | Research, Science and Innovation: Marsden",,none,
institutional_panel,New Zealand,2020,Health Research Fund (New Zealand),Health Research Fund (New Zealand),rd_fund,modern_portfolio_component,Modern portfolio component for health-related public research funding.,observed,ok,117489000.0,dollar,NZD,program_total,2020_Appropriation Estimates Act.pdf,8.0,/Users/danielm/Desktop/oecd-work/Innovation-Policy/Data/input/finance_bills/New Zealand/2020_Appropriation Estimates Act.pdf,/Users/danielm/Desktop/oecd-work/Innovation-Policy/Data/output/budget/full_text/New Zealand/pdf_372745993e00__2020_Appropriation_Estimates_Act.txt.gz,"Research, Science and Innovation: Health Research Fund",verified_against_compiled_series,"Energy and Resources: Energy Efficiency | and Conservation | 33,774 | Research, Science and Innovation: | Endeavour Fund | 242,712 | Research, Science and Innovation: Health | Research Fund | 117,489 | Research, Science and Innovation:",,none,
institutional_panel,New Zealand,2021,Health Research Fund (New Zealand),Health Research Fund (New Zealand),rd_fund,modern_portfolio_component,Modern portfolio component for health-related public research funding.,observed,ok,117489000.0,dollar,NZD,program_total,2021_Appropriation Estimates Act.pdf,10.0,/Users/danielm/Desktop/oecd-work/Innovation-Policy/Data/input/finance_bills/New Zealand/2021_Appropriation Estimates Act.pdf,/Users/danielm/Desktop/oecd-work/Innovation-Policy/Data/output/budget/full_text/New Zealand/pdf_50aa5a505213__2021_Appropriation_Estimates_Act.txt.gz,Health Research Fund,verified_against_compiled_series,"227,665 | Research, Science and Innovation: | Health Research Fund | 117,489 | Research, Science and Innovation: | Marsden Fund",,none,
institutional_panel,New Zealand,2022,Health Research Fund (New Zealand),Health Research Fund (New Zealand),rd_fund,modern_portfolio_component,Modern portfolio component for health-related public research funding.,observed,ok,127489000.0,dollar,NZD,program_total,2022_Appropriation Estimates Act.pdf,9.0,/Users/danielm/Desktop/oecd-work/Innovation-Policy/Data/input/finance_bills/New Zealand/2022_Appropriation Estimates Act.pdf,/Users/danielm/Desktop/oecd-work/Innovation-Policy/Data/output/budget/full_text/New Zealand/pdf_f44accf0bd97__2022_Appropriation_Estimates_Act.txt.gz,Health Research Fund,verified_against_compiled_series,"230,257 | Research, Science and Innovation: | Health Research Fund | 127,489 | Research, Science and Innovation: | Marsden Fund",,none,
institutional_panel,New Zealand,2023,Health Research Fund (New Zealand),Health Research Fund (New Zealand),rd_fund,modern_portfolio_component,Modern portfolio component for health-related public research funding.,observed,ok,117489000.0,dollar,NZD,program_total,2023_Appropriation Estimates Act.pdf,9.0,/Users/danielm/Desktop/oecd-work/Innovation-Policy/Data/input/finance_bills/New Zealand/2023_Appropriation Estimates Act.pdf,/Users/danielm/Desktop/oecd-work/Innovation-Policy/Data/output/budget/full_text/New Zealand/pdf_3313b849ac51__2023_Appropriation_Estimates_Act.txt.gz,Health Research Fund,verified_against_compiled_series,"2,717 | Research, Science and Innovation: | Health Research Fund | 117,489 | Research, Science and Innovation: | Marsden Fund",,none,
institutional_panel,New Zealand,2024,Health Research Fund (New Zealand),Health Research Fund (New Zealand),rd_fund,modern_portfolio_component,Modern portfolio component for health-related public research funding.,observed,ok,124989000.0,dollar,NZD,program_total,2024_Appropriation Estimates Act.pdf,9.0,/Users/danielm/Desktop/oecd-work/Innovation-Policy/Data/input/finance_bills/New Zealand/2024_Appropriation Estimates Act.pdf,/Users/danielm/Desktop/oecd-work/Innovation-Policy/Data/output/budget/full_text/New Zealand/pdf_03fa7bcc1884__2024_Appropriation_Estimates_Act.txt.gz,Health Research Fund,verified_against_compiled_series,"2,860 | Science, Innovation and Technology: | Health Research Fund | 124,989 | Science, Innovation and Technology: | Marsden Fund",,none,
institutional_panel,New Zealand,2025,Health Research Fund (New Zealand),Health Research Fund (New Zealand),rd_fund,modern_portfolio_component,Modern portfolio component for health-related public research funding.,observed,ok,107660000.0,dollar,NZD,line_item,2025_Appropriation Estimates Act.pdf,9.0,/Users/danielm/Desktop/oecd-work/Innovation-Policy/Data/input/finance_bills/New Zealand/2025_Appropriation Estimates Act.pdf,/Users/danielm/Desktop/oecd-work/Innovation-Policy/Data/output/budget/full_text/New Zealand/pdf_b985008ddcba__2025_Appropriation_Estimates_Act.txt.gz,Health Research Fund,verified_against_compiled_series,"6,700 | Science, Innovation and Technology: | Health Research Fund | 107,660 | Science, Innovation and Technology: | Marsden Fund",,none,
institutional_panel,New Zealand,1998,Marsden Fund (New Zealand),Marsden Fund (New Zealand),science_agency,partial_proxy_component,Narrow but durable competitive-funding proxy. Useful where vote totals are missing.,observed,ok,21839000.0,dollar,NZD,program_total,1998_Appropriation Estimates Act.pdf,24.0,/Users/danielm/Desktop/oecd-work/Innovation-Policy/Data/input/finance_bills/New Zealand/1998_Appropriation Estimates Act.pdf,/Users/danielm/Desktop/oecd-work/Innovation-Policy/Data/output/budget/full_text/New Zealand/pdf_88575f60fa8f__1998_Appropriation_Estimates_Act.txt.gz,Marsden Fund,verified_against_compiled_series,". .. | 1,038 | Marsden Fund | ... | ... | 21,839",,none,Starts only once the fund amount is cleanly recoverable from the source tables.
institutional_panel,New Zealand,1999,Marsden Fund (New Zealand),Marsden Fund (New Zealand),science_agency,partial_proxy_component,Narrow but durable competitive-funding proxy. Useful where vote totals are missing.,observed,ok,22839000.0,dollar,NZD,program_total,1999_Appropriation Estimates Act.pdf,25.0,/Users/danielm/Desktop/oecd-work/Innovation-Policy/Data/input/finance_bills/New Zealand/1999_Appropriation Estimates Act.pdf,/Users/danielm/Desktop/oecd-work/Innovation-Policy/Data/output/budget/full_text/New Zealand/pdf_f7c1a769f922__1999_Appropriation_Estimates_Act.txt.gz,Marsden Fund,verified_against_compiled_series,"... | 1,038 | Marsden Fund | ... | ... | 22,839",,none,Starts only once the fund amount is cleanly recoverable from the source tables.
institutional_panel,New Zealand,2000,Marsden Fund (New Zealand),Marsden Fund (New Zealand),science_agency,partial_proxy_component,Narrow but durable competitive-funding proxy. Useful where vote totals are missing.,observed,ok,25839000.0,dollar,NZD,program_total,2000_Appropriation Estimates Act.pdf,29.0,/Users/danielm/Desktop/oecd-work/Innovation-Policy/Data/input/finance_bills/New Zealand/2000_Appropriation Estimates Act.pdf,/Users/danielm/Desktop/oecd-work/Innovation-Policy/Data/output/budget/full_text/New Zealand/pdf_607c38b60469__2000_Appropriation_Estimates_Act.txt.gz,Marsden Fund,verified_against_compiled_series,"326 | Non-departmental output classes- | Marsden Fund | 25,839 | Non-Specific Output Fundmg | 27,438",,none,Starts only once the fund amount is cleanly recoverable from the source tables.
institutional_panel,New Zealand,2001,Marsden Fund (New Zealand),Marsden Fund (New Zealand),science_agency,partial_proxy_component,Narrow but durable competitive-funding proxy. Useful where vote totals are missing.,observed,ok,27839000.0,dollar,NZD,program_total,2001_Appropriation Estimates Act.pdf,36.0,/Users/danielm/Desktop/oecd-work/Innovation-Policy/Data/input/finance_bills/New Zealand/2001_Appropriation Estimates Act.pdf,/Users/danielm/Desktop/oecd-work/Innovation-Policy/Data/output/budget/full_text/New Zealand/pdf_9a91bbcdfe6f__2001_Appropriation_Estimates_Act.txt.gz,Marsden Fund,verified_against_compiled_series,"971 | Non-departmental outpllt classes- | Marsden Fund | 27,839 | Non-SpecIfic Output Funding | 28,026",,none,Starts only once the fund amount is cleanly recoverable from the source tables.
institutional_panel,New Zealand,2002,Marsden Fund (New Zealand),Marsden Fund (New Zealand),science_agency,partial_proxy_component,Narrow but durable competitive-funding proxy. Useful where vote totals are missing.,observed,ok,30839000.0,dollar,NZD,program_total,2002_Appropriation Estimates Act.pdf,37.0,/Users/danielm/Desktop/oecd-work/Innovation-Policy/Data/input/finance_bills/New Zealand/2002_Appropriation Estimates Act.pdf,/Users/danielm/Desktop/oecd-work/Innovation-Policy/Data/output/budget/full_text/New Zealand/pdf_5356c8bdaf35__2002_Appropriation_Estimates_Act.txt.gz,Marsden Fund,verified_against_compiled_series,"965 | Non-departmental output classes- | Marsden Fund | 30.839 | Non-Specific Output Funding | 28,016",,none,Starts only once the fund amount is cleanly recoverable from the source tables.
institutional_panel,New Zealand,2003,Marsden Fund (New Zealand),Marsden Fund (New Zealand),science_agency,partial_proxy_component,Narrow but durable competitive-funding proxy. Useful where vote totals are missing.,observed,ok,32789000.0,dollar,NZD,program_total,2003_Appropriation Estimates Act.pdf,36.0,/Users/danielm/Desktop/oecd-work/Innovation-Policy/Data/input/finance_bills/New Zealand/2003_Appropriation Estimates Act.pdf,/Users/danielm/Desktop/oecd-work/Innovation-Policy/Data/output/budget/full_text/New Zealand/pdf_f9df161e2396__2003_Appropriation_Estimates_Act.txt.gz,Marsden Fund,verified_against_compiled_series,"1078 | Non-departmental output classes- | Marsden Fund | 32,789 | Non-Specific Output Funding | 28,526",,none,Starts only once the fund amount is cleanly recoverable from the source tables.
institutional_panel,New Zealand,2005,Marsden Fund (New Zealand),Marsden Fund (New Zealand),science_agency,partial_proxy_component,Narrow but durable competitive-funding proxy. Useful where vote totals are missing.,observed,ok,33928000.0,dollar,NZD,program_total,2005_Appropriation Estimates Act.pdf,33.0,/Users/danielm/Desktop/oecd-work/Innovation-Policy/Data/input/finance_bills/New Zealand/2005_Appropriation Estimates Act.pdf,/Users/danielm/Desktop/oecd-work/Innovation-Policy/Data/output/budget/full_text/New Zealand/pdf_ff542894ebef__2005_Appropriation_Estimates_Act.txt.gz,Marsden Fund,verified_against_compiled_series,"Fund | 7,680 | Marsden Fund | 33,928 | CRI Capablhty Fund | 38,112",,none,Starts only once the fund amount is cleanly recoverable from the source tables.
institutional_panel,New Zealand,2006,Marsden Fund (New Zealand),Marsden Fund (New Zealand),science_agency,partial_proxy_component,Narrow but durable competitive-funding proxy. Useful where vote totals are missing.,observed,ok,33878000.0,dollar,NZD,program_total,2006_Appropriation Estimates Act.pdf,145.0,/Users/danielm/Desktop/oecd-work/Innovation-Policy/Data/input/finance_bills/New Zealand/2006_Appropriation Estimates Act.pdf,/Users/danielm/Desktop/oecd-work/Innovation-Policy/Data/output/budget/full_text/New Zealand/pdf_2ac36fc52bdb__2006_Appropriation_Estimates_Act.txt.gz,Marsden Fund,verified_against_compiled_series,Technology | Development of International Linkages | Marsden Fund | Promoting an Innovation Culture | Social Development | Capacity Building Initiatives,,none,Starts only once the fund amount is cleanly recoverable from the source tables.
institutional_panel,New Zealand,2007,Marsden Fund (New Zealand),Marsden Fund (New Zealand),science_agency,partial_proxy_component,Narrow but durable competitive-funding proxy. Useful where vote totals are missing.,observed,ok,35878000.0,dollar,NZD,program_total,2007_Appropriation Estimates Act.pdf,43.0,/Users/danielm/Desktop/oecd-work/Innovation-Policy/Data/input/finance_bills/New Zealand/2007_Appropriation Estimates Act.pdf,/Users/danielm/Desktop/oecd-work/Innovation-Policy/Data/output/budget/full_text/New Zealand/pdf_4e78ee338a15__2007_Appropriation_Estimates_Act.txt.gz,Marsden Fund,verified_against_compiled_series,"ment Research | 4,867 | Marsden Fund | 35,878 | National Measurement Standards | 5,764",,none,Starts only once the fund amount is cleanly recoverable from the source tables.
institutional_panel,New Zealand,2008,Marsden Fund (New Zealand),Marsden Fund (New Zealand),science_agency,partial_proxy_component,Narrow but durable competitive-funding proxy. Useful where vote totals are missing.,observed,ok,37878000.0,dollar,NZD,line_item,2008_Appropriation Estimates Act.pdf,47.0,/Users/danielm/Desktop/oecd-work/Innovation-Policy/Data/input/finance_bills/New Zealand/2008_Appropriation Estimates Act.pdf,/Users/danielm/Desktop/oecd-work/Innovation-Policy/Data/output/budget/full_text/New Zealand/pdf_cc437b39c3c0__2008_Appropriation_Estimates_Act.txt.gz,Marsden Fund,verified_against_compiled_series,"expenditure | $(000) | Marsden Fund | 37,878 | National Measurement Standards | 5,764",,none,Starts only once the fund amount is cleanly recoverable from the source tables.
institutional_panel,New Zealand,2009,Marsden Fund (New Zealand),Marsden Fund (New Zealand),science_agency,partial_proxy_component,Narrow but durable competitive-funding proxy. Useful where vote totals are missing.,observed,ok,46878000.0,dollar,NZD,line_item,2009_Appropriation Estimates Act.pdf,48.0,/Users/danielm/Desktop/oecd-work/Innovation-Policy/Data/input/finance_bills/New Zealand/2009_Appropriation Estimates Act.pdf,/Users/danielm/Desktop/oecd-work/Innovation-Policy/Data/output/budget/full_text/New Zealand/pdf_372fc4fa75da__2009_Appropriation_Estimates_Act.txt.gz,Marsden Fund,verified_against_compiled_series,"Development Research | 4,867 | Marsden Fund | 46,878 | National Measurement | Standards",,none,Starts only once the fund amount is cleanly recoverable from the source tables.
