country,year,source_file,page_number,item_type,section_code,section_name,section_name_en,line_code,line_description,line_description_en,amount_local,amount_prior,unit,currency,rd_category,decision,confidence,llm_model,extraction_pass,notes
Canada,1987,pdf_166108b13afc__1987-3.txt,0,section_total,,"SOR/71-120, (369)","SOR/71-120, (369)",,"SOR/71-120, (369)","SOR/71-120, (369)",1.986,,thousand,CAD,unclear,review,0.5,docx_parser,docx_table,"Parsed from table 0, row 0"
Canada,1987,pdf_166108b13afc__1987-3.txt,0,section_total,,SOR/72-264; SOR/74-28; SOR/76-39; SOR/80-659,SOR/72-264; SOR/74-28; SOR/76-39; SOR/80-659,,SOR/72-264; SOR/74-28; SOR/76-39; SOR/80-659,SOR/72-264; SOR/74-28; SOR/76-39; SOR/80-659,1.984,,thousand,CAD,unclear,review,0.5,docx_parser,docx_table,"Parsed from table 0, row 0"
Canada,1987,pdf_166108b13afc__1987-3.txt,0,section_total,,"SOR/74-309, 352, 355, 417; SOR/75-270, 651; SOR/76-97, 174, 489, 491; SOR/77-610; SOR/78-113, 394; SOR/79-604, 733, SOR/80-692,","SOR/74-309, 352, 355, 417; SOR/75-270, 651; SOR/76-97, 174, 489, 491; SOR/77-610; SOR/78-113, 394; SOR/79-604, 733, SOR/80-692,",,"SOR/74-309, 352, 355, 417; SOR/75-270, 651; SOR/76-97, 174, 489, 491; SOR/77-610; SOR/78-113, 394; SOR/79-604, 733, SOR/80-692,","SOR/74-309, 352, 355, 417; SOR/75-270, 651; SOR/76-97, 174, 489, 491; SOR/77-610; SOR/78-113, 394; SOR/79-604, 733, SOR/80-692,",5.4,,thousand,CAD,unclear,review,0.5,docx_parser,docx_table,"Parsed from table 0, row 0"
Canada,1987,pdf_166108b13afc__1987-3.txt,0,section_total,,SOR/84-934; SOR/86-49; SOR/86-297; SOR/87-583,SOR/84-934; SOR/86-49; SOR/86-297; SOR/87-583,,SOR/84-934; SOR/86-49; SOR/86-297; SOR/87-583,SOR/84-934; SOR/86-49; SOR/86-297; SOR/87-583,4.0,,thousand,CAD,unclear,review,0.5,docx_parser,docx_table,"Parsed from table 0, row 0"
Canada,1987,pdf_166108b13afc__1987-3.txt,0,section_total,,STATUS OF WOMEN–OFFICE OF THE CO-ORDINATOR,STATUS OF WOMEN–OFFICE OF THE CO-ORDINATOR,,STATUS OF WOMEN–OFFICE OF THE CO-ORDINATOR,STATUS OF WOMEN–OFFICE OF THE CO-ORDINATOR,28522.34,,thousand,CAD,unclear,review,0.5,docx_parser,docx_table,"Parsed from table 0, row 0"
Canada,1987,pdf_166108b13afc__1987-3.txt,0,section_total,,"TABLE OF PUBLIC STATUTES 1907 TO DECEMBER 31, 1987 SHOWING ALL THE CHAPTERS OF THE REVISED STATUTES, 1970, WITH AMENDMENTS THERETO, AND CERTAIN OTHER PUBLIC ACTS AND AMENDMENTS THERETO FROM 1907 TO DECEMBER 31,","TABLE OF PUBLIC STATUTES 1907 TO DECEMBER 31, 1987 SHOWING ALL THE CHAPTERS OF THE REVISED STATUTES, 1970, WITH AMENDMENTS THERETO, AND CERTAIN OTHER PUBLIC ACTS AND AMENDMENTS THERETO FROM 1907 TO DECEMBER 31,",,"TABLE OF PUBLIC STATUTES 1907 TO DECEMBER 31, 1987 SHOWING ALL THE CHAPTERS OF THE REVISED STATUTES, 1970, WITH AMENDMENTS THERETO, AND CERTAIN OTHER PUBLIC ACTS AND AMENDMENTS THERETO FROM 1907 TO DECEMBER 31,","TABLE OF PUBLIC STATUTES 1907 TO DECEMBER 31, 1987 SHOWING ALL THE CHAPTERS OF THE REVISED STATUTES, 1970, WITH AMENDMENTS THERETO, AND CERTAIN OTHER PUBLIC ACTS AND AMENDMENTS THERETO FROM 1907 TO DECEMBER 31,",1.987,,thousand,CAD,unclear,review,0.5,docx_parser,docx_table,"Parsed from table 0, row 0"
Canada,1987,pdf_166108b13afc__1987-3.txt,0,section_total,,TR/85- 128,TR/85- 128,,TR/85- 128,TR/85- 128,1.97,,thousand,CAD,unclear,review,0.5,docx_parser,docx_table,"Parsed from table 0, row 0"
Canada,1987,pdf_166108b13afc__1987-3.txt,0,section_total,,TRANSFER PAYMENTS TO THE TERRITORIAL GOVERNMENTS PROGRAM,TRANSFER PAYMENTS TO THE TERRITORIAL GOVERNMENTS PROGRAM,,TRANSFER PAYMENTS TO THE TERRITORIAL GOVERNMENTS PROGRAM,TRANSFER PAYMENTS TO THE TERRITORIAL GOVERNMENTS PROGRAM,6297.0,,thousand,CAD,unclear,review,0.5,docx_parser,docx_table,"Parsed from table 0, row 0"
Canada,1987,pdf_166108b13afc__1987-3.txt,0,section_total,,TRANSPORTS,TRANSPORTS,,TRANSPORTS,TRANSPORTS,2325588.922,,thousand,CAD,unclear,review,0.6,docx_parser,docx_table,"Parsed from table 0, row 0"
Canada,1987,pdf_166108b13afc__1987-3.txt,0,section_total,,WORLD EXHIBITIONS PROGRAM,WORLD EXHIBITIONS PROGRAM,,WORLD EXHIBITIONS PROGRAM,WORLD EXHIBITIONS PROGRAM,35579.361,,thousand,CAD,unclear,review,0.5,docx_parser,docx_table,"Parsed from table 0, row 0"
Canada,1987,pdf_166108b13afc__1987-3.txt,0,section_total,,XV OLYMPIC WINTER GAMES PROGRAM,XV OLYMPIC WINTER GAMES PROGRAM,,XV OLYMPIC WINTER GAMES PROGRAM,XV OLYMPIC WINTER GAMES PROGRAM,112964.006,,thousand,CAD,unclear,review,0.5,docx_parser,docx_table,"Parsed from table 0, row 0"
