country,year,issue_type,issue_label,missing_agency_years,outlier_agency_years,actions,gap_subtypes,agencies,run_docs_for_year,zero_row_docs_for_year,queue_source_files,run_source_files,diagnosis_excerpt,criticality_rank,criticality_score,severity
Austria,1976,general_reextract_needed,Needs targeted re-extraction,12,0,reextract,,BMBWF / Einzelplan 13 / UG 31 (total) | ESA-Beitrag (Austria) | FFG (Forschungsfoerderungsgesellschaft) | Johannes Kepler Universitat Linz (JKU) | Ludwig Boltzmann Gesellschaft | Technische Universitat Graz (TU Graz),1,0,1976_Austria.pdf,1976_Austria.pdf,Year not in raw_rows — documents may not be parsed yet,1,1031.0,critical
Austria,1977,general_reextract_needed,Needs targeted re-extraction,15,0,reextract,,BMBWF / Einzelplan 13 / UG 31 (total) | CERN-Beitrag (Austria) | ESA-Beitrag (Austria) | FFG (Forschungsfoerderungsgesellschaft) | FWF (Fonds zur Forderung der wissenschaftlichen Forschung) | Johannes Kepler Universitat Linz (JKU),1,0,1977_Austria.pdf,1977_Austria.pdf,Year not in raw_rows — documents may not be parsed yet,1,1031.0,critical
Austria,1978,general_reextract_needed,Needs targeted re-extraction,14,0,reextract,,BMBWF / Einzelplan 13 / UG 31 (total) | CERN-Beitrag (Austria) | ESA-Beitrag (Austria) | FFG (Forschungsfoerderungsgesellschaft) | FWF (Fonds zur Forderung der wissenschaftlichen Forschung) | Johannes Kepler Universitat Linz (JKU),1,0,1978_Austria.pdf,1978_Austria.pdf,Year not in raw_rows — documents may not be parsed yet,1,1031.0,critical
Austria,1979,general_reextract_needed,Needs targeted re-extraction,15,0,reextract,,BMBWF / Einzelplan 13 / UG 31 (total) | CERN-Beitrag (Austria) | ESA-Beitrag (Austria) | FFG (Forschungsfoerderungsgesellschaft) | FWF (Fonds zur Forderung der wissenschaftlichen Forschung) | Johannes Kepler Universitat Linz (JKU),1,0,1979_Austria.pdf,1979_Austria.pdf,Year not in raw_rows — documents may not be parsed yet,1,1031.0,critical
Austria,1980,general_reextract_needed,Needs targeted re-extraction,15,0,reextract,,BMBWF / Einzelplan 13 / UG 31 (total) | CERN-Beitrag (Austria) | ESA-Beitrag (Austria) | FFG (Forschungsfoerderungsgesellschaft) | FWF (Fonds zur Forderung der wissenschaftlichen Forschung) | Johannes Kepler Universitat Linz (JKU),1,0,1980_Austria.pdf,1980_Austria.pdf,Year not in raw_rows — documents may not be parsed yet,1,1031.0,critical
Austria,1981,general_reextract_needed,Needs targeted re-extraction,14,0,reextract,,BMBWF / Einzelplan 13 / UG 31 (total) | CERN-Beitrag (Austria) | ESA-Beitrag (Austria) | FFG (Forschungsfoerderungsgesellschaft) | FWF (Fonds zur Forderung der wissenschaftlichen Forschung) | Johannes Kepler Universitat Linz (JKU),1,0,1981_Austria.pdf,1981_Austria.pdf,Year not in raw_rows — documents may not be parsed yet,1,1031.0,critical
Austria,1982,general_reextract_needed,Needs targeted re-extraction,15,0,reextract,,BMBWF / Einzelplan 13 / UG 31 (total) | CERN-Beitrag (Austria) | ESA-Beitrag (Austria) | FFG (Forschungsfoerderungsgesellschaft) | FWF (Fonds zur Forderung der wissenschaftlichen Forschung) | Johannes Kepler Universitat Linz (JKU),1,0,1982_Austria.pdf,1982_Austria.pdf,Year not in raw_rows — documents may not be parsed yet,1,1031.0,critical
Austria,1983,general_reextract_needed,Needs targeted re-extraction,13,0,reextract,,BMBWF / Einzelplan 13 / UG 31 (total) | CERN-Beitrag (Austria) | ESA-Beitrag (Austria) | Johannes Kepler Universitat Linz (JKU) | Ludwig Boltzmann Gesellschaft | Technische Universitat Graz (TU Graz),1,0,1983_Austria.pdf,1983_Austria.pdf,Year not in raw_rows — documents may not be parsed yet,1,1031.0,critical
Austria,1984,general_reextract_needed,Needs targeted re-extraction,10,0,reextract,,BMBWF / Einzelplan 13 / UG 31 (total) | ESA-Beitrag (Austria) | Johannes Kepler Universitat Linz (JKU) | Technische Universitat Graz (TU Graz) | Technische Universitat Wien (TU Wien) | Universitat Graz (Karl-Franzens),1,0,1984_Austria.pdf,1984_Austria.pdf,Year not in raw_rows — documents may not be parsed yet,1,1031.0,critical
Austria,1985,general_reextract_needed,Needs targeted re-extraction,12,0,reextract,,BMBWF / Einzelplan 13 / UG 31 (total) | CERN-Beitrag (Austria) | ESA-Beitrag (Austria) | Johannes Kepler Universitat Linz (JKU) | Ludwig Boltzmann Gesellschaft | Technische Universitat Graz (TU Graz),1,0,1985_Austria.pdf,1985_Austria.pdf,Year not in raw_rows — documents may not be parsed yet,1,1031.0,critical
Austria,1986,general_reextract_needed,Needs targeted re-extraction,15,0,reextract,,BMBWF / Einzelplan 13 / UG 31 (total) | CERN-Beitrag (Austria) | ESA-Beitrag (Austria) | FFG (Forschungsfoerderungsgesellschaft) | FWF (Fonds zur Forderung der wissenschaftlichen Forschung) | Johannes Kepler Universitat Linz (JKU),1,0,1986_Austria.pdf,1986_Austria.pdf,Year not in raw_rows — documents may not be parsed yet,1,1031.0,critical
Austria,1988,general_reextract_needed,Needs targeted re-extraction,15,0,reextract,,BMBWF / Einzelplan 13 / UG 31 (total) | CERN-Beitrag (Austria) | Christian Doppler Forschungsgesellschaft (CD-Labor) | ESA-Beitrag (Austria) | FFG (Forschungsfoerderungsgesellschaft) | Johannes Kepler Universitat Linz (JKU),1,0,1988_Austria.pdf,1988_Austria.pdf,Year not in raw_rows — documents may not be parsed yet,1,1031.0,critical
Austria,1989,general_reextract_needed,Needs targeted re-extraction,15,0,reextract,,BMBWF / Einzelplan 13 / UG 31 (total) | CERN-Beitrag (Austria) | Christian Doppler Forschungsgesellschaft (CD-Labor) | ESA-Beitrag (Austria) | FFG (Forschungsfoerderungsgesellschaft) | FWF (Fonds zur Forderung der wissenschaftlichen Forschung),1,0,1989_Austria.pdf,1989_Austria.pdf,Year not in raw_rows — documents may not be parsed yet,1,1031.0,critical
Austria,1990,general_reextract_needed,Needs targeted re-extraction,10,0,reextract,,BMBWF / Einzelplan 13 / UG 31 (total) | FFG (Forschungsfoerderungsgesellschaft) | Johannes Kepler Universitat Linz (JKU) | Technische Universitat Graz (TU Graz) | Technische Universitat Wien (TU Wien) | Universitat Graz (Karl-Franzens),1,0,1990_Austria.pdf,1990_Austria.pdf,Year not in raw_rows — documents may not be parsed yet,1,1031.0,critical
Austria,1991,general_reextract_needed,Needs targeted re-extraction,13,0,reextract,,BMBWF / Einzelplan 13 / UG 31 (total) | Christian Doppler Forschungsgesellschaft (CD-Labor) | FFG (Forschungsfoerderungsgesellschaft) | FWF (Fonds zur Forderung der wissenschaftlichen Forschung) | Johannes Kepler Universitat Linz (JKU) | Ludwig Boltzmann Gesellschaft,1,0,1991_Austria_proposal.pdf,1991_Austria_proposal.pdf,Year not in raw_rows — documents may not be parsed yet,1,1031.0,critical
Austria,1992,general_reextract_needed,Needs targeted re-extraction,9,0,reextract,,Johannes Kepler Universitat Linz (JKU) | Ludwig Boltzmann Gesellschaft | Technische Universitat Graz (TU Graz) | Technische Universitat Wien (TU Wien) | Universitat Graz (Karl-Franzens) | Universitat Innsbruck,1,0,1992_Austria.pdf,1992_Austria.pdf,Year not in raw_rows — documents may not be parsed yet,1,1031.0,critical
Austria,1993,general_reextract_needed,Needs targeted re-extraction,11,0,reextract,,Christian Doppler Forschungsgesellschaft (CD-Labor) | ESA-Beitrag (Austria) | Johannes Kepler Universitat Linz (JKU) | Ludwig Boltzmann Gesellschaft | Technische Universitat Graz (TU Graz) | Technische Universitat Wien (TU Wien),1,0,1993_Austria.pdf,1993_Austria.pdf,Year not in raw_rows — documents may not be parsed yet,1,1031.0,critical
Austria,1994,general_reextract_needed,Needs targeted re-extraction,11,0,reextract,,BMBWF / Einzelplan 13 / UG 31 (total) | ESA-Beitrag (Austria) | Johannes Kepler Universitat Linz (JKU) | Ludwig Boltzmann Gesellschaft | Technische Universitat Graz (TU Graz) | Technische Universitat Wien (TU Wien),1,0,1994_Austria.pdf,1994_Austria.pdf,Year not in raw_rows — documents may not be parsed yet,1,1031.0,critical
Austria,1995,general_reextract_needed,Needs targeted re-extraction,11,0,reextract,,BMBWF / Einzelplan 13 / UG 31 (total) | ESA-Beitrag (Austria) | Johannes Kepler Universitat Linz (JKU) | Ludwig Boltzmann Gesellschaft | Technische Universitat Graz (TU Graz) | Technische Universitat Wien (TU Wien),1,0,1995_Austria.pdf,1995_Austria.pdf,Year not in raw_rows — documents may not be parsed yet,1,1031.0,critical
Austria,1996,general_reextract_needed,Needs targeted re-extraction,10,0,reextract,,ESA-Beitrag (Austria) | Johannes Kepler Universitat Linz (JKU) | Ludwig Boltzmann Gesellschaft | Technische Universitat Graz (TU Graz) | Technische Universitat Wien (TU Wien) | Universitat Graz (Karl-Franzens),1,0,1996_Austria_proposal.pdf,1996_Austria_proposal.pdf,Year not in raw_rows — documents may not be parsed yet,1,1031.0,critical
Austria,1997,general_reextract_needed,Needs targeted re-extraction,9,0,reextract,,Johannes Kepler Universitat Linz (JKU) | Ludwig Boltzmann Gesellschaft | Technische Universitat Graz (TU Graz) | Technische Universitat Wien (TU Wien) | Universitat Graz (Karl-Franzens) | Universitat Innsbruck,1,0,1997_Austria_proposal.pdf,1997_Austria_proposal.pdf,Year not in raw_rows — documents may not be parsed yet,1,1031.0,critical
Austria,1998,general_reextract_needed,Needs targeted re-extraction,14,0,reextract,,CERN-Beitrag (Austria) | Christian Doppler Forschungsgesellschaft (CD-Labor) | ESA-Beitrag (Austria) | FFG (Forschungsfoerderungsgesellschaft) | FWF (Fonds zur Forderung der wissenschaftlichen Forschung) | Johannes Kepler Universitat Linz (JKU),1,0,1998_Austria.pdf,1998_Austria.pdf,Year not in raw_rows — documents may not be parsed yet,1,1031.0,critical
Austria,1999,general_reextract_needed,Needs targeted re-extraction,10,0,reextract,,FFG (Forschungsfoerderungsgesellschaft) | Johannes Kepler Universitat Linz (JKU) | Ludwig Boltzmann Gesellschaft | Technische Universitat Graz (TU Graz) | Technische Universitat Wien (TU Wien) | Universitat Graz (Karl-Franzens),1,0,1999_Austria.pdf,1999_Austria.pdf,Year not in raw_rows — documents may not be parsed yet,1,1031.0,critical
Austria,2000,general_reextract_needed,Needs targeted re-extraction,13,0,reextract,,CERN-Beitrag (Austria) | Christian Doppler Forschungsgesellschaft (CD-Labor) | ESA-Beitrag (Austria) | Johannes Kepler Universitat Linz (JKU) | Ludwig Boltzmann Gesellschaft | OAW (Osterreichische Akademie der Wissenschaften),1,0,2000_Austria.pdf,2000_Austria.pdf,Year not in raw_rows — documents may not be parsed yet,1,1031.0,critical
Austria,2001,general_reextract_needed,Needs targeted re-extraction,10,0,reextract,,BMBWF / Einzelplan 13 / UG 31 (total) | Johannes Kepler Universitat Linz (JKU) | Ludwig Boltzmann Gesellschaft | Technische Universitat Graz (TU Graz) | Technische Universitat Wien (TU Wien) | Universitat Graz (Karl-Franzens),1,0,2001_Austria.pdf,2001_Austria.pdf,Year not in raw_rows — documents may not be parsed yet,1,1031.0,critical
Austria,2002,general_reextract_needed,Needs targeted re-extraction,12,0,reextract,,CERN-Beitrag (Austria) | Christian Doppler Forschungsgesellschaft (CD-Labor) | ESA-Beitrag (Austria) | Johannes Kepler Universitat Linz (JKU) | Ludwig Boltzmann Gesellschaft | Technische Universitat Graz (TU Graz),1,0,2002_Austria.pdf,2002_Austria.pdf,Year not in raw_rows — documents may not be parsed yet,1,1031.0,critical
Austria,2003,general_reextract_needed,Needs targeted re-extraction,12,0,reextract,,CERN-Beitrag (Austria) | Christian Doppler Forschungsgesellschaft (CD-Labor) | ESA-Beitrag (Austria) | Johannes Kepler Universitat Linz (JKU) | Ludwig Boltzmann Gesellschaft | Technische Universitat Graz (TU Graz),1,0,2003_Austria.pdf,2003_Austria.pdf,Year not in raw_rows — documents may not be parsed yet,1,1031.0,critical
Austria,2004,general_reextract_needed,Needs targeted re-extraction,15,0,reextract,,BMBWF / Einzelplan 13 / UG 31 (total) | CERN-Beitrag (Austria) | Christian Doppler Forschungsgesellschaft (CD-Labor) | ESA-Beitrag (Austria) | Johannes Kepler Universitat Linz (JKU) | Ludwig Boltzmann Gesellschaft,1,0,2004_Austria.pdf,2004_Austria.pdf,Year not in raw_rows — documents may not be parsed yet,1,1031.0,critical
Austria,2005,general_reextract_needed,Needs targeted re-extraction,14,0,reextract,,BMBWF / Einzelplan 13 / UG 31 (total) | CERN-Beitrag (Austria) | ESA-Beitrag (Austria) | Johannes Kepler Universitat Linz (JKU) | Ludwig Boltzmann Gesellschaft | Medizinische Universitat Wien (MedUni),1,0,2005 Anlagen COO_2026_100_2_151164.pdf,2005 Anlagen COO_2026_100_2_151164.pdf,Year not in raw_rows — documents may not be parsed yet,1,1031.0,critical
Austria,2006,general_reextract_needed,Needs targeted re-extraction,17,0,reextract,,BMBWF / Einzelplan 13 / UG 31 (total) | CERN-Beitrag (Austria) | Christian Doppler Forschungsgesellschaft (CD-Labor) | ESA-Beitrag (Austria) | FFG (Forschungsfoerderungsgesellschaft) | IST Austria,1,0,2006 Anlagen COO_2026_100_2_189726.pdf,2006 Anlagen COO_2026_100_2_189726.pdf,Year not in raw_rows — documents may not be parsed yet,1,1031.0,critical
Austria,2007,general_reextract_needed,Needs targeted re-extraction,15,0,reextract,,CERN-Beitrag (Austria) | Christian Doppler Forschungsgesellschaft (CD-Labor) | ESA-Beitrag (Austria) | IST Austria | Johannes Kepler Universitat Linz (JKU) | Ludwig Boltzmann Gesellschaft,1,0,2007 Anlagen COO_2026_100_2_342682.pdf,2007 Anlagen COO_2026_100_2_342682.pdf,Year not in raw_rows — documents may not be parsed yet,1,1031.0,critical
Austria,2008,general_reextract_needed,Needs targeted re-extraction,15,0,reextract,,CERN-Beitrag (Austria) | Christian Doppler Forschungsgesellschaft (CD-Labor) | ESA-Beitrag (Austria) | IST Austria | Johannes Kepler Universitat Linz (JKU) | Ludwig Boltzmann Gesellschaft,1,0,2008 Anlagen COO_2026_100_2_342695.pdf,2008 Anlagen COO_2026_100_2_342695.pdf,Year not in raw_rows — documents may not be parsed yet,1,1031.0,critical
Austria,2009,general_reextract_needed,Needs targeted re-extraction,17,0,reextract,,AIT Austrian Institute of Technology | CERN-Beitrag (Austria) | Christian Doppler Forschungsgesellschaft (CD-Labor) | ESA-Beitrag (Austria) | IST Austria | Johannes Kepler Universitat Linz (JKU),1,0,2009 Anlagen COO_2026_100_2_539063.pdf,2009 Anlagen COO_2026_100_2_539063.pdf,Year not in raw_rows — documents may not be parsed yet,1,1031.0,critical
Austria,2010,general_reextract_needed,Needs targeted re-extraction,15,0,reextract,,AIT Austrian Institute of Technology | CERN-Beitrag (Austria) | Christian Doppler Forschungsgesellschaft (CD-Labor) | ESA-Beitrag (Austria) | IST Austria | Johannes Kepler Universitat Linz (JKU),1,0,2010 Anlagen COO_2026_100_2_539074.pdf,2010 Anlagen COO_2026_100_2_539074.pdf,Year not in raw_rows — documents may not be parsed yet,1,1031.0,critical
Austria,2011,general_reextract_needed,Needs targeted re-extraction,12,0,reextract,,AIT Austrian Institute of Technology | Johannes Kepler Universitat Linz (JKU) | Ludwig Boltzmann Gesellschaft | Medizinische Universitat Wien (MedUni) | Technische Universitat Graz (TU Graz) | Technische Universitat Wien (TU Wien),1,0,2011 Anlagen COO_2026_100_2_642644.pdf,2011 Anlagen COO_2026_100_2_642644.pdf,Year not in raw_rows — documents may not be parsed yet,1,1031.0,critical
Austria,2012,general_reextract_needed,Needs targeted re-extraction,17,0,reextract,,AIT Austrian Institute of Technology | CERN-Beitrag (Austria) | Christian Doppler Forschungsgesellschaft (CD-Labor) | ESA-Beitrag (Austria) | FFG (Forschungsfoerderungsgesellschaft) | FWF (Fonds zur Forderung der wissenschaftlichen Forschung),1,0,2012 Anlagen COO_2026_100_2_717880.pdf,2012 Anlagen COO_2026_100_2_717880.pdf,Year not in raw_rows — documents may not be parsed yet,1,1031.0,critical
Austria,2013,general_reextract_needed,Needs targeted re-extraction,19,0,reextract,,AIT Austrian Institute of Technology | CERN-Beitrag (Austria) | Christian Doppler Forschungsgesellschaft (CD-Labor) | ESA-Beitrag (Austria) | FFG (Forschungsfoerderungsgesellschaft) | FWF (Fonds zur Forderung der wissenschaftlichen Forschung),1,0,2013 Anlagen COO_2026_100_2_820081.pdf,2013 Anlagen COO_2026_100_2_820081.pdf,Year not in raw_rows — documents may not be parsed yet,1,1031.0,critical
Austria,2014,general_reextract_needed,Needs targeted re-extraction,19,0,reextract,,AIT Austrian Institute of Technology | CERN-Beitrag (Austria) | Christian Doppler Forschungsgesellschaft (CD-Labor) | ESA-Beitrag (Austria) | FFG (Forschungsfoerderungsgesellschaft) | FWF (Fonds zur Forderung der wissenschaftlichen Forschung),1,0,2014 Anlagen COO_2026_100_2_999189.pdf,2014 Anlagen COO_2026_100_2_999189.pdf,Year not in raw_rows — documents may not be parsed yet,1,1031.0,critical
Austria,2015,general_reextract_needed,Needs targeted re-extraction,19,0,reextract,,AIT Austrian Institute of Technology | CERN-Beitrag (Austria) | Christian Doppler Forschungsgesellschaft (CD-Labor) | ESA-Beitrag (Austria) | FFG (Forschungsfoerderungsgesellschaft) | FWF (Fonds zur Forderung der wissenschaftlichen Forschung),1,0,2015 Anlagen COO_2026_100_2_999206.pdf,2015 Anlagen COO_2026_100_2_999206.pdf,Year not in raw_rows — documents may not be parsed yet,1,1031.0,critical
Austria,2016,general_reextract_needed,Needs targeted re-extraction,19,0,reextract,,AIT Austrian Institute of Technology | CERN-Beitrag (Austria) | Christian Doppler Forschungsgesellschaft (CD-Labor) | ESA-Beitrag (Austria) | FFG (Forschungsfoerderungsgesellschaft) | FWF (Fonds zur Forderung der wissenschaftlichen Forschung),1,0,2016 Anlagen COO_2026_100_2_1160018.pdf,2016 Anlagen COO_2026_100_2_1160018.pdf,Year not in raw_rows — documents may not be parsed yet,1,1031.0,critical
Austria,2017,general_reextract_needed,Needs targeted re-extraction,19,0,reextract,,AIT Austrian Institute of Technology | CERN-Beitrag (Austria) | Christian Doppler Forschungsgesellschaft (CD-Labor) | ESA-Beitrag (Austria) | FFG (Forschungsfoerderungsgesellschaft) | FWF (Fonds zur Forderung der wissenschaftlichen Forschung),1,0,2017 Anlagen COO_2026_100_2_1315468.pdf,2017 Anlagen COO_2026_100_2_1315468.pdf,Year not in raw_rows — documents may not be parsed yet,1,1031.0,critical
Austria,2018,general_reextract_needed,Needs targeted re-extraction,19,0,reextract,,AIT Austrian Institute of Technology | CERN-Beitrag (Austria) | Christian Doppler Forschungsgesellschaft (CD-Labor) | ESA-Beitrag (Austria) | FFG (Forschungsfoerderungsgesellschaft) | FWF (Fonds zur Forderung der wissenschaftlichen Forschung),1,0,2018 Anlagen COO_2026_100_2_1516380.pdf,2018 Anlagen COO_2026_100_2_1516380.pdf,Year not in raw_rows — documents may not be parsed yet,1,1031.0,critical
Austria,2019,general_reextract_needed,Needs targeted re-extraction,19,0,reextract,,AIT Austrian Institute of Technology | CERN-Beitrag (Austria) | Christian Doppler Forschungsgesellschaft (CD-Labor) | ESA-Beitrag (Austria) | FFG (Forschungsfoerderungsgesellschaft) | FWF (Fonds zur Forderung der wissenschaftlichen Forschung),1,0,2019 Anlagen COO_2026_100_2_1516401.pdf,2019 Anlagen COO_2026_100_2_1516401.pdf,Year not in raw_rows — documents may not be parsed yet,1,1031.0,critical
Austria,2020,general_reextract_needed,Needs targeted re-extraction,19,0,reextract,,AIT Austrian Institute of Technology | CERN-Beitrag (Austria) | Christian Doppler Forschungsgesellschaft (CD-Labor) | ESA-Beitrag (Austria) | FFG (Forschungsfoerderungsgesellschaft) | FWF (Fonds zur Forderung der wissenschaftlichen Forschung),1,0,2020 Anlagen COO_2026_100_2_1750563.pdf,2020 Anlagen COO_2026_100_2_1750563.pdf,Year not in raw_rows — documents may not be parsed yet,1,1031.0,critical
Austria,2021,general_reextract_needed,Needs targeted re-extraction,19,0,reextract,,AIT Austrian Institute of Technology | CERN-Beitrag (Austria) | Christian Doppler Forschungsgesellschaft (CD-Labor) | ESA-Beitrag (Austria) | FFG (Forschungsfoerderungsgesellschaft) | FWF (Fonds zur Forderung der wissenschaftlichen Forschung),1,0,2021 Anlagen COO_2026_100_2_1814939.pdf,2021 Anlagen COO_2026_100_2_1814939.pdf,Year not in raw_rows — documents may not be parsed yet,1,1031.0,critical
Austria,2022,general_reextract_needed,Needs targeted re-extraction,16,0,reextract,,AIT Austrian Institute of Technology | CERN-Beitrag (Austria) | Christian Doppler Forschungsgesellschaft (CD-Labor) | ESA-Beitrag (Austria) | FFG (Forschungsfoerderungsgesellschaft) | Johannes Kepler Universitat Linz (JKU),1,0,2022 Anlagen_0001_244184DB_8F25_451C_846B_6C4C7BD15ADA.pdf,2022 Anlagen_0001_244184DB_8F25_451C_846B_6C4C7BD15ADA.pdf,Year not in raw_rows — documents may not be parsed yet,1,1031.0,critical
Austria,2023,general_reextract_needed,Needs targeted re-extraction,15,0,reextract,,AIT Austrian Institute of Technology | CERN-Beitrag (Austria) | Christian Doppler Forschungsgesellschaft (CD-Labor) | ESA-Beitrag (Austria) | Johannes Kepler Universitat Linz (JKU) | Ludwig Boltzmann Gesellschaft,1,0,2023 Anlagen_0001_C4324C91_98E6_4FDE_B63A_4BFB9024E450.pdf,2023 Anlagen_0001_C4324C91_98E6_4FDE_B63A_4BFB9024E450.pdf,Year not in raw_rows — documents may not be parsed yet,1,1031.0,critical
Austria,2024,general_reextract_needed,Needs targeted re-extraction,19,0,reextract,,AIT Austrian Institute of Technology | CERN-Beitrag (Austria) | Christian Doppler Forschungsgesellschaft (CD-Labor) | ESA-Beitrag (Austria) | FFG (Forschungsfoerderungsgesellschaft) | FWF (Fonds zur Forderung der wissenschaftlichen Forschung),1,0,2024 Anlagen_0001_D396E640_5C29_4BB7_ACC6_C42B39D0A249.pdf,2024 Anlagen_0001_D396E640_5C29_4BB7_ACC6_C42B39D0A249.pdf,Year not in raw_rows — documents may not be parsed yet,1,1031.0,critical
Austria,2025,general_reextract_needed,Needs targeted re-extraction,19,0,reextract,,AIT Austrian Institute of Technology | CERN-Beitrag (Austria) | Christian Doppler Forschungsgesellschaft (CD-Labor) | ESA-Beitrag (Austria) | FFG (Forschungsfoerderungsgesellschaft) | FWF (Fonds zur Forderung der wissenschaftlichen Forschung),1,0,2025 Anlagen_0001_60D0FD25_F712_413E_A4F6_F1E3DAA846F4.pdf,2025 Anlagen_0001_60D0FD25_F712_413E_A4F6_F1E3DAA846F4.pdf,Year not in raw_rows — documents may not be parsed yet,1,1031.0,critical
Austria,2026,general_reextract_needed,Needs targeted re-extraction,19,0,reextract,,AIT Austrian Institute of Technology | CERN-Beitrag (Austria) | Christian Doppler Forschungsgesellschaft (CD-Labor) | ESA-Beitrag (Austria) | FFG (Forschungsfoerderungsgesellschaft) | FWF (Fonds zur Forderung der wissenschaftlichen Forschung),1,0,2026 Anlagen_0001_9EE68750_263F_48B5_901D_46FB19C42ED1.pdf,2026 Anlagen_0001_9EE68750_263F_48B5_901D_46FB19C42ED1.pdf,Year not in raw_rows — documents may not be parsed yet,1,1031.0,critical
Netherlands,1975,general_reextract_needed,Needs targeted re-extraction,10,0,reextract,,Deltares (water and subsurface research) | EZ Art. 02 Bedrijvenbeleid / innovatie (incl. TNO) | KNAW (Royal Netherlands Academy) | KNMI (Royal Netherlands Meteorological Institute) | NLR (National Aerospace Laboratory) | NWO (Dutch Research Council),1,0,1975 budget memorandum.pdf,1975 budget memorandum.pdf,Year has 1 parsed files but agency not found. May be in a non-table section or different document.,2,911.05,critical
Netherlands,1976,general_reextract_needed,Needs targeted re-extraction,11,0,reextract,,Deltares (water and subsurface research) | EZ Art. 02 Bedrijvenbeleid / innovatie (incl. TNO) | KNAW (Royal Netherlands Academy) | KNMI (Royal Netherlands Meteorological Institute) | NLR (National Aerospace Laboratory) | NWO (Dutch Research Council),1,0,1976 budget memorandum.pdf,1976 budget memorandum.pdf,Year not in raw_rows — documents may not be parsed yet,2,911.05,critical
Netherlands,1977,general_reextract_needed,Needs targeted re-extraction,10,0,reextract,,Deltares (water and subsurface research) | ECN (Energy Research Centre Netherlands) | KNAW (Royal Netherlands Academy) | KNMI (Royal Netherlands Meteorological Institute) | NLR (National Aerospace Laboratory) | NWO (Dutch Research Council),1,0,1977 budget memorandum.pdf,1977 budget memorandum.pdf,Year has 1 parsed files but agency not found. May be in a non-table section or different document.,2,911.05,critical
Netherlands,1978,general_reextract_needed,Needs targeted re-extraction,11,0,reextract,,Deltares (water and subsurface research) | ECN (Energy Research Centre Netherlands) | EZ Art. 02 Bedrijvenbeleid / innovatie (incl. TNO) | KNAW (Royal Netherlands Academy) | KNMI (Royal Netherlands Meteorological Institute) | NLR (National Aerospace Laboratory),1,0,1978 budget memorandum.pdf,1978 budget memorandum.pdf,Year has 1 parsed files but agency not found. May be in a non-table section or different document.,2,911.05,critical
Netherlands,1979,general_reextract_needed,Needs targeted re-extraction,10,0,reextract,,Deltares (water and subsurface research) | ECN (Energy Research Centre Netherlands) | EZ Art. 02 Bedrijvenbeleid / innovatie (incl. TNO) | KNAW (Royal Netherlands Academy) | KNMI (Royal Netherlands Meteorological Institute) | NLR (National Aerospace Laboratory),1,0,1979 budget memorandum.pdf,1979 budget memorandum.pdf,Year has 1 parsed files but agency not found. May be in a non-table section or different document.,2,911.05,critical
Netherlands,1980,general_reextract_needed,Needs targeted re-extraction,10,0,reextract,,Deltares (water and subsurface research) | ECN (Energy Research Centre Netherlands) | EZ Art. 02 Bedrijvenbeleid / innovatie (incl. TNO) | KNAW (Royal Netherlands Academy) | KNMI (Royal Netherlands Meteorological Institute) | NLR (National Aerospace Laboratory),1,0,1980 budget memorandum.pdf,1980 budget memorandum.pdf,Year has 1 parsed files but agency not found. May be in a non-table section or different document.,2,911.05,critical
Netherlands,1981,general_reextract_needed,Needs targeted re-extraction,6,0,reextract,,Deltares (water and subsurface research) | KNAW (Royal Netherlands Academy) | KNMI (Royal Netherlands Meteorological Institute) | NLR (National Aerospace Laboratory) | RIVM (National Institute for Public Health) | Wageningen Universiteit (WUR),1,0,1981 budget memorandum.pdf,1981 budget memorandum.pdf,Year has 1 parsed files but agency not found. May be in a non-table section or different document.,2,911.05,critical
Netherlands,1982,general_reextract_needed,Needs targeted re-extraction,7,0,reextract,,EZ Art. 02 Bedrijvenbeleid / innovatie (incl. TNO) | KNAW (Royal Netherlands Academy) | KNMI (Royal Netherlands Meteorological Institute) | OCW Art. 07 Wetenschappelijk onderwijs (universities) | OCW Art. 16 Onderzoek en wetenschapsbeleid | RIVM (National Institute for Public Health),1,0,1982 budget memorandum.pdf,1982 budget memorandum.pdf,Year has 1 parsed files but agency not found. May be in a non-table section or different document.,2,911.05,critical
Netherlands,1983,general_reextract_needed,Needs targeted re-extraction,10,0,reextract,,Deltares (water and subsurface research) | ECN (Energy Research Centre Netherlands) | EZ Art. 02 Bedrijvenbeleid / innovatie (incl. TNO) | KNAW (Royal Netherlands Academy) | KNMI (Royal Netherlands Meteorological Institute) | NLR (National Aerospace Laboratory),1,0,1983 budget memorandum.pdf,1983 budget memorandum.pdf,Year has 1 parsed files but agency not found. May be in a non-table section or different document.,2,911.05,critical
Netherlands,1984,general_reextract_needed,Needs targeted re-extraction,6,0,reextract,,Deltares (water and subsurface research) | ECN (Energy Research Centre Netherlands) | KNMI (Royal Netherlands Meteorological Institute) | NLR (National Aerospace Laboratory) | RIVM (National Institute for Public Health) | Wageningen Universiteit (WUR),1,0,1984 budget memorandum.pdf,1984 budget memorandum.pdf,Year has 1 parsed files but agency not found. May be in a non-table section or different document.,2,911.05,critical
