country,year,issue_type,issue_label,missing_agency_years,outlier_agency_years,actions,gap_subtypes,agencies,run_docs_for_year,zero_row_docs_for_year,queue_source_files,run_source_files,diagnosis_excerpt,criticality_rank,criticality_score,severity
Iceland,2003,general_reextract_needed,Needs targeted re-extraction,4,0,reextract,,Byggingarsjóður rannsókna í þágu atvinnuveganna (Building Fund for Industry Research) | Rannsóknaráð ríkisins (National Research Council) | Rannís (Icelandic Centre for Research) | Vísindaráð (Science Council),1,0,2003 0608.pdf,2003 0608.pdf,Year has 1 parsed files but agency not found. May be in a non-table section or different document.,3,507.0,critical
Iceland,2004,general_reextract_needed,Needs targeted re-extraction,1,0,reextract,,Byggingarsjóður rannsókna í þágu atvinnuveganna (Building Fund for Industry Research),1,0,2004 0588.pdf,2004 0588.pdf,Year not in raw_rows — documents may not be parsed yet,3,507.0,critical
Iceland,2005,general_reextract_needed,Needs targeted re-extraction,2,0,reextract,,Byggingarsjóður rannsókna í þágu atvinnuveganna (Building Fund for Industry Research) | Orkustofnun / ÍSOR (Energy and Geothermal Research),1,0,2005 0536.pdf,2005 0536.pdf,Year not in raw_rows — documents may not be parsed yet,3,507.0,critical
Iceland,2006,general_reextract_needed,Needs targeted re-extraction,4,0,reextract,,Háskólinn á Akureyri (University of Akureyri) | Háskólinn í Reykjavík (Reykjavik University) | Sjóður til síldarrannsókna (Fund for Herring Research) | Tækniþróunarsjóður (Technology Development Fund),1,0,2006 0540.pdf,2006 0540.pdf,Year not in raw_rows — documents may not be parsed yet,3,507.0,critical
Iceland,2007,general_reextract_needed,Needs targeted re-extraction,4,0,reextract,,Byggingarsjóður rannsókna í þágu atvinnuveganna (Building Fund for Industry Research) | Háskólinn í Reykjavík (Reykjavik University) | Orkustofnun / ÍSOR (Energy and Geothermal Research) | Sjóður til síldarrannsókna (Fund for Herring Research),1,0,2007 0550.pdf,2007 0550.pdf,Year has 1 parsed files but agency not found. May be in a non-table section or different document.,3,507.0,critical
Iceland,2008,general_reextract_needed,Needs targeted re-extraction,6,0,reextract,,Byggingarsjóður rannsókna í þágu atvinnuveganna (Building Fund for Industry Research) | Háskólinn á Akureyri (University of Akureyri) | Háskólinn í Reykjavík (Reykjavik University) | Orkustofnun / ÍSOR (Energy and Geothermal Research) | Sjóður til síldarrannsókna (Fund for Herring Research) | Tækniþróunarsjóður (Technology Development Fund),1,0,2008 0507.pdf,2008 0507.pdf,Year not in raw_rows — documents may not be parsed yet,3,507.0,critical
Iceland,2009,general_reextract_needed,Needs targeted re-extraction,4,0,reextract,,Háskólinn á Akureyri (University of Akureyri) | Háskólinn í Reykjavík (Reykjavik University) | Sjóður til síldarrannsókna (Fund for Herring Research) | Tækniþróunarsjóður (Technology Development Fund),1,0,2009 0481.pdf,2009 0481.pdf,Year not in raw_rows — documents may not be parsed yet,3,507.0,critical
Iceland,2010,general_reextract_needed,Needs targeted re-extraction,5,0,reextract,,Byggingarsjóður rannsókna í þágu atvinnuveganna (Building Fund for Industry Research) | Háskólinn í Reykjavík (Reykjavik University) | Orkustofnun / ÍSOR (Energy and Geothermal Research) | Sjóður til síldarrannsókna (Fund for Herring Research) | Verkefnasjóður sjávarútvegsins (Project Fund for Fisheries),1,0,2010 0594.pdf,2010 0594.pdf,Year not in raw_rows — documents may not be parsed yet,3,507.0,critical
Iceland,2011,general_reextract_needed,Needs targeted re-extraction,4,0,reextract,,Byggingarsjóður rannsókna í þágu atvinnuveganna (Building Fund for Industry Research) | Háskólinn í Reykjavík (Reykjavik University) | Rannsóknarnámssjóður (Research Scholarship Fund) | Sjóður til síldarrannsókna (Fund for Herring Research),1,0,2011 0556.pdf,2011 0556.pdf,Year not in raw_rows — documents may not be parsed yet,3,507.0,critical
Iceland,2012,general_reextract_needed,Needs targeted re-extraction,4,0,reextract,,Byggingarsjóður rannsókna í þágu atvinnuveganna (Building Fund for Industry Research) | Háskólinn í Reykjavík (Reykjavik University) | Sjóður til síldarrannsókna (Fund for Herring Research) | Verkefnasjóður sjávarútvegsins (Project Fund for Fisheries),1,0,2012 0493.pdf,2012 0493.pdf,Year not in raw_rows — documents may not be parsed yet,3,507.0,critical
Iceland,2013,general_reextract_needed,Needs targeted re-extraction,4,0,reextract,,Byggingarsjóður rannsókna í þágu atvinnuveganna (Building Fund for Industry Research) | Háskólinn í Reykjavík (Reykjavik University) | Sjóður til síldarrannsókna (Fund for Herring Research) | Verkefnasjóður sjávarútvegsins (Project Fund for Fisheries),1,0,2013 0801.pdf,2013 0801.pdf,Year not in raw_rows — documents may not be parsed yet,3,507.0,critical
Iceland,2014,general_reextract_needed,Needs targeted re-extraction,6,0,reextract,,Byggingarsjóður rannsókna í þágu atvinnuveganna (Building Fund for Industry Research) | Háskólinn á Akureyri (University of Akureyri) | Háskólinn í Reykjavík (Reykjavik University) | Landbúnaðarháskóli Íslands (Agricultural University of Iceland) | Sjóður til síldarrannsókna (Fund for Herring Research) | Verkefnasjóður sjávarútvegsins (Project Fund for Fisheries),1,0,2014 0497.pdf,2014 0497.pdf,Year not in raw_rows — documents may not be parsed yet,3,507.0,critical
Iceland,2015,general_reextract_needed,Needs targeted re-extraction,5,0,reextract,,Byggingarsjóður rannsókna í þágu atvinnuveganna (Building Fund for Industry Research) | Háskólinn á Akureyri (University of Akureyri) | Háskólinn í Reykjavík (Reykjavik University) | Landbúnaðarháskóli Íslands (Agricultural University of Iceland) | Rannís (Icelandic Centre for Research),1,0,2015 0801.pdf,2015 0801.pdf,Year not in raw_rows — documents may not be parsed yet,3,507.0,critical
Iceland,2016,general_reextract_needed,Needs targeted re-extraction,4,0,reextract,,Byggingarsjóður rannsókna í þágu atvinnuveganna (Building Fund for Industry Research) | Háskólinn á Akureyri (University of Akureyri) | Háskólinn í Reykjavík (Reykjavik University) | Sjóður til síldarrannsókna (Fund for Herring Research),1,0,2016 0703.pdf,2016 0703.pdf,Year not in raw_rows — documents may not be parsed yet,3,507.0,critical
Iceland,2017,general_reextract_needed,Needs targeted re-extraction,15,0,reextract,,Byggingarsjóður rannsókna í þágu atvinnuveganna (Building Fund for Industry Research) | Hafrannsóknastofnun (Marine Research Institute) | Háskóli Íslands (University of Iceland) | Háskólinn á Akureyri (University of Akureyri) | Háskólinn í Reykjavík (Reykjavik University) | Landbúnaðarháskóli Íslands (Agricultural University of Iceland),1,0,2017 0087.pdf,2017 0087.pdf,Year not in raw_rows — documents may not be parsed yet,3,507.0,critical
Iceland,2018,general_reextract_needed,Needs targeted re-extraction,15,0,reextract,,Byggingarsjóður rannsókna í þágu atvinnuveganna (Building Fund for Industry Research) | Hafrannsóknastofnun (Marine Research Institute) | Háskóli Íslands (University of Iceland) | Háskólinn á Akureyri (University of Akureyri) | Háskólinn í Reykjavík (Reykjavik University) | Landbúnaðarháskóli Íslands (Agricultural University of Iceland),1,0,2018 0144.pdf,2018 0144.pdf,Year not in raw_rows — documents may not be parsed yet,3,507.0,critical
Iceland,2019,general_reextract_needed,Needs targeted re-extraction,2,0,reextract,,Háskólinn í Reykjavík (Reykjavik University) | Verkefnasjóður sjávarútvegsins (Project Fund for Fisheries),2,0,2019 0632.pdf | 2019 s0632-f_I.pdf,2019 0632.pdf | 2019 s0632-f_I.pdf,Year has 1 parsed files but agency not found. May be in a non-table section or different document.,3,507.0,critical
Iceland,2020,general_reextract_needed,Needs targeted re-extraction,1,0,reextract,,Byggingarsjóður rannsókna í þágu atvinnuveganna (Building Fund for Industry Research),2,0,2020 0561.pdf | 2020 s0561-f_I.pdf,2020 0561.pdf | 2020 s0561-f_I.pdf,Year has 1 parsed files but agency not found. May be in a non-table section or different document.,3,507.0,critical
Iceland,2021,general_reextract_needed,Needs targeted re-extraction,3,0,reextract,,Landbúnaðarháskóli Íslands (Agricultural University of Iceland) | Sjóður til síldarrannsókna (Fund for Herring Research) | Verkefnasjóður sjávarútvegsins (Project Fund for Fisheries),2,0,2021 0726.pdf | 2021 s0726-f_I.pdf,2021 0726.pdf | 2021 s0726-f_I.pdf,Year has 1 parsed files but agency not found. May be in a non-table section or different document.,3,507.0,critical
Iceland,2022,general_reextract_needed,Needs targeted re-extraction,1,0,reextract,,Verkefnasjóður sjávarútvegsins (Project Fund for Fisheries),4,0,2022 0286.pdf | 2022 s0286-f_I.pdf,2022 0286.pdf | 2022 s0286-f_I.pdf,Year has 1 parsed files but agency not found. May be in a non-table section or different document.,3,507.0,critical
Iceland,2023,general_reextract_needed,Needs targeted re-extraction,2,0,reextract,,Landbúnaðarháskóli Íslands (Agricultural University of Iceland) | Verkefnasjóður sjávarútvegsins (Project Fund for Fisheries),4,0,2023 0881.pdf | 2023 s0881-f_I.pdf,2023 0881.pdf | 2023 s0881-f_I.pdf,Year has 1 parsed files but agency not found. May be in a non-table section or different document.,3,507.0,critical
Iceland,2024,general_reextract_needed,Needs targeted re-extraction,1,0,reextract,,Tækniþróunarsjóður (Technology Development Fund),4,0,2024 0854.pdf | 2024 s0854-f_I.pdf,2024 0854.pdf | 2024 s0854-f_I.pdf,Year has 1 parsed files but agency not found. May be in a non-table section or different document.,3,507.0,critical
Iceland,2025,general_reextract_needed,Needs targeted re-extraction,2,0,reextract,,Landbúnaðarháskóli Íslands (Agricultural University of Iceland) | Veðurstofa Íslands (Icelandic Meteorological Office),6,0,2025 0411.pdf | 2025 A_nr_141_2024.pdf | 2025 s0411-f_I.pdf,2025 0411.pdf | 2025 A_nr_141_2024.pdf | 2025 s0411-f_I.pdf,Year has 2 parsed files but agency not found. May be in a non-table section or different document.,3,507.0,critical
Norway,1975,outlier_or_unit_break,Outlier or unit/currency break,0,11,verify,,Appropriation for Research and Experimental Activities | Appropriation to the Norwegian Agricultural Research Council | Appropriations for Research Purposes | Fund for Industrial R&D | Fund for Promoting Industry Research | Grants to Chr. Michelsen Institute,1,0,,1975_Norway.pdf,"Amount 975,000,000 outside expected range [0 – 0] (IQR × 3.0). Possible current/prior year confusion or unit error. | Amount 121,000,000 outside expected range [0 – 0] (IQR × 3.0). Possible current/prior year confusion or unit error. | Amount 73,200,000 outside expected range [0 – 0] (IQR × 3.0). Possible current/prior year confusion or unit error.",4,381.2,high
Norway,1976,outlier_or_unit_break,Outlier or unit/currency break,0,8,verify,,Commissioned Research and Investigations | Grants for Administration and Research Purposes | Grants to the Norwegian Research Council | NTNU (Norges teknisk-naturvitenskapelige universitet) | Norges Handelshoyskole (NHH) | Research and Preventive Activities,1,0,,1976_Norway.pdf,"Amount 20,280,000 outside expected range [-6,525,000 – 8,700,000] (IQR × 3.0). Possible current/prior year confusion or unit error. | Amount 131,481,000 outside expected range [0 – 0] (IQR × 3.0). Possible current/prior year confusion or unit error. | Amount 74,000,000 outside expected range [0 – 0] (IQR × 3.0). Possible current/prior year confusion or unit error.",4,381.2,high
Norway,1977,outlier_or_unit_break,Outlier or unit/currency break,0,15,verify,,Effects of acid rain on forests and fish | General Research Tasks under the Ministry of Environment | Grants to Chr. Michelsen Institute | Grants to the Norwegian Research Council | Natural Resource Data and Environmental Information Systems | Norwegian Mapping Plan,1,0,,1977_Norway.pdf,"Amount 251,700,000 outside expected range [0 – 0] (IQR × 3.0). Possible current/prior year confusion or unit error. | Amount 2,500,000,000 outside expected range [0 – 0] (IQR × 3.0). Possible current/prior year confusion or unit error. | Amount 37,150,000 outside expected range [0 – 0] (IQR × 3.0). Possible current/prior year confusion or unit error.",4,381.2,high
Norway,1978,outlier_or_unit_break,Outlier or unit/currency break,0,13,verify,,50 Grants | Aquaculture Station in Austevoll | Effects of acid rain on forests and fish | Grants to CERN | Grants to Research Initiatives | Grants to the Fridtjof Nansen Foundation,1,0,,1978_Norway.pdf,"Amount 27,500,000 outside expected range [0 – 0] (IQR × 3.0). Possible current/prior year confusion or unit error. | Amount 300,000,000 outside expected range [0 – 0] (IQR × 3.0). Possible current/prior year confusion or unit error. | Amount 23,000,000 outside expected range [0 – 0] (IQR × 3.0). Possible current/prior year confusion or unit error.",4,381.2,high
Norway,1979,outlier_or_unit_break,Outlier or unit/currency break,0,20,verify,,Fund to Promote Industry Research | Fund to Promote Research and Development Work in Industry | Funding to the Norwegian Technical-Natural Science Research Council | Grants for Applied Research in Industry | Grants for Development Work | Grants for Investigations and Planning,1,0,,1979_Norway.pdf,"Amount 500,000,000 outside expected range [0 – 0] (IQR × 3.0). Possible current/prior year confusion or unit error. | Amount 450,000,000 outside expected range [0 – 0] (IQR × 3.0). Possible current/prior year confusion or unit error. | Amount 51,179,000 outside expected range [-28,540,500 – 38,054,000] (IQR × 3.0). Possible current/prior year confusion or unit error.",4,381.2,high
Norway,1980,outlier_or_unit_break,Outlier or unit/currency break,0,16,verify,,Appropriation for Research in Industry | Fund for Industrial R&D | Fund for Promoting Industry Research | Grants to CERN | Grants to the Chr. Michelsen Institute | Grants to the Institute for Social Research,1,0,,1980_Norway.pdf,"Amount 2,500,000,000 outside expected range [0 – 0] (IQR × 3.0). Possible current/prior year confusion or unit error. | Amount 652,781,000 outside expected range [0 – 0] (IQR × 3.0). Possible current/prior year confusion or unit error. | Amount 203,300,000 outside expected range [0 – 0] (IQR × 3.0). Possible current/prior year confusion or unit error.",4,381.2,high
Norway,1981,outlier_or_unit_break,Outlier or unit/currency break,0,20,verify,,Fund for Promoting Industry Research | Funding for Geological Research Projects | Funding for Research and Development Activities | Further Funding for the Innovation Plan | Grant to the Norwegian Agricultural Research Council | Grants for Development Work,1,0,,1981_Norway.pdf,"Amount 360,800,000 outside expected range [0 – 0] (IQR × 3.0). Possible current/prior year confusion or unit error. | Amount 27,800,000 outside expected range [0 – 0] (IQR × 3.0). Possible current/prior year confusion or unit error. | Amount 50,000,000 outside expected range [0 – 0] (IQR × 3.0). Possible current/prior year confusion or unit error.",4,381.2,high
Norway,1982,outlier_or_unit_break,Outlier or unit/currency break,0,13,verify,,Allocation for administration and research purposes | Fund for Promoting Industry Research | Grants for the Program for Natural Investigations | Grants to CERN | Grants to the Chr. Michelsen Institute | Grants to the European Conference on Molecular Biology,1,0,,1982_Norway.pdf,"Amount 200,000,000 outside expected range [-28,540,500 – 38,054,000] (IQR × 3.0). Possible current/prior year confusion or unit error. | Amount 30,000,000 outside expected range [0 – 0] (IQR × 3.0). Possible current/prior year confusion or unit error. | Amount 31,580,000 outside expected range [0 – 0] (IQR × 3.0). Possible current/prior year confusion or unit error.",4,381.2,high
Norway,1983,outlier_or_unit_break,Outlier or unit/currency break,0,18,verify,,Appropriation for R&D Loans under the Industrial Fund | Appropriations for Research Purposes | Block Grant to University of Tromsø | Economic and Social Research in the Oil Area | Fund for Promoting Industry Research | Grants to CERN,1,0,,1983_Norway.pdf,"Amount 1,719,810,000 outside expected range [0 – 0] (IQR × 3.0). Possible current/prior year confusion or unit error. | Amount 951,520,000 outside expected range [0 – 0] (IQR × 3.0). Possible current/prior year confusion or unit error. | Amount 370,300,000 outside expected range [0 – 0] (IQR × 3.0). Possible current/prior year confusion or unit error.",4,381.2,high
Norway,1984,outlier_or_unit_break,Outlier or unit/currency break,0,13,verify,,Appropriations for Research Purposes | Grants for studies and research regarding safety and preparedness on the continental shelf | Grants to CERN | Grants to Chr. Michelsen Institute | Grants to the European Conference on Molecular Biology | Grants to the Norwegian Research Council,1,0,,1984_Norway.pdf,"Amount 491,800,000 outside expected range [-6,525,000 – 8,700,000] (IQR × 3.0). Possible current/prior year confusion or unit error. | Amount 39,663,000 outside expected range [0 – 0] (IQR × 3.0). Possible current/prior year confusion or unit error. | Amount 16,362,000 outside expected range [0 – 0] (IQR × 3.0). Possible current/prior year confusion or unit error.",4,381.2,high
Norway,1985,outlier_or_unit_break,Outlier or unit/currency break,0,17,verify,,Appropriation for Mapping of the Continental Shelf | Appropriation to the R&D Plan for Offshore Activities | Basic Research Funding | Fund for Promoting Industry Research | Grants for Nordic Cooperation Initiatives | Grants to CERN,1,0,,1985_Norway.pdf,"Amount 1,900,000 outside expected range [0 – 0] (IQR × 3.0). Possible current/prior year confusion or unit error. | Amount 1,000,000,000 outside expected range [0 – 0] (IQR × 3.0). Possible current/prior year confusion or unit error. | Amount 1,500,000,000 outside expected range [0 – 0] (IQR × 3.0). Possible current/prior year confusion or unit error.",4,381.2,high
Norway,1986,outlier_or_unit_break,Outlier or unit/currency break,0,9,verify,,Appropriations for R&D with special emphasis | Appropriations for Research Formats | Combined Efforts for the SMB-T Program | Grants to the Norwegian Research Council | Mapping and Geodata Research | Natural Resource Research,1,0,,1986_Norway.pdf,"Amount 2,470,000,000 outside expected range [0 – 0] (IQR × 3.0). Possible current/prior year confusion or unit error. | Amount 73,954,000 outside expected range [0 – 0] (IQR × 3.0). Possible current/prior year confusion or unit error. | Amount 200,000,000 outside expected range [0 – 0] (IQR × 3.0). Possible current/prior year confusion or unit error.",4,381.2,high
Norway,1987,outlier_or_unit_break,Outlier or unit/currency break,0,16,verify,,Economic and Social Research in the Oil Area | Energy Research | Fund for Promoting Industry Research | Grants to External Research Institutes | NTNU (Norges teknisk-naturvitenskapelige universitet) | Natural Resource Research,1,0,,1987_Norway.pdf,"Amount 9,025,000 outside expected range [-6,525,000 – 8,700,000] (IQR × 3.0). Possible current/prior year confusion or unit error. | Amount 2,500,000,000 outside expected range [0 – 0] (IQR × 3.0). Possible current/prior year confusion or unit error. | Amount 1,000,000,000 outside expected range [0 – 0] (IQR × 3.0). Possible current/prior year confusion or unit error.",4,381.2,high
Norway,1988,outlier_or_unit_break,Outlier or unit/currency break,0,20,verify,,Applied Social Research | Grants to External Research Institutes | Grants to Research Councils | Grants to the Forsheim Research Station | Map and Geodata Research | NTNU (Norges teknisk-naturvitenskapelige universitet),1,0,,1988_Norway.pdf,"Amount 9,431,000 outside expected range [-6,525,000 – 8,700,000] (IQR × 3.0). Possible current/prior year confusion or unit error. | Amount 500,000,000 outside expected range [0 – 0] (IQR × 3.0). Possible current/prior year confusion or unit error. | Amount 2,136,000,000 outside expected range [0 – 0] (IQR × 3.0). Possible current/prior year confusion or unit error.",4,381.2,high
Norway,1989,outlier_or_unit_break,Outlier or unit/currency break,0,19,verify,,Fund for Promoting Industry Research | Grants for Franco-Norwegian Cooperation Projects in Technology | Grants for Market and Distribution Research at NORAS | Grants for Petroleum Industry Competence | Grants to External Research Institutes | Grants to the Fund for Market and Distribution Research,1,0,,1989_Norway.pdf,"Amount 9,761,000 outside expected range [-6,525,000 – 8,700,000] (IQR × 3.0). Possible current/prior year confusion or unit error. | Amount 2,500,000,000 outside expected range [0 – 0] (IQR × 3.0). Possible current/prior year confusion or unit error. | Amount 1,000,000,000 outside expected range [0 – 0] (IQR × 3.0). Possible current/prior year confusion or unit error.",4,381.2,high
Norway,1990,outlier_or_unit_break,Outlier or unit/currency break,0,25,verify,,Basic Appropriations to Environmental Institutes | Economic and Social Research in the Oil Sector | Fund for Promoting Industry Research | Grants to External Research Institutes | Grants to Franco-Norwegian Cooperation Projects in Technology | Industry Research Fund Support,1,0,,1990_Norway.pdf,"Amount 17,000,000 outside expected range [-6,525,000 – 8,700,000] (IQR × 3.0). Possible current/prior year confusion or unit error. | Amount 1,000,000,000 outside expected range [0 – 0] (IQR × 3.0). Possible current/prior year confusion or unit error. | Amount 800,000,000 outside expected range [0 – 0] (IQR × 3.0). Possible current/prior year confusion or unit error.",4,381.2,high
Norway,1991,outlier_or_unit_break,Outlier or unit/currency break,0,19,verify,,Agricultural R&D Appropriation | Applied Social Research | Assistance for research and research cooperation | Basic Grants to Environmental Institutes | Basic Research Funding | Center for International Climate Policy,1,0,,1991_Norway.pdf,"Amount 11,400,000 outside expected range [-6,525,000 – 8,700,000] (IQR × 3.0). Possible current/prior year confusion or unit error. | Amount 7,222,000,000 outside expected range [0 – 0] (IQR × 3.0). Possible current/prior year confusion or unit error. | Amount 236,000,000 outside expected range [0 – 0] (IQR × 3.0). Possible current/prior year confusion or unit error.",4,381.2,high
Norway,1992,outlier_or_unit_break,Outlier or unit/currency break,0,23,verify,,Allocations for Research Over the State Budget | Applied Social Research | Basic Appropriations to Environmental Institutes | Basic Research Funding | Center for International Climate Policy | Environmental Research Agreement Norway-EU,1,0,,1992_Norway.pdf,"Amount 622,911,000 outside expected range [-6,525,000 – 8,700,000] (IQR × 3.0). Possible current/prior year confusion or unit error. | Amount 970,638,000 outside expected range [0 – 0] (IQR × 3.0). Possible current/prior year confusion or unit error. | Amount 525,654,000 outside expected range [0 – 0] (IQR × 3.0). Possible current/prior year confusion or unit error.",4,381.2,high
Norway,1993,outlier_or_unit_break,Outlier or unit/currency break,0,17,verify,,Applied Social Research | Basic Grants to Environmental Institutes | Center for International Climate Policy | General Scientific Research | Grants for Economic Research Purposes | Grants for Energy and Water Resources Research,1,0,,1993 blaabok-1993.pdf,"Amount 270,027,000 outside expected range [0 – 0] (IQR × 3.0). Possible current/prior year confusion or unit error. | Amount 71,202,000 outside expected range [0 – 0] (IQR × 3.0). Possible current/prior year confusion or unit error. | Amount 71,114,000 outside expected range [-28,540,500 – 38,054,000] (IQR × 3.0). Possible current/prior year confusion or unit error.",4,381.2,high
Norway,1994,outlier_or_unit_break,Outlier or unit/currency break,0,15,verify,,Basic Grants to Environmental Institutes | Environmental Research Agreement Norway-EU | Fisheries and Aquaculture Research | Grants for Public Research and Development Contracts | Grants to External Research Institutes | Grants to Public Research and Development Contracts,1,0,,1994 blaabok-1994.pdf,"Amount 71,567,000 outside expected range [-28,540,500 – 38,054,000] (IQR × 3.0). Possible current/prior year confusion or unit error. | Amount 2,500,000,000 outside expected range [0 – 0] (IQR × 3.0). Possible current/prior year confusion or unit error. | Amount 500,000,000 outside expected range [0 – 0] (IQR × 3.0). Possible current/prior year confusion or unit error.",4,381.2,high
Norway,1995,outlier_or_unit_break,Outlier or unit/currency break,0,16,verify,,Basic Appropriations to Environmental Institutes | Block Grant to University of Tromsø | Block Grant to University of Trondheim | Grants for Development Measures | Grants for Fisheries Research | Grants for R&D Activities in Cultural Heritage Protection,1,0,,1995 blaabok-1995.pdf,"Amount 153,882,000 outside expected range [-6,525,000 – 8,700,000] (IQR × 3.0). Possible current/prior year confusion or unit error. | Amount 1,104,777,000 outside expected range [0 – 0] (IQR × 3.0). Possible current/prior year confusion or unit error. | Amount 607,041,000 outside expected range [0 – 0] (IQR × 3.0). Possible current/prior year confusion or unit error.",4,381.2,high
Norway,1996,outlier_or_unit_break,Outlier or unit/currency break,0,10,verify,,Fisheries and Aquaculture Research | Funding for R&D Activities in Cultural Heritage Protection | Grants for Fisheries Research | International Cooperation and Development Programs | NTNU (Norges teknisk-naturvitenskapelige universitet) | Norges Handelshoyskole (NHH),1,0,,1996 blaabok-1996.pdf,"Amount 1,412,134,000 outside expected range [-6,525,000 – 8,700,000] (IQR × 3.0). Possible current/prior year confusion or unit error. | Amount 679,928,000 outside expected range [0 – 0] (IQR × 3.0). Possible current/prior year confusion or unit error. | Amount 142,843,000 outside expected range [0 – 0] (IQR × 3.0). Possible current/prior year confusion or unit error.",4,381.2,high
Norway,1997,outlier_or_unit_break,Outlier or unit/currency break,0,14,verify,,Basic Appropriations to Environmental Institutes | Basic Appropriations to Research Institutes | Block Grant to University of Tromsø | EU Framework Program for Research | Energy Research | Environmental Research Agreement Norway-EU,1,0,,1997 blaabok-1997.pdf,"Amount 1,505,917,000 outside expected range [-6,525,000 – 8,700,000] (IQR × 3.0). Possible current/prior year confusion or unit error. | Amount 2,171,904,000 outside expected range [0 – 0] (IQR × 3.0). Possible current/prior year confusion or unit error. | Amount 1,229,735,000 outside expected range [0 – 0] (IQR × 3.0). Possible current/prior year confusion or unit error.",4,381.2,high
Norway,1998,outlier_or_unit_break,Outlier or unit/currency break,0,23,verify,,Basic Grants to Environmental Institutes | Basic Research Funding | EU Framework Program for Research | Fisheries and Aquaculture Research | Grants Fisheries Research in Tromsø | Grants for Development Measures,1,0,,1998 blaabok-1998.pdf,"Amount 1,200,000,000 outside expected range [-6,525,000 – 8,700,000] (IQR × 3.0). Possible current/prior year confusion or unit error. | Amount 1,500,000,000 outside expected range [0 – 0] (IQR × 3.0). Possible current/prior year confusion or unit error. | Amount 80,122,000 outside expected range [-28,540,500 – 38,054,000] (IQR × 3.0). Possible current/prior year confusion or unit error.",4,381.2,high
Norway,1999,outlier_or_unit_break,Outlier or unit/currency break,0,17,verify,,50 Grants | 50 Research Program | Basic Appropriations to Environmental Research Institutes | Basic Grants to Research Institutes | EU Framework Program for Research | Environmental Research Agreement Norway-EU,1,0,,1999 blaabok-1999.pdf,"Amount 809,000,000 outside expected range [0 – 0] (IQR × 3.0). Possible current/prior year confusion or unit error. | Amount 1,247,100,000 outside expected range [0 – 0] (IQR × 3.0). Possible current/prior year confusion or unit error. | Amount 348,200,000 outside expected range [0 – 0] (IQR × 3.0). Possible current/prior year confusion or unit error.",4,381.2,high
Norway,2000,outlier_or_unit_break,Outlier or unit/currency break,0,14,verify,,Basic Grants to Environmental Research Institutes | Basic Grants to Research Institutes | EU Framework Program for Research | Grants for Development Measures | Grants to Fisheries Research in Tromsø | Grants to Other Private Institutions,1,0,,2000 blaabok-2000.pdf,"Amount 658,500,000 outside expected range [0 – 0] (IQR × 3.0). Possible current/prior year confusion or unit error. | Amount 485,695,000 outside expected range [0 – 0] (IQR × 3.0). Possible current/prior year confusion or unit error. | Amount 196,400,000 outside expected range [0 – 0] (IQR × 3.0). Possible current/prior year confusion or unit error.",4,381.2,high
Norway,2001,outlier_or_unit_break,Outlier or unit/currency break,0,5,verify,,Grants to the Defence Research Institute | International Cooperation Projects | Research and Development Grants | Total Research and Development | Transport Research,1,0,,2001 blaabok-2001.pdf,"Amount 2,073,900,000 outside expected range [0 – 0] (IQR × 3.0). Possible current/prior year confusion or unit error. | Amount 155,063,000 outside expected range [0 – 0] (IQR × 3.0). Possible current/prior year confusion or unit error. | Amount 72,800,000 outside expected range [0 – 0] (IQR × 3.0). Possible current/prior year confusion or unit error.",4,381.2,high
Norway,2002,outlier_or_unit_break,Outlier or unit/currency break,0,8,verify,,Basic Grants to Environmental Research Institutes | Basic Research Funding | Energy Research | Environmental Research and Monitoring | Fisheries and Aquaculture R&D | Grants to Other Private Institutions,1,0,,2002 vedtatt_budsjett_2002.pdf,"Amount 3,350,462,000 outside expected range [0 – 0] (IQR × 3.0). Possible current/prior year confusion or unit error. | Amount 127,900,000 outside expected range [0 – 0] (IQR × 3.0). Possible current/prior year confusion or unit error. | Amount 1,080,640,000 outside expected range [0 – 0] (IQR × 3.0). Possible current/prior year confusion or unit error.",4,381.2,high
Norway,2003,outlier_or_unit_break,Outlier or unit/currency break,0,8,verify,,EU Framework Programme for Research and Technology | Energy Research | Fund for Research and Innovation - Fund Capital | Grants to Other Private Institutions | International Cooperation and Development Programs | Research Institutes and Foundations,1,0,,2003 tallvedtak-2003.pdf,"Amount 3,000,000,000 outside expected range [0 – 0] (IQR × 3.0). Possible current/prior year confusion or unit error. | Amount 8,500,000,000 outside expected range [0 – 0] (IQR × 3.0). Possible current/prior year confusion or unit error. | Amount 259,700,000 outside expected range [0 – 0] (IQR × 3.0). Possible current/prior year confusion or unit error.",4,381.2,high
Norway,2004,outlier_or_unit_break,Outlier or unit/currency break,0,8,verify,,Basic Grants to Research Institutes | Basic Research Funding | Energy Research | Grants to Other Private Institutions | Operation of Research Vessels | Research Activity,1,0,,2004 vedtatt_budsjett2004.pdf,"Amount 145,188,000 outside expected range [0 – 0] (IQR × 3.0). Possible current/prior year confusion or unit error. | Amount 900,527,000 outside expected range [0 – 0] (IQR × 3.0). Possible current/prior year confusion or unit error. | Amount 315,400,000 outside expected range [0 – 0] (IQR × 3.0). Possible current/prior year confusion or unit error.",4,381.2,high
