year,canonical_name,category,amount_local,unit,currency,item_type,source_file,page_number,pdf_path,full_text_cache,line_description_en,traceability_status,trace_method,trace_excerpt,series_notes
2018,FCT — Fundação para a Ciência e a Tecnologia (Portugal),rd_agency,507718842.0,euro,EUR,verified_override,Lei orcamento para 2018.pdf,129,Data/input/finance_bills/Portugal/Lei orcamento para 2018.pdf,Data/output/budget/full_text/Portugal/pdf_3966bd0dd619__Lei orcamento para 2018.txt.gz,"FUNDAÇÃO PARA A CIÊNCIA E TECNOLOGIA, I.P.",verified_against_original_file,page_excerpt,"FUNDAÇÃO DA FACULDADE DE CIÊNCIAS DA UNIVERSIDADE DE LISBOA | FUNDAÇÃO DA FACULDADE DE CIÊNCIAS E TECNOLOGIA DA UNIVERSIDADE NOVA DE | LISBOA | FUNDAÇÃO DAS UNIVERSIDADES PORTUGUESAS | FUNDAÇAO GASPAR FRUTUOSO | FUNDAÇÃO LUÍS DE MOLINA | FUNDAÇÃO PARA A CIÊNCIA E TECNOLOGIA, I.P. | FUNDAÇÃO PARA O DESENVOLVIMENTO CIÊNCIAS ECONÓMICAS FINANCEIRAS E",Primary R&D funder from 1997. Amounts in full EUR (2002+) or PTE (pre-2002).; manual override from original Portugal budget file (2018 autonomous-services table)
2018,LNEC — Laboratório Nacional de Engenharia Civil (Portugal),research_institute,8103487.0,euro,EUR,verified_override,Lei orcamento para 2018.pdf,134,Data/input/finance_bills/Portugal/Lei orcamento para 2018.pdf,Data/output/budget/full_text/Portugal/pdf_3966bd0dd619__Lei orcamento para 2018.txt.gz,LABORATÓRIO NACIONAL DE ENGENHARIA CIVIL,verified_against_original_file,page_excerpt,"17 949 000 | CP - COMBOIOS DE PORTUGAL EPE | FUNDAÇÃO MUSEU NACIONAL FERROVIÁRIO ARMANDO GINESTAL MACHADO | INFRAESTRUTURAS DE PORTUGAL, S.A. | INSTITUTO DA MOBILIDADE E DOS TRANSPORTES | INSTITUTO DOS MERCADOS PUBLICOS, DO IMOBILIARIO E DA CONSTRUCAO | LABORATÓRIO NACIONAL DE ENGENHARIA CIVIL | METRO - MONDEGO, SA",manual override from original Portugal budget file (MAPA VII / 2018 deterministic page-aligned parser)
2019,ANI — Agência Nacional de Inovação (Portugal),rd_agency,2068804.0,euro,EUR,verified_override,Lei orcamento para 2019.pdf,135,Data/input/finance_bills/Portugal/Lei orcamento para 2019.pdf,Data/output/budget/full_text/Portugal/pdf_309fab7bdf9e__Lei orcamento para 2019.txt.gz,"AGENCIA NACIONAL DE INOVAÇAO, SA",verified_against_original_file,page_excerpt,"INFRAESTRUTURAS DE PORTUGAL, S.A. | INSTITUTO DA MOBILIDADE E DOS TRANSPORTES | INSTITUTO DOS MERCADOS PUBLICOS, DO IMOBILIARIO E DA CONSTRUCAO | LABORATÓRIO NACIONAL DE ENGENHARIA CIVIL | METRO - MONDEGO, SA | TAP - TRANSPORTES AÉREOS PORTUGUESES, SGPS, SA | AGENCIA NACIONAL DE INOVAÇAO, SA | AUTORIDADE DA CONCORRÊNCIA",manual override from original Portugal budget file (MAPA VII / 2019 deterministic page-aligned parser)
2019,FCT — Fundação para a Ciência e a Tecnologia (Portugal),rd_agency,560122571.0,euro,EUR,verified_override,Lei orcamento para 2019.pdf,129,Data/input/finance_bills/Portugal/Lei orcamento para 2019.pdf,Data/output/budget/full_text/Portugal/pdf_309fab7bdf9e__Lei orcamento para 2019.txt.gz,"FUNDAÇÃO PARA A CIÊNCIA E TECNOLOGIA, I.P.",verified_against_original_file,page_excerpt,"ESCOLA SUPERIOR DE HOTELARIA E TURISMO DO ESTORIL | ESCOLA SUPERIOR NÁUTICA INFANTE D.HENRIQUE | FUNDAÇÃO CARLOS LLOYD BRAGA | FUNDAÇÃO DA FACULDADE DE CIÊNCIAS DA UNIVERSIDADE DE LISBOA | FUNDAÇAO GASPAR FRUTUOSO | FUNDAÇÃO LUÍS DE MOLINA | FUNDAÇÃO PARA A CIÊNCIA E TECNOLOGIA, I.P. | FUNDAÇÃO PARA O DESENVOLVIMENTO CIÊNCIAS ECONÓMICAS FINANCEIRAS E",Primary R&D funder from 1997. Amounts in full EUR (2002+) or PTE (pre-2002).; manual override from original Portugal budget file (2019 autonomous-services table)
2019,LNEC — Laboratório Nacional de Engenharia Civil (Portugal),research_institute,14546389.0,euro,EUR,verified_override,Lei orcamento para 2019.pdf,135,Data/input/finance_bills/Portugal/Lei orcamento para 2019.pdf,Data/output/budget/full_text/Portugal/pdf_309fab7bdf9e__Lei orcamento para 2019.txt.gz,LABORATÓRIO NACIONAL DE ENGENHARIA CIVIL,verified_against_original_file,page_excerpt,"FUNDAÇÃO MUSEU NACIONAL FERROVIÁRIO ARMANDO GINESTAL MACHADO | FUNDO COMPENSACAO UNIVERSAL COMUNICAOES ELETRONICAS | FUNDO PARA O SERVIÇO PUBLICO DE TRANSPORTES | INFRAESTRUTURAS DE PORTUGAL, S.A. | INSTITUTO DA MOBILIDADE E DOS TRANSPORTES | INSTITUTO DOS MERCADOS PUBLICOS, DO IMOBILIARIO E DA CONSTRUCAO | LABORATÓRIO NACIONAL DE ENGENHARIA CIVIL | METRO - MONDEGO, SA",manual override from original Portugal budget file (MAPA VII / 2019 deterministic page-aligned parser)
2020,ANI — Agência Nacional de Inovação (Portugal),rd_agency,18289688.0,euro,EUR,verified_override,Lei orcamento para 2020.pdf,233,Data/input/finance_bills/Portugal/Lei orcamento para 2020.pdf,Data/output/budget/full_text/Portugal/pdf_0f0273c211b1__Lei orcamento para 2020.txt.gz,"AGENCIA NACIONAL DE INOVAÇAO, SA",verified_against_original_file,page_excerpt,"TRIBUNAL CONSTITUCIONAL | ALTO COMISSARIADO PARA AS MIGRAÇOES, IP | FUNDAÇAO LUSO-AMERICANA PARA O DESENVOLVIMENTO | GABINETE DO SECRETÁRIO-GERAL  ESTRUTURAS COMUNS AO SIED E SIS | SERVIÇO DE INFORMAÇÕES DE SEGURANCA | SERVIÇO DE INFORMAÇÕES ESTRATÉGICAS DE DEFESA | AGENCIA NACIONAL DE INOVAÇAO, SA | AUTORIDADE DA CONCORRÊNCIA",manual override from original Portugal budget file (MAPA VII / 2020 deterministic page-aligned parser)
2020,FCT — Fundação para a Ciência e a Tecnologia (Portugal),rd_agency,557463880.0,euro,EUR,verified_override,Lei orcamento para 2020.pdf,222,Data/input/finance_bills/Portugal/Lei orcamento para 2020.pdf,Data/output/budget/full_text/Portugal/pdf_0f0273c211b1__Lei orcamento para 2020.txt.gz,"FUNDAÇÃO PARA A CIÊNCIA E TECNOLOGIA, I.P.",verified_against_original_file,page_excerpt,"Utilização condicionada das dotações orçamentais | O disposto no artigo 4.º da Lei n.º 71/2018, de 31 de dezembro, mantém -se em vigor no ano | de 2020, com as necessárias adaptações, designadamente: | a) No n.º 2, onde se lê «2017» que deve ler -se «2018»; | b) Na alínea c) do n.º 4 é incluída a subalínea v) relativa aos projetos P.013 — Ciência, | Tecnologia e Ensino superior: medidas M -004 Serviços Gerais da A. P. Investigação Científica de | Carácter Geral — Fundação para a Ciência e Tecnologia, I. P.; | c) No n.º 13, onde se lê «2019» que deve ler -se «2020».",Primary R&D funder from 1997. Amounts in full EUR (2002+) or PTE (pre-2002).; manual override from original Portugal budget file (2020 autonomous-services table)
2020,LNEC — Laboratório Nacional de Engenharia Civil (Portugal),research_institute,6395138.0,euro,EUR,verified_override,Lei orcamento para 2020.pdf,242,Data/input/finance_bills/Portugal/Lei orcamento para 2020.pdf,Data/output/budget/full_text/Portugal/pdf_0f0273c211b1__Lei orcamento para 2020.txt.gz,LABORATÓRIO NACIONAL DE ENGENHARIA CIVIL,verified_against_original_file,page_excerpt,"FUNDO COMPENSACAO UNIVERSAL COMUNICAOES ELETRONICAS | FUNDO PARA O SERVIÇO PUBLICO DE TRANSPORTES | INFRAESTRUTURAS DE PORTUGAL, S.A. | INSTITUTO DA HABITAÇÃO E DA REABILITAÇÃO URBANA, IP | INSTITUTO DA MOBILIDADE E DOS TRANSPORTES | INSTITUTO DOS MERCADOS PUBLICOS, DO IMOBILIARIO E DA CONSTRUCAO | LABORATÓRIO NACIONAL DE ENGENHARIA CIVIL | METRO - MONDEGO, SA",manual override from original Portugal budget file (MAPA VII / 2020 deterministic page-aligned parser)
2021,ANI — Agência Nacional de Inovação (Portugal),rd_agency,,,,,,,,,,covered_by_final_series,,,gap: no matching rows in this year
2021,FCT — Fundação para a Ciência e a Tecnologia (Portugal),rd_agency,,,,,,,,,,covered_by_final_series,,,"gap: no matching rows in this year; dropped after Portugal source audit: original page is a legal text, plurianual project table, or non-institutional support line rather than a clean agency appropriation"
2021,LNEC — Laboratório Nacional de Engenharia Civil (Portugal),research_institute,,,,,,,,,,covered_by_final_series,,,gap: no matching rows in this year
2022,ANI — Agência Nacional de Inovação (Portugal),rd_agency,,,,,,,,,,covered_by_final_series,,,gap: no matching rows in this year
2022,FCT — Fundação para a Ciência e a Tecnologia (Portugal),rd_agency,,,,,,,,,,covered_by_final_series,,,"gap: no matching rows in this year; dropped after Portugal source audit: original page is a legal text, plurianual project table, or non-institutional support line rather than a clean agency appropriation"
2022,LNEC — Laboratório Nacional de Engenharia Civil (Portugal),research_institute,,,,,,,,,,covered_by_final_series,,,gap: no matching rows in this year
2023,ANI — Agência Nacional de Inovação (Portugal),rd_agency,,,,,,,,,,covered_by_final_series,,,gap: no matching rows in this year
2023,FCT — Fundação para a Ciência e a Tecnologia (Portugal),rd_agency,,,,,,,,,,covered_by_final_series,,,gap: no matching rows in this year
2023,LNEC — Laboratório Nacional de Engenharia Civil (Portugal),research_institute,,,,,,,,,,covered_by_final_series,,,gap: no matching rows in this year
2024,ANI — Agência Nacional de Inovação (Portugal),rd_agency,,,,,,,,,,covered_by_final_series,,,"dropped after Portugal source audit: original page is a legal text, plurianual project table, or non-institutional support line rather than a clean agency appropriation"
2024,FCT — Fundação para a Ciência e a Tecnologia (Portugal),rd_agency,,,,,,,,,,covered_by_final_series,,,"Primary R&D funder from 1997. Amounts in full EUR (2002+) or PTE (pre-2002).; dropped after Portugal source audit: original page is a legal text, plurianual project table, or non-institutional support line rather than a clean agency appropriation"
2024,LNEC — Laboratório Nacional de Engenharia Civil (Portugal),research_institute,,,,,,,,,,covered_by_final_series,,,gap: no matching rows in this year
2025,ANI — Agência Nacional de Inovação (Portugal),rd_agency,,,,,,,,,,covered_by_final_series,,,"gap: no matching rows in this year; dropped after Portugal source audit: original page is a legal text, plurianual project table, or non-institutional support line rather than a clean agency appropriation"
2025,FCT — Fundação para a Ciência e a Tecnologia (Portugal),rd_agency,,,,,,,,,,covered_by_final_series,,,"gap: no matching rows in this year; dropped after Portugal source audit: original page is a legal text, plurianual project table, or non-institutional support line rather than a clean agency appropriation"
2025,LNEC — Laboratório Nacional de Engenharia Civil (Portugal),research_institute,,,,,,,,,,covered_by_final_series,,,gap: no matching rows in this year
