country,year,source_file,file_path,missing_agencies
Costa Rica,2017,2017_Tomo2_Ley de presupuesto.pdf,/Users/danielm/Desktop/oecd-work/Innovation-Policy/Data/input/finance_bills/Costa Rica/2017_Tomo2_Ley de presupuesto.pdf,Promotora Costarricense de Innovación e Investigación (PCII)
Costa Rica,2017,2017_Tomo3_Ley de presupuesto.pdf,/Users/danielm/Desktop/oecd-work/Innovation-Policy/Data/input/finance_bills/Costa Rica/2017_Tomo3_Ley de presupuesto.pdf,Promotora Costarricense de Innovación e Investigación (PCII)
Costa Rica,2021,2021_Ley de presupuesto.pdf,/Users/danielm/Desktop/oecd-work/Innovation-Policy/Data/input/finance_bills/Costa Rica/2021_Ley de presupuesto.pdf,Promotora Costarricense de Innovación e Investigación (PCII)
Costa Rica,2011,2011_Ley de presupuesto.pdf,/Users/danielm/Desktop/oecd-work/Innovation-Policy/Data/input/finance_bills/Costa Rica/2011_Ley de presupuesto.pdf,UCR (Universidad de Costa Rica)
Costa Rica,2013,2013_Tomo2_Ley de presupuesto.pdf,/Users/danielm/Desktop/oecd-work/Innovation-Policy/Data/input/finance_bills/Costa Rica/2013_Tomo2_Ley de presupuesto.pdf,ITCR / TEC (Instituto Tecnológico de Costa Rica)
Costa Rica,2013,2013_Tomo4_Ley de presupuesto.pdf,/Users/danielm/Desktop/oecd-work/Innovation-Policy/Data/input/finance_bills/Costa Rica/2013_Tomo4_Ley de presupuesto.pdf,ITCR / TEC (Instituto Tecnológico de Costa Rica)
Costa Rica,2013,2013_Tomo5_Ley de presupuesto.pdf,/Users/danielm/Desktop/oecd-work/Innovation-Policy/Data/input/finance_bills/Costa Rica/2013_Tomo5_Ley de presupuesto.pdf,ITCR / TEC (Instituto Tecnológico de Costa Rica)
Costa Rica,2013,2013_Tomo6_Ley de presupuesto.pdf,/Users/danielm/Desktop/oecd-work/Innovation-Policy/Data/input/finance_bills/Costa Rica/2013_Tomo6_Ley de presupuesto.pdf,ITCR / TEC (Instituto Tecnológico de Costa Rica)
Costa Rica,2014,2014_Tomo1_Ley de presupuesto.pdf,/Users/danielm/Desktop/oecd-work/Innovation-Policy/Data/input/finance_bills/Costa Rica/2014_Tomo1_Ley de presupuesto.pdf,ITCR / TEC (Instituto Tecnológico de Costa Rica)
Costa Rica,2014,2014_Tomo4_Ley de presupuesto.pdf,/Users/danielm/Desktop/oecd-work/Innovation-Policy/Data/input/finance_bills/Costa Rica/2014_Tomo4_Ley de presupuesto.pdf,ITCR / TEC (Instituto Tecnológico de Costa Rica)
Costa Rica,2014,2014_Tomo5_Ley de presupuesto.pdf,/Users/danielm/Desktop/oecd-work/Innovation-Policy/Data/input/finance_bills/Costa Rica/2014_Tomo5_Ley de presupuesto.pdf,ITCR / TEC (Instituto Tecnológico de Costa Rica)
Costa Rica,2025,2025_Ley de presupuesto.pdf,/Users/danielm/Desktop/oecd-work/Innovation-Policy/Data/input/finance_bills/Costa Rica/2025_Ley de presupuesto.pdf,ITCR / TEC (Instituto Tecnológico de Costa Rica)
Costa Rica,2024,2024_Ley de presupuesto.pdf,/Users/danielm/Desktop/oecd-work/Innovation-Policy/Data/input/finance_bills/Costa Rica/2024_Ley de presupuesto.pdf,FEES (Fondo Especial de Educación Superior)
